"TimeGenerated [UTC]",DeviceId,SourceIp,UserId,UserPrincipalName,DestinationIp,DestinationPort,TenantId,TransactionId,ConnectionId,SessionId,TrafficType,DeviceCategory,DestinationFqdn,SourcePort,DeviceOperatingSystem,DeviceOperatingSystemVersion,AgentVersion,TransportProtocol,NetworkProtocol,Action,PolicyRuleId,PolicyId,SentBytes,ReceivedBytes,ReferrerHeader,OriginHeader,XForwardedFor,DestinationWebCategories,FilteringProfileId,FilteringProfileName,PolicyName,RuleName,InitiatingProcessName,ResourceTenantId,ThreatType,DestinationUrl,Description,AppId,ConnectorId,ConnectorName,ConnectorIp,ConnectionStatus,AccessType,ProcessingRegion,SourceSystem,Type
"6/26/2024, 2:25:31.000 PM","-4283672721274529300","33.49.88.143","-7715671464244490000","11492740@obfuscated.com",,443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142531Z-17596dd547bcgrkmud2t09gba00000006zg0000000000035","u0nQ7lixF0OoJyu9.0",,microsoft365,Client,"outlook.office.com",56801,"Windows 11 Enterprise","10.0.22621","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",0,0,,,,,,,,,"msedgewebview2.exe",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:31.000 PM",8842076412819800000,"2.201.237.46",6419042465817269000,"86832612@obfuscated.com","52.96.190.194",443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142530Z-r15b5c656887xwvdxsqqknhrrc00000079sg0000000001wr","F52JSfdGqUCMBOUV.0",,microsoft365,Client,"outlook.office365.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",8232,2124,,,,,,,,,"OUTLOOK.EXE",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:31.000 PM","-4283672721274529300","211.26.136.94","-7715671464244490000","37563949@obfuscated.com",,443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142531Z-17596dd547bcgrkmud2t09gba00000006zg0000000000037","iZPjmooTCU+np4vf.0",,microsoft365,Client,"outlook.office.com",56801,"Windows 11 Enterprise","10.0.22621","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",0,0,,,,,,,,,"msedgewebview2.exe",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:31.000 PM",8842076412819800000,"121.202.30.34",6419042465817269000,"85267576@obfuscated.com",,443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142530Z-r15b5c656887xwvdxsqqknhrrc00000079sg0000000001wu","OPEb3Rf7bEqEIgRi.0",,microsoft365,Client,"login.microsoftonline.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",3465,16399,,,,,,,,,"backgroundTaskHost.exe","72f988bf-86f1-41af-91ab-2d7cd011db47",,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:31.000 PM",8842076412819800000,"236.133.183.189",6419042465817269000,"04596683@obfuscated.com","52.96.190.194",443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142531Z-r15b5c656887xwvdxsqqknhrrc00000079sg0000000001x1","F52JSfdGqUCMBOUV.0",,microsoft365,Client,"outlook.office365.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",8227,2208,,,,,,,,,"OUTLOOK.EXE",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:31.000 PM",8842076412819800000,"2.140.44.5",6419042465817269000,"13643544@obfuscated.com","52.96.190.194",443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142531Z-r15b5c656887xwvdxsqqknhrrc00000079sg0000000001x0","xJ2R1x0/akuLE7g2.0",,microsoft365,Client,"outlook.office365.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",8246,3036,,,,,,,,,"OUTLOOK.EXE",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:31.000 PM",8842076412819800000,"180.163.163.87",6419042465817269000,"10546248@obfuscated.com","52.96.190.194",443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142531Z-r15b5c656887xwvdxsqqknhrrc00000079sg0000000001x3","xJ2R1x0/akuLE7g2.0",,microsoft365,Client,"outlook.office365.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",8209,2003,,,,,,,,,"OUTLOOK.EXE",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:32.000 PM",8842076412819800000,"51.237.207.53",6419042465817269000,"52570719@obfuscated.com","52.96.190.194",443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142532Z-r15b5c656887xwvdxsqqknhrrc00000079sg0000000001xb","F52JSfdGqUCMBOUV.0",,microsoft365,Client,"outlook.office365.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",8237,2105,,,,,,,,,"OUTLOOK.EXE",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:32.000 PM",8842076412819800000,"197.59.125.224",6419042465817269000,"33747231@obfuscated.com","52.96.190.194",443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142532Z-r15b5c656887xwvdxsqqknhrrc00000079sg0000000001x7","F52JSfdGqUCMBOUV.0",,microsoft365,Client,"outlook.office365.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",8246,2704,,,,,,,,,"OUTLOOK.EXE",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:32.000 PM",8842076412819800000,"125.108.55.218",6419042465817269000,"06480564@obfuscated.com","40.97.204.2",443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142532Z-r15b5c656887xwvdxsqqknhrrc00000079t000000000002g","vdpDU0l9b0u5m2gU.0",,microsoft365,Client,"outlook-sdf.office.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",1006,7499,,,,,,,,,"msedgewebview2.exe",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:32.000 PM",8842076412819800000,"238.151.37.104",6419042465817269000,"02361424@obfuscated.com","52.96.190.194",443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142532Z-r15b5c656887xwvdxsqqknhrrc00000079sg0000000001xf","F52JSfdGqUCMBOUV.0",,microsoft365,Client,"outlook.office365.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",8211,2078,,,,,,,,,"OUTLOOK.EXE",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:32.000 PM",8842076412819800000,"108.107.12.76",6419042465817269000,"47883422@obfuscated.com","52.96.190.194",443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142532Z-r15b5c656887xwvdxsqqknhrrc00000079sg0000000001xd","xJ2R1x0/akuLE7g2.0",,microsoft365,Client,"outlook.office365.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",8248,2705,,,,,,,,,"OUTLOOK.EXE",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:32.000 PM",8842076412819800000,"176.137.112.106",6419042465817269000,"24075430@obfuscated.com","52.96.190.194",443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142532Z-r15b5c656887xwvdxsqqknhrrc00000079sg0000000001x9","xJ2R1x0/akuLE7g2.0",,microsoft365,Client,"outlook.office365.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",8211,2078,,,,,,,,,"OUTLOOK.EXE",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:32.000 PM",8842076412819800000,"94.134.102.179",6419042465817269000,"89671250@obfuscated.com","40.97.204.2",443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142532Z-r15b5c656887xwvdxsqqknhrrc00000079t000000000002e","vdpDU0l9b0u5m2gU.0",,microsoft365,Client,"outlook-sdf.office.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",1023,1675,,,,,,,,,"msedgewebview2.exe",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:32.000 PM",8842076412819800000,"164.42.4.8",6419042465817269000,"84770777@obfuscated.com","52.96.190.194",443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142532Z-r15b5c656887xwvdxsqqknhrrc00000079t000000000002d","bFLENnlHbkKPOpU8.0",,microsoft365,Client,"outlook.office365.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",8227,2209,,,,,,,,,"OUTLOOK.EXE",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:33.000 PM",8842076412819800000,"227.255.154.173",6419042465817269000,"37976645@obfuscated.com","52.96.190.194",443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142532Z-r15b5c656887xwvdxsqqknhrrc00000079t000000000002f","bFLENnlHbkKPOpU8.0",,microsoft365,Client,"outlook.office365.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",365,1024,,,,,,,,,"OUTLOOK.EXE",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:33.000 PM",8842076412819800000,"12.68.108.159",6419042465817269000,"89702640@obfuscated.com","52.96.190.194",443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142532Z-r15b5c656887xwvdxsqqknhrrc00000079sg0000000001xm","xJ2R1x0/akuLE7g2.0",,microsoft365,Client,"outlook.office365.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",8227,2209,,,,,,,,,"OUTLOOK.EXE",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:33.000 PM","-3892823556970656300","136.79.160.163",7694247274529734000,"62911949@obfuscated.com","23.192.230.15",443,"31803c28-f705-4a43-808b-e8a4046c163e","cd5667d8-4e92-4a03-80bf-92b5ebcc9f5f","3H0GHyElk0OFzrxS.0.0",,internet,Client,"exo.nel.measure.office.net",50416,"Windows 11 Enterprise","10.0.22631","1.7.158",Tcp,Ipv4,Allow,"64c79d23-7edd-4294-88dd-4f4792919de6","ccdc50c8-9ad3-41a9-9649-1ae37cc523f9",8483,3730,,,,ComputersAndTechnology,"5f6a3463-15ac-4b17-a080-cdbfac7307af","Baseline Profile","Allow all websites","*","msedgewebview2.exe",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:33.000 PM",8842076412819800000,"32.133.249.97",6419042465817269000,"06366679@obfuscated.com","52.96.190.194",443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142533Z-r15b5c656887xwvdxsqqknhrrc00000079sg0000000001xw","xJ2R1x0/akuLE7g2.0",,microsoft365,Client,"outlook.office365.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",8227,2209,,,,,,,,,"OUTLOOK.EXE",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:33.000 PM",8842076412819800000,"24.165.245.59",6419042465817269000,"20361162@obfuscated.com",,443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142533Z-r15b5c656887xwvdxsqqknhrrc00000079s000000000027k","vgh0VK28DkWlLITs.0",,microsoft365,Client,"outlook.office.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",0,0,,,,,,,,,"msedgewebview2.exe",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:33.000 PM",8842076412819800000,"215.245.169.173",6419042465817269000,"64303014@obfuscated.com","52.96.190.194",443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142533Z-r15b5c656887xwvdxsqqknhrrc00000079sg0000000001xr","xJ2R1x0/akuLE7g2.0",,microsoft365,Client,"outlook.office365.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",8205,2076,,,,,,,,,"OUTLOOK.EXE",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:33.000 PM",8842076412819800000,"203.99.44.179",6419042465817269000,"11362498@obfuscated.com","52.96.190.194",443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142533Z-r15b5c656887xwvdxsqqknhrrc00000079t000000000002k","bFLENnlHbkKPOpU8.0",,microsoft365,Client,"outlook.office365.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",8213,2078,,,,,,,,,"OUTLOOK.EXE",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:33.000 PM",8842076412819800000,"58.186.117.108",6419042465817269000,"20696838@obfuscated.com","52.96.190.194",443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142533Z-r15b5c656887xwvdxsqqknhrrc00000079t000000000002h","bFLENnlHbkKPOpU8.0",,microsoft365,Client,"outlook.office365.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",8207,2006,,,,,,,,,"OUTLOOK.EXE",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:33.000 PM",8842076412819800000,"15.170.166.92",6419042465817269000,"89700913@obfuscated.com","52.96.190.194",443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142533Z-r15b5c656887xwvdxsqqknhrrc00000079sg0000000001xt","F52JSfdGqUCMBOUV.0",,microsoft365,Client,"outlook.office365.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",8248,2707,,,,,,,,,"OUTLOOK.EXE",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:33.000 PM",8842076412819800000,"143.108.39.208",6419042465817269000,"28865134@obfuscated.com","52.96.190.194",443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142533Z-r15b5c656887xwvdxsqqknhrrc00000079sg0000000001xn","F52JSfdGqUCMBOUV.0",,microsoft365,Client,"outlook.office365.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",8295,5539,,,,,,,,,"OUTLOOK.EXE",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:33.000 PM",8842076412819800000,"25.85.80.85",6419042465817269000,"87464318@obfuscated.com",,443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142533Z-r15b5c656887xwvdxsqqknhrrc00000079sg0000000001xs","VoIgPYxTaE6wc1Wi.0",,microsoft365,Client,"outlook.office.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",0,0,,,,,,,,,"msedgewebview2.exe",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:34.000 PM",8842076412819800000,"130.167.195.132",6419042465817269000,"97241001@obfuscated.com","52.96.190.194",443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142534Z-r15b5c656887xwvdxsqqknhrrc00000079t000000000002n","bFLENnlHbkKPOpU8.0",,microsoft365,Client,"outlook.office365.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",8227,2194,,,,,,,,,"OUTLOOK.EXE",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:34.000 PM",8842076412819800000,"74.46.238.103",6419042465817269000,"96883491@obfuscated.com","52.96.190.194",443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142534Z-r15b5c656887xwvdxsqqknhrrc00000079sg0000000001y4","F52JSfdGqUCMBOUV.0",,microsoft365,Client,"outlook.office365.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",8213,2228,,,,,,,,,"OUTLOOK.EXE",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:34.000 PM",8842076412819800000,"64.242.156.180",6419042465817269000,"38413532@obfuscated.com","52.96.190.194",443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142534Z-r15b5c656887xwvdxsqqknhrrc00000079sg0000000001y2","xJ2R1x0/akuLE7g2.0",,microsoft365,Client,"outlook.office365.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",8246,1946,,,,,,,,,"OUTLOOK.EXE",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:34.000 PM",8842076412819800000,"54.226.16.54",6419042465817269000,"85312373@obfuscated.com","52.96.190.194",443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142534Z-r15b5c656887xwvdxsqqknhrrc00000079t000000000002m","bFLENnlHbkKPOpU8.0",,microsoft365,Client,"outlook.office365.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",8205,2074,,,,,,,,,"OUTLOOK.EXE",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:34.000 PM",8842076412819800000,"232.249.88.16",6419042465817269000,"36929930@obfuscated.com","52.96.190.194",443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142534Z-r15b5c656887xwvdxsqqknhrrc00000079sg0000000001xz","F52JSfdGqUCMBOUV.0",,microsoft365,Client,"outlook.office365.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",8207,2007,,,,,,,,,"OUTLOOK.EXE",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:34.000 PM","-7570401858113214000","75.16.17.29",6298283512143838000,"82280882@obfuscated.com",,443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142534Z-159d755b46bcmdt6s4y41gevw400000000800000000062dc","XInpzxY0Z0+WlMYU.0",,microsoft365,Client,"client.wns.windows.com",61791,"Windows 11 Business","10.0.22631","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",0,0,,,,,,,,,"svchost.exe",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:35.000 PM","-7570401858113214000","26.163.90.151",6298283512143838000,"61281355@obfuscated.com",,443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142535Z-159d755b46bfvjw9frr00ythv4000000009g000000000008","ag05MTjlaEa2myHI.0",,microsoft365,Client,"teams.microsoft.com",61792,"Windows 11 Business","10.0.22631","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",0,0,,,,,,,,,"msedge.exe",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:35.000 PM","-7570401858113214000","187.129.72.226",6298283512143838000,"26836242@obfuscated.com",,443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142535Z-159d755b46bfvjw9frr00ythv4000000008g0000000000u1","ag05MTjlaEa2myHI.0",,microsoft365,Client,"teams.microsoft.com",61792,"Windows 11 Business","10.0.22631","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",7553,524,,,,,,,,,"msedge.exe",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:35.000 PM","-7570401858113214000","69.20.244.221",6298283512143838000,"50105440@obfuscated.com",,443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142535Z-159d755b46bfvjw9frr00ythv4000000008g0000000000tz","mEOf5EIftUmN7+uO.0",,microsoft365,Client,"graph.microsoft.com",61792,"Windows 11 Business","10.0.22631","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",0,0,,,,,,,,,"ONENOTE.EXE",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:35.000 PM","-7570401858113214000","170.118.194.224",6298283512143838000,"92454001@obfuscated.com",,443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142535Z-159d755b46bfvjw9frr00ythv400000000a00000000000zd","ZUPVgtIwOkScO6qY.0",,microsoft365,Client,"outlook.office365.com",61792,"Windows 11 Business","10.0.22631","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",0,0,,,,,,,,,"OUTLOOK.EXE",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:35.000 PM","-7570401858113214000","81.158.157.81",6298283512143838000,"47970502@obfuscated.com",,443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142535Z-159d755b46bfvjw9frr00ythv4000000008g0000000000u0","QUnHTby6nkC3wWIQ.0",,microsoft365,Client,"teams.microsoft.com",61792,"Windows 11 Business","10.0.22631","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",3935,524,,,,,,,,,"msedgewebview2.exe",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:35.000 PM","-7570401858113214000","101.157.46.145",6298283512143838000,"07953496@obfuscated.com",,443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142535Z-159d755b46bfvjw9frr00ythv400000000800000000065qf","QUnHTby6nkC3wWIQ.0",,microsoft365,Client,"teams.microsoft.com",61792,"Windows 11 Business","10.0.22631","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",0,0,,,,,,,,,"msedgewebview2.exe",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:35.000 PM",8842076412819800000,"190.81.69.29",6419042465817269000,"06558874@obfuscated.com","52.96.190.194",443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142535Z-r15b5c656887xwvdxsqqknhrrc00000079t000000000002p","bFLENnlHbkKPOpU8.0",,microsoft365,Client,"outlook.office365.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",8269,1958,,,,,,,,,"OUTLOOK.EXE",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:35.000 PM",8842076412819800000,"163.55.8.84",6419042465817269000,"82369724@obfuscated.com","52.96.190.194",443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142535Z-r15b5c656887xwvdxsqqknhrrc00000079sg0000000001yd","F52JSfdGqUCMBOUV.0",,microsoft365,Client,"outlook.office365.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",8211,2078,,,,,,,,,"OUTLOOK.EXE",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:35.000 PM",8842076412819800000,"243.50.112.34",6419042465817269000,"06244399@obfuscated.com","52.96.190.194",443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142535Z-r15b5c656887xwvdxsqqknhrrc00000079t000000000002r","bFLENnlHbkKPOpU8.0",,microsoft365,Client,"outlook.office365.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",8203,2221,,,,,,,,,"OUTLOOK.EXE",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:35.000 PM",8842076412819800000,"67.129.30.202",6419042465817269000,"38055391@obfuscated.com","52.96.190.194",443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142535Z-r15b5c656887xwvdxsqqknhrrc00000079t000000000002q","bFLENnlHbkKPOpU8.0",,microsoft365,Client,"outlook.office365.com",51719,"Windows 11 Enterprise","10.0.22635","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",8227,1860,,,,,,,,,"OUTLOOK.EXE",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:35.000 PM","-7570401858113214000","219.142.146.215",6298283512143838000,"53877575@obfuscated.com",,443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142535Z-159d755b46bfvjw9frr00ythv4000000008g0000000000u3","SBk7h1oLvkWpOYsj.0",,microsoft365,Client,"outlook.office365.com",61792,"Windows 11 Business","10.0.22631","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",0,0,,,,,,,,,"OUTLOOK.EXE",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:35.000 PM","-7570401858113214000","245.227.161.97",6298283512143838000,"92438910@obfuscated.com",,443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142535Z-159d755b46bfvjw9frr00ythv4000000009000000000001c","WJ2R8y6HF0Ok95ec.0",,microsoft365,Client,"presence.teams.microsoft.com",61792,"Windows 11 Business","10.0.22631","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",0,0,,,,,,,,,"msedgewebview2.exe",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:35.000 PM","-7570401858113214000","50.231.161.157",6298283512143838000,"14206170@obfuscated.com",,443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142535Z-159d755b46bfvjw9frr00ythv400000000800000000065q9","3Ndc56ruGkSGU3kc.0",,microsoft365,Client,"df-usea-a-t.trouter-df.teams.microsoft.com",61792,"Windows 11 Business","10.0.22631","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",0,0,,,,,,,,,"ms-teams.exe",,,,,,,,,,,,,NetworkAccessTraffic
"6/26/2024, 2:25:35.000 PM","-7570401858113214000","59.22.199.109",6298283512143838000,"70099582@obfuscated.com",,443,"31803c28-f705-4a43-808b-e8a4046c163e","20240626T142535Z-159d755b46bfvjw9frr00ythv400000000800000000065qy","o4P0IjJFb02Ptfib.0",,microsoft365,Client,"microsoft.sharepoint-df.com",61792,"Windows 11 Business","10.0.22631","2.0.0",Tcp,Ipv4,Allow,,"937d26fa-4e4a-4a0c-8b75-5c0c5402702c",2890,1917,,,,,,,,,"ONENOTE.EXE",,,,,,,,,,,,,NetworkAccessTraffic
