TimeGenerated [UTC],access_method,account_id,account_name,acked,action,activity,alert,alert_id,alert_name,alert_type,app,app_activity,app_sessionid,appcategory,appsuite,asset_id,asset_object_id,breach_date,breach_description,breach_id,breach_media_references,breach_score,breach_target_references,browser,browser_sessionid,browser_version,bypass_traffic,category,cci,ccl,client_bytes,compliance_standards,conn_duration,conn_endtime,conn_starttime,connectionid,CononicalName,count_i,data_type,device,device_classification,dlp_file,dlp_incidentid,dlp_is_unique_count,dlp_mail_parent_id,dlp_parentid,dlp_profile,dlp_rule,dlp_rule_count,dlp_rule_severity,dlp_unique_count,domain,dst_country,dst_geoip_src,dst_latitude,dst_location,dst_longitude,dst_region,dst_timezone,dst_zipcode,dstip,dsthost,dstport,email_source,event_type,evt_src_chnl,exposure,external_collaborator_count,external_email,file_cls_encrypted,file_lang,file_path,file_size,file_type,from_user,fromlogs,hostname,http_transaction_count,iaas_asset_tags,iaas_remediated,instance,instance_id,internal_collaborator_count,justification_reason,justification_type,last_app,last_country,last_device,last_location,last_region,last_timestamp,log_file_name,malicious,malsite_category,malsite_country,malsite_id,malsite_ip_host,malsite_latitude,malsite_longitude,malsite_region,managed_app,managementID,matched_username,md5,mime_type,modified,netskope_activity,netskope_pop,notify_template,nsdeviceuid,numbytes,object,object_id,object_type,org,organization_unit,orig_ty,orignal_file_path,os,os_version,other_categories,outer_doc_type,owner,page,page_site,parent_id,password_type,policy,policy_actions,policy_id,profile_id,protocol,referer,region_id,region_name,req_cnt,requestid,resource_category,resource_group,resp_cnt,sa_profile_id,sa_profile_name,sa_rule_id,sa_rule_name,sa_rule_severity,sAMAccountName,sanctioned_instance,scan_type,serial,server_bytes,sessionid,severity,severity_level,severity_level_id,sfwder,sha256,shared_domains,shared_with,site,src_country,src_geoip_src,src_latitude,src_location,src_longitude,src_region,src_time,src_timezone,src_zipcode,srcip,suppression_end_time,suppression_key,suppression_start_time,telemetry_app,threat_match_field,threat_match_value,threat_source_id,threshold,threshold_time,timestamp,title_s,to_object,total_collaborator_count,traffic_type,transactionid,true_obj_category,true_obj_type,tss_mode,two_factor_auth,type_s,universal_connector,ur_normalized,url,user,user_generated,user_id,useragent,userip,userkey,userPrincipalName,web_universal_connector,TenantId,Type,_ResourceId
"16/06/2026, 06:26:44.000",Client,,,FALSE,alert,Browse,yes,,[WEB] All Sector Web Access,policy,Microsoft Accounts,,0,Application Suite,,,,,,,,,,,0,,,Application Suite,84,high,0,,0,,,0,,1,,Other,,,,,,,,,,,,,IN,0,18,Pune,73,Maharashtra,Asia/Kolkata,411005,20.190.146.0,,443,,,,,0,,,,,0,,,,,,,,,,0,,,,,,,,,,,[],,,,,,,,,,,,0,,,, ,0,,,,,,,,,Mac OSX 26.5.1,"[""All Sector Websites"",""Application Suite"",""DLP All Categories "",""Marketing"",""SSL NO DECRYPT ALL"",""All Categories"",""Risk and Crime"",""Technology""]",,,login.microsoftonline.com,,,,[WEB] All Sector Web Access,,,,,,,,0,3393852945408803585,,,0,,,,,,,,,,0,,,,,,,,,Microsoft Office 365 Suite,IN,0,12,Bengaluru,77,Karnataka,Tue Jun 16 11:56:44 2026,Asia/Kolkata,562130,122.172.83.0,0,,0,,,,0,,,1781591204,,,0,CloudApp,0,,,,,nspolicy,,sneha.nair@corporate.com,login.microsoftonline.com,Hridya.Raj@corporate.com,,,,192.168.1.2,,,,16b4146d-f75d-47d9-a115-bbd9ccafb19a,NetskopeAlerts_CL,
"16/06/2026, 06:26:44.000",Client,,,FALSE,alert,Browse,yes,,[WEB] All Sector Web Access,policy,Microsoft Azure,,0,IaaS/PaaS,,,,,,,,,,,0,,,IaaS/PaaS,87,high,0,,0,,,0,,1,,Other,,,,,,,,,,,,,NL,0,52,Amsterdam,4,North Holland,Europe/Amsterdam,1012,40.113.176.0,,443,,,,,0,,,,,0,,,,,,,,,,0,,,,,,,,,,,[],,,,,,,,,,,,0,,,, ,0,,,,,,,,,Windows NT 11.0,"[""All Sector Websites"",""IaaS/PaaS"",""DLP All Categories "",""Engineering"",""Marketing"",""Microsoft_Foundary_AI"",""All Categories"",""Technology""]",,,westeurope-5.in.applicationinsights.azure.com,,,,[WEB] All Sector Web Access,,,,,,,,0,3393852402590403841,,,0,,,,,,,,,,0,,,,,,,,,Windows Azure,GB,0,51,City of London,-1,England,Tue Jun 16 07:26:44 2026,Europe/London,EC4R,18.168.47.0,0,,0,,,,0,,,1781591204,,,0,CloudApp,0,,,,,nspolicy,,jordan.cooper@corporate.com,westeurope-5.in.applicationinsights.azure.com,Ashley.Bailey@corporate.com,,,,192.168.23.18,,,,16b4146d-f75d-47d9-a115-bbd9ccafb19a,NetskopeAlerts_CL,
"16/06/2026, 06:26:44.000",Client,,,FALSE,alert,,yes,,[WEB] All Sector Web Access,policy,,,0,,,,,,,,,,,,0,,,All Sector Websites,0,unknown,0,,0,,,0,,1,,Other,,,,,,,,,,,,,IE,0,53,Dublin,-7,Leinster,Europe/Dublin,D02,72.145.59.0,,443,,,,,0,,,,,0,,,,,,,,,,0,,,,,,,,,,,[],,,,,,,,,,,,0,,,, ,0,,,,,,,,,Mac OSX 26.5.0,"[""All Sector Websites"",""DLP All Categories "",""Marketing"",""All Categories"",""Technology""]",,,winatp-gw-neu.microsoft.com,,,,[WEB] All Sector Web Access,,,,,,,,0,3393853444547744257,,,0,,,,,,,,,,0,,,,,,,,,,IN,0,12,Bengaluru,77,Karnataka,Tue Jun 16 11:56:44 2026,Asia/Kolkata,562130,223.181.111.0,0,,0,,,,0,,,1781591204,,,0,Web,0,,,,,nspolicy,,rajesh.iyer@corporate.com,winatp-gw-neu.microsoft.com,Sasidhar.Shenoy@corporate.com,,,,192.168.1.20,,,,16b4146d-f75d-47d9-a115-bbd9ccafb19a,NetskopeAlerts_CL,
"16/06/2026, 06:26:44.000",Client,,,FALSE,alert,Browse,yes,,[WEB] All Sector Web Access,policy,Microsoft Azure,,0,IaaS/PaaS,,,,,,,,,,,0,,,IaaS/PaaS,87,high,0,,0,,,0,,1,,Other,,,,,,,,,,,,,US,0,37,San Jose,-122,California,America/Los_Angeles,95141,20.189.172.0,,443,,,,,0,,,,,0,,,,,,,,,,0,,,,,,,,,,,[],,,,,,,,,,,,0,,,, ,0,,,,,,,,,Windows NT 11.0,"[""All Sector Websites"",""IaaS/PaaS"",""DLP All Categories "",""Engineering"",""Marketing"",""Microsoft_Foundary_AI"",""All Categories"",""Technology""]",,,westus-0.in.applicationinsights.azure.com,,,,[WEB] All Sector Web Access,,,,,,,,0,3393853446410073857,,,0,,,,,,,,,,0,,,,,,,,,Windows Azure,GB,0,51,Canary Wharf,-1,England,Tue Jun 16 07:26:44 2026,Europe/London,E14,5.253.252.0,0,,0,,,,0,,,1781591204,,,0,CloudApp,0,,,,,nspolicy,,timothy.flynn@corporate.com,westus-0.in.applicationinsights.azure.com,John.Duggan@corporate.com,,,,10.16.1.136,,,,16b4146d-f75d-47d9-a115-bbd9ccafb19a,NetskopeAlerts_CL,
"16/06/2026, 06:26:43.000",Client,,,FALSE,alert,,yes,,[WEB] All Sector Web Access,policy,,,0,,,,,,,,,,,,0,,,All Sector Websites,0,unknown,0,,0,,,0,,1,,Other,,,,,,,,,,,,,IE,0,53,Dublin,-7,Leinster,Europe/Dublin,D02,74.178.35.0,,443,,,,,0,,,,,0,,,,,,,,,,0,,,,,,,,,,,[],,,,,,,,,,,,0,,,, ,0,,,,,,,,,Windows NT 11.0,"[""All Sector Websites"",""DLP All Categories "",""Marketing"",""All Categories"",""Technology""]",,,winatp-gw-neu.microsoft.com,,,,[WEB] All Sector Web Access,,,,,,,,0,3393852808112669441,,,0,,,,,,,,,,0,,,,,,,,,,GB,0,51,Ilford,0,England,Tue Jun 16 07:26:43 2026,Europe/London,IG1,31.94.56.0,0,,0,,,,0,,,1781591203,,,0,Web,0,,,,,nspolicy,,paul.harrison@corporate.com,winatp-gw-neu.microsoft.com,ian.francis@corporate.com,,,,10.0.98.139,,,,16b4146d-f75d-47d9-a115-bbd9ccafb19a,NetskopeAlerts_CL,
"16/06/2026, 06:26:40.000",Client,,,FALSE,alert,Upload,yes,,[WEB] All Sector Web Access,policy,Microsoft Edge,,6055177101387891139,Technology,,,,,,,,,,Chrome,2382959896824642836,,,All Sector Websites,72,medium,0,,0,,,0,,1,application/octet-stream,Windows Device,managed,,,,,,,,,,,,US,0,47,Redmond,-123,Washington,America/Los_Angeles,N/A,150.171.28.0,,443,,,,,0,,,,,53575,Unicode text file,,,Corporate-7590,,,,,,0,,,,,,,,,,,[],,,,,,,no,,,920f709968056934a89704455278e76e,,0,,,,0EDF2337-221C-FC1F-F183-623715444C2D,0,,,File,,,,,Windows 11,Windows NT 11.0,"[""All Sector Websites"",""DLP All Categories "",""Marketing"",""Business"",""All Categories"",""Technology""]",,,edge.microsoft.com/sync/v1/feeds/me/syncEntities/command/?client=Chromium&client_id=oxgtO83ZD8SfssrA5F4LGQ%3D%3D,microsoft,,,[WEB] All Sector Web Access,,7FB181CEF851C88C 2026-06-15 15:05:33.202470,,HTTPS/1.1,,,,0,2618767518737324206,,,0,,,,,,,,,,0,,unknown,,,,d1bf1904c6f9d79f0fd8551fa711831cd71cb61535619066a051e6f952286182,,,Microsoft Edge,GB,0,53,Liverpool,-3,England,Tue Jun 16 07:26:40 2026,Europe/London,L1,2.125.131.0,0,,0,,,,0,,,1781591200,,,0,CloudApp,2618767518737324206,,,inline,,nspolicy,yes,alan.douglas@corporate.com,edge.microsoft.com/sync/v1/feeds/me/syncEntities/command/,Mike.Gribben@corporate.com,,,Chrome WIN 149.0.4022.69 (6c7df6d8a61da958d863a718cc0403efd161d40d) channel(stable),192.168.0.31,,,,16b4146d-f75d-47d9-a115-bbd9ccafb19a,NetskopeAlerts_CL,
"16/06/2026, 06:26:44.000",Client,,,FALSE,useralert,Browse,yes,,[WEB] Potentially Malicious Sites,policy,,,1767205726962671992,,,,,,,,,,,,5000178776037541454,,,Potentially malicious sites,0,unknown,0,,0,,,0,,1,,Windows Device,managed,,,,,,,,,,,,GB,0,51,London,-1,England,Europe/London,N/A,174.46.83.0,,80,,,,,0,,,,,0,,,,Corporate-96412,,,,,,0,,,,,,,,,,,[],,,,,,,no,,,,,0,,,14.html,B3CC260A-BFB2-714F-02F9-D8C96DB9B21B,0,,,,,,,,Windows 11,Windows NT 11.0,"[""Potentially malicious sites"",""Uncategorized"",""DLP All Categories "",""All Categories""]",,,174.46.83.201/c7a4bfbe-877b-44d5-ba40-d8df5298ae5e/48ce72f3-b6bb-472b-8c37-cbef80be50e8/283371b2-2794-4fcd-9377-974fd9ff2404.intunewin.bin?cacheHostOrigin=swdb02-mscdn.manage.microsoft.com,174.46.83.201,,,[WEB] Potentially Malicious Sites,,7FB181CEF851C88C 2026-06-15 15:05:33.202470,,HTTPS/1.1,,,,0,8663864056354055490,,,0,,,,,,,,,,0,,,,,,,,,174.46.83.201,GB,0,53,Halifax,-2,England,Tue Jun 16 07:26:44 2026,Europe/London,HX1,81.105.212.0,0,,0,,,,0,,,1781591204,,,0,Web,8663864056354055490,,,,,nspolicy,,kevin.brooks@corporate.com,174.46.83.201/c7a4bfbe-877b-44d5-ba40-d8df5298ae5e/48ce72f3-b6bb-472b-8c37-cbef80be50e8/283371b2-2794-4fcd-9377-974fd9ff2404.intunewin.bin,Charissa.Chang@corporate.com,,,Microsoft-Delivery-Optimization/10.1,192.168.0.164,,,,16b4146d-f75d-47d9-a115-bbd9ccafb19a,NetskopeAlerts_CL,
"16/06/2026, 06:26:43.000",Client,,,FALSE,useralert,Browse,yes,,[WEB] Potentially Malicious Sites,policy,,,1767205726962671992,,,,,,,,,,,,5000178776037541454,,,Potentially malicious sites,0,unknown,0,,0,,,0,,1,,Windows Device,managed,,,,,,,,,,,,GB,0,51,London,-1,England,Europe/London,N/A,174.46.83.0,,80,,,,,0,,,,,0,,,,Corporate-96412,,,,,,0,,,,,,,,,,,[],,,,,,,no,,,,,0,,,14.html,B3CC260A-BFB2-714F-02F9-D8C96DB9B21B,0,,,,,,,,Windows 11,Windows NT 11.0,"[""Potentially malicious sites"",""Uncategorized"",""DLP All Categories "",""All Categories""]",,,174.46.83.201/c7a4bfbe-877b-44d5-ba40-d8df5298ae5e/48ce72f3-b6bb-472b-8c37-cbef80be50e8/283371b2-2794-4fcd-9377-974fd9ff2404.intunewin.bin?cacheHostOrigin=swdb02-mscdn.manage.microsoft.com,174.46.83.201,,,[WEB] Potentially Malicious Sites,,7FB181CEF851C88C 2026-06-15 15:05:33.202470,,HTTPS/1.1,,,,0,3706353385689057456,,,0,,,,,,,,,,0,,,,,,,,,174.46.83.201,GB,0,53,Halifax,-2,England,Tue Jun 16 07:26:43 2026,Europe/London,HX1,81.105.212.0,0,,0,,,,0,,,1781591203,,,0,Web,3706353385689057456,,,,,nspolicy,,kevin.brooks@corporate.com,174.46.83.201/c7a4bfbe-877b-44d5-ba40-d8df5298ae5e/48ce72f3-b6bb-472b-8c37-cbef80be50e8/283371b2-2794-4fcd-9377-974fd9ff2404.intunewin.bin,Charissa.Chang@corporate.com,,,Microsoft-Delivery-Optimization/10.1,192.168.0.164,,,,16b4146d-f75d-47d9-a115-bbd9ccafb19a,NetskopeAlerts_CL,
"16/06/2026, 06:26:44.000",Client,,,FALSE,alert,,yes,,[WEB] All Sector Web Access,policy,,,0,,,,,,,,,,,,0,,,All Sector Websites,0,unknown,0,,0,,,0,,1,,Other,,,,,,,,,,,,,NL,0,52,Amsterdam,4,North Holland,Europe/Amsterdam,1012,74.178.240.0,,443,,,,,0,,,,,0,,,,,,,,,,0,,,,,,,,,,,[],,,,,,,,,,,,0,,,, ,0,,,,,,,,,Windows NT 11.0,"[""All Sector Websites"",""DLP All Categories "",""Marketing"",""Business"",""All Categories"",""Technology""]",,,tas02.cws.update.microsoft.com,,,,[WEB] All Sector Web Access,,,,,,,,0,3393853425304355073,,,0,,,,,,,,,,0,,,,,,,,,,GB,0,55,Glasgow,-5,Scotland,Tue Jun 16 07:26:44 2026,Europe/London,G14,46.65.52.0,0,,0,,,,0,,,1781591204,,,0,Web,0,,,,,nspolicy,,marcus.grant@corporate.com,tas02.cws.update.microsoft.com,Brian.Bovell@corporate.com,,,,192.168.0.137,,,,16b4146d-f75d-47d9-a115-bbd9ccafb19a,NetskopeAlerts_CL,
"16/06/2026, 06:26:44.000",Client,,,FALSE,useralert,Browse,yes,,[WEB] Potentially Malicious Sites,policy,,,1767205726962671992,,,,,,,,,,,,5000178776037541454,,,Potentially malicious sites,0,unknown,0,,0,,,0,,1,,Windows Device,managed,,,,,,,,,,,,GB,0,51,London,-1,England,Europe/London,N/A,174.46.83.0,,80,,,,,0,,,,,0,,,,Corporate-96412,,,,,,0,,,,,,,,,,,[],,,,,,,no,,,,,0,,,14.html,B3CC260A-BFB2-714F-02F9-D8C96DB9B21B,0,,,,,,,,Windows 11,Windows NT 11.0,"[""Potentially malicious sites"",""Uncategorized"",""DLP All Categories "",""All Categories""]",,,174.46.83.201/c7a4bfbe-877b-44d5-ba40-d8df5298ae5e/48ce72f3-b6bb-472b-8c37-cbef80be50e8/283371b2-2794-4fcd-9377-974fd9ff2404.intunewin.bin?cacheHostOrigin=swdb02-mscdn.manage.microsoft.com,174.46.83.201,,,[WEB] Potentially Malicious Sites,,7FB181CEF851C88C 2026-06-15 15:05:33.202470,,HTTPS/1.1,,,,0,6056427765594716528,,,0,,,,,,,,,,0,,,,,,,,,174.46.83.201,GB,0,53,Halifax,-2,England,Tue Jun 16 07:26:44 2026,Europe/London,HX1,81.105.212.0,0,,0,,,,0,,,1781591204,,,0,Web,6056427765594716528,,,,,nspolicy,,kevin.brooks@corporate.com,174.46.83.201/c7a4bfbe-877b-44d5-ba40-d8df5298ae5e/48ce72f3-b6bb-472b-8c37-cbef80be50e8/283371b2-2794-4fcd-9377-974fd9ff2404.intunewin.bin,Charissa.Chang@corporate.com,,,Microsoft-Delivery-Optimization/10.1,192.168.0.164,,,,16b4146d-f75d-47d9-a115-bbd9ccafb19a,NetskopeAlerts_CL,
"16/06/2026, 06:26:43.000",Client,,,FALSE,alert,,yes,,[WEB] All Sector Web Access,policy,,,0,,,,,,,,,,,,0,,,All Sector Websites,0,unknown,0,,0,,,0,,1,,Other,,,,,,,,,,,,,NL,0,52,Amsterdam,4,North Holland,Europe/Amsterdam,1012,52.236.189.0,,443,,,,,0,,,,,0,,,,,,,,,,0,,,,,,,,,,,[],,,,,,,,,,,,0,,,, ,0,,,,,,,,,Windows NT 11.0,"[""All Sector Websites"",""DLP All Categories "",""Marketing"",""Business"",""All Categories"",""Technology""]",,,r.manage.microsoft.com,,,,[WEB] All Sector Web Access,,,,,,,,0,3393852955701949953,,,0,,,,,,,,,,0,,,,,,,,,,GB,0,51,City of London,-1,England,Tue Jun 16 07:26:43 2026,Europe/London,EC4R,145.224.90.0,0,,0,,,,0,,,1781591203,,,0,Web,0,,,,,nspolicy,,daniel.hayes@corporate.com,r.manage.microsoft.com,Ross.Goldie@corporate.com,,,,192.168.1.233,,,,16b4146d-f75d-47d9-a115-bbd9ccafb19a,NetskopeAlerts_CL,
"16/06/2026, 06:26:43.000",Client,,,FALSE,alert,,yes,,[WEB] All Sector Web Access,policy,,,0,,,,,,,,,,,,0,,,All Sector Websites,0,unknown,0,,0,,,0,,1,,Other,,,,,,,,,,,,,IN,0,19,Mumbai,72,Maharashtra,Asia/Kolkata,400017,17.253.18.0,,443,,,,,0,,,,,0,,,,,,,,,,0,,,,,,,,,,,[],,,,,,,,,,,,0,,,, ,0,,,,,,,,,Mac OSX 26.5.1,"[""All Sector Websites"",""DLP All Categories "",""Marketing"",""All Categories"",""Technology""]",,,ocsp2.apple.com,,,,[WEB] All Sector Web Access,,,,,,,,0,3393852930451994113,,,0,,,,,,,,,,0,,,,,,,,,,IN,0,11,Coimbatore,76,Tamil Nadu,Tue Jun 16 11:56:43 2026,Asia/Kolkata,641011,223.185.26.0,0,,0,,,,0,,,1781591203,,,0,Web,0,,,,,nspolicy,,arjun.krishnan@corporate.com,ocsp2.apple.com,Jai.Senthilkumar@corporate.com,,,,192.168.0.149,,,,16b4146d-f75d-47d9-a115-bbd9ccafb19a,NetskopeAlerts_CL,
"16/06/2026, 06:26:44.000",Client,,,FALSE,alert,Browse,yes,,[WEB] All Sector Web Access,policy,ChatGPT,,0,Generative AI,,,,,,,,,,,0,,,Generative AI,64,medium,0,,0,,,0,,1,,Other,,,,,,,,,,,,,US,0,37,San Francisco,-123,California,America/Los_Angeles,N/A,104.18.32.0,,443,,,,,0,,,,,0,,,,,,,,,,0,,,,,,,,,,,[],,,,,,,,,,,,0,,,, ,0,,,,,,,,,Mac OSX 26.5.0,"[""All Sector Websites"",""Generative AI"",""Engineering"",""Marketing"",""DLP All Categories "",""All Categories"",""Technology""]",,,ab.chatgpt.com,,,,[WEB] All Sector Web Access,,,,,,,,0,3393852189176228097,,,0,,,,,,,,,,0,,,,,,,,,ChatGPT,DE,0,49,Nuremberg,11,Bavaria,Tue Jun 16 08:26:44 2026,Europe/Berlin,90419,77.25.22.0,0,,0,,,,0,,,1781591204,,,0,CloudApp,0,,,,,nspolicy,,felix.weber@corporate.com,ab.chatgpt.com,Alexander.Schmolck@corporate.com,,,,192.168.0.162,,,,16b4146d-f75d-47d9-a115-bbd9ccafb19a,NetskopeAlerts_CL,
"16/06/2026, 06:26:44.000",Client,,,FALSE,block,Browse,yes,,[Utility] DNS over HTTPS,policy,DNS Over HTTPS,,5754666634689974621,General,,,,,,,,,,Chrome,3663950846471756290,,,General,,unknown,0,,0,,,0,,1,,Windows Device,managed,,,,,,,,,,,,US,0,37,Mountain View,-123,California,America/Los_Angeles,N/A,8.8.8.0,,443,,,,,0,,,,,0,,,,Corporate-6069,,,,,,0,,,,,,,,,,,[],,,,,,,no,,,,,0,,,silent_block.html,4738C42D-C0B6-D106-5B14-2A66FDD66B73,0,,,,,,,,Windows 11,Windows NT 11.0,"[""General"",""All Sector Websites"",""DLP All Categories "",""Marketing"",""All Categories"",""Technology""]",,,dns.google/dns-query?dns=AAABAAABAAAAAAABA3d3dwdnc3RhdGljA2NvbQAAAQABAAApEAAAAAAAAFQADABQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,dns,,,[Utility] DNS over HTTPS,,7FB181CEF851C88C 2026-06-15 15:05:33.202470,,HTTPS/1.1,,,,0,7651958669119122990,,,0,,,,,,,,,,0,,unknown,,,,,,,DOH,IN,0,28,Delhi,77,National Capital Territory of Delhi,Tue Jun 16 11:56:44 2026,Asia/Kolkata,110001,103.225.59.0,0,,0,,,,0,,,1781591204,,,0,CloudApp,7651958669119122990,,,,,nspolicy,,thomas.wilson@corporate.com,dns.google/dns-query,reuben.ramesh@corporate.com,,,Chrome,192.168.1.37,,,,16b4146d-f75d-47d9-a115-bbd9ccafb19a,NetskopeAlerts_CL,
"16/06/2026, 06:26:44.000",Client,,,FALSE,alert,Browse,yes,,[WEB] All Sector Web Access,policy,Microsoft Accounts,,0,Application Suite,,,,,,,,,,,0,,,Application Suite,84,high,0,,0,,,0,,1,,Other,,,,,,,,,,,,,IE,0,53,Dublin,-7,Leinster,Europe/Dublin,D02,40.126.31.0,,443,,,,,0,,,,,0,,,,,,,,,,0,,,,,,,,,,,[],,,,,,,,,,,,0,,,, ,0,,,,,,,,,Windows NT 11.0,"[""All Sector Websites"",""Application Suite"",""DLP All Categories "",""Marketing"",""SSL NO DECRYPT ALL"",""All Categories"",""Risk and Crime"",""Technology""]",,,login.microsoftonline.com,,,,[WEB] All Sector Web Access,,,,,,,,0,3393853341284074245,,,0,,,,,,,,,,0,,,,,,,,,Microsoft Office 365 Suite,GB,0,52,Bedford,-1,England,Tue Jun 16 07:26:44 2026,Europe/London,MK42,5.69.118.0,0,,0,,,,0,,,1781591204,,,0,CloudApp,0,,,,,nspolicy,,jason.miller@corporate.com,login.microsoftonline.com,steve.smith@corporate.com,,,,192.168.0.25,,,,16b4146d-f75d-47d9-a115-bbd9ccafb19a,NetskopeAlerts_CL,
"16/06/2026, 06:26:44.000",Client,,,FALSE,useralert,Browse,yes,,[WEB] Potentially Malicious Sites,policy,,,1767205726962671992,,,,,,,,,,,,5000178776037541454,,,Potentially malicious sites,0,unknown,0,,0,,,0,,1,,Windows Device,managed,,,,,,,,,,,,GB,0,51,London,-1,England,Europe/London,N/A,174.46.83.0,,80,,,,,0,,,,,0,,,,Corporate-96412,,,,,,0,,,,,,,,,,,[],,,,,,,no,,,,,0,,,14.html,B3CC260A-BFB2-714F-02F9-D8C96DB9B21B,0,,,,,,,,Windows 11,Windows NT 11.0,"[""Potentially malicious sites"",""Uncategorized"",""DLP All Categories "",""All Categories""]",,,174.46.83.201/c7a4bfbe-877b-44d5-ba40-d8df5298ae5e/48ce72f3-b6bb-472b-8c37-cbef80be50e8/283371b2-2794-4fcd-9377-974fd9ff2404.intunewin.bin?cacheHostOrigin=swdb02-mscdn.manage.microsoft.com,174.46.83.201,,,[WEB] Potentially Malicious Sites,,7FB181CEF851C88C 2026-06-15 15:05:33.202470,,HTTPS/1.1,,,,0,8584411413143272213,,,0,,,,,,,,,,0,,,,,,,,,174.46.83.201,GB,0,53,Halifax,-2,England,Tue Jun 16 07:26:44 2026,Europe/London,HX1,81.105.212.0,0,,0,,,,0,,,1781591204,,,0,Web,8584411413143272213,,,,,nspolicy,,kevin.brooks@corporate.com,174.46.83.201/c7a4bfbe-877b-44d5-ba40-d8df5298ae5e/48ce72f3-b6bb-472b-8c37-cbef80be50e8/283371b2-2794-4fcd-9377-974fd9ff2404.intunewin.bin,Charissa.Chang@corporate.com,,,Microsoft-Delivery-Optimization/10.1,192.168.0.164,,,,16b4146d-f75d-47d9-a115-bbd9ccafb19a,NetskopeAlerts_CL,
"16/06/2026, 06:26:43.000",Client,,,FALSE,useralert,Browse,yes,,[WEB] Potentially Malicious Sites,policy,,,1767205726962671992,,,,,,,,,,,,5000178776037541454,,,Potentially malicious sites,0,unknown,0,,0,,,0,,1,,Windows Device,managed,,,,,,,,,,,,GB,0,51,London,-1,England,Europe/London,N/A,174.46.83.0,,80,,,,,0,,,,,0,,,,Corporate-96412,,,,,,0,,,,,,,,,,,[],,,,,,,no,,,,,0,,,14.html,B3CC260A-BFB2-714F-02F9-D8C96DB9B21B,0,,,,,,,,Windows 11,Windows NT 11.0,"[""Potentially malicious sites"",""Uncategorized"",""DLP All Categories "",""All Categories""]",,,174.46.83.201/c7a4bfbe-877b-44d5-ba40-d8df5298ae5e/48ce72f3-b6bb-472b-8c37-cbef80be50e8/283371b2-2794-4fcd-9377-974fd9ff2404.intunewin.bin?cacheHostOrigin=swdb02-mscdn.manage.microsoft.com,174.46.83.201,,,[WEB] Potentially Malicious Sites,,7FB181CEF851C88C 2026-06-15 15:05:33.202470,,HTTPS/1.1,,,,0,2234760899676255905,,,0,,,,,,,,,,0,,,,,,,,,174.46.83.201,GB,0,53,Halifax,-2,England,Tue Jun 16 07:26:43 2026,Europe/London,HX1,81.105.212.0,0,,0,,,,0,,,1781591203,,,0,Web,2234760899676255905,,,,,nspolicy,,kevin.brooks@corporate.com,174.46.83.201/c7a4bfbe-877b-44d5-ba40-d8df5298ae5e/48ce72f3-b6bb-472b-8c37-cbef80be50e8/283371b2-2794-4fcd-9377-974fd9ff2404.intunewin.bin,Charissa.Chang@corporate.com,,,Microsoft-Delivery-Optimization/10.1,192.168.0.164,,,,16b4146d-f75d-47d9-a115-bbd9ccafb19a,NetskopeAlerts_CL,
"16/06/2026, 06:26:42.000",Client,,,FALSE,alert,,yes,,[WEB] All Sector Web Access,policy,,,0,,,,,,,,,,,,0,,,All Sector Websites,0,unknown,0,,0,,,0,,1,,Other,,,,,,,,,,,,,IE,0,53,Dublin,-7,Leinster,Europe/Dublin,D02,74.178.35.0,,443,,,,,0,,,,,0,,,,,,,,,,0,,,,,,,,,,,[],,,,,,,,,,,,0,,,, ,0,,,,,,,,,Mac OSX 26.5.0,"[""All Sector Websites"",""DLP All Categories "",""Marketing"",""All Categories"",""Technology""]",,,winatp-gw-neu.microsoft.com,,,,[WEB] All Sector Web Access,,,,,,,,0,3393853432996767233,,,0,,,,,,,,,,0,,,,,,,,,,GB,0,51,London,-1,England,Tue Jun 16 07:26:42 2026,Europe/London,N/A,31.94.18.0,0,,0,,,,0,,,1781591202,,,0,Web,0,,,,,nspolicy,,dimitri.stavros@corporate.com,winatp-gw-neu.microsoft.com,Konstantinos.Pagonas@corporate.com,,,,172.20.10.8,,,,16b4146d-f75d-47d9-a115-bbd9ccafb19a,NetskopeAlerts_CL,
