TimeGenerated [UTC],AlertId,AlertName,AlertDescription,AlertVerdict,AlertStatus,AlertOriginalStatus,Dvc,DvcDescription,DvcIpAddr,DvcId,DvcIdType,DvcOs,DvcOsVersion,User,ProcessName,ProcessId,ProcessCommandLine,FileName,EventUid,EventType,EventCount,EventSeverity,EventOriginalSeverity,EventMessage,EventOriginalType,EventSubType,EventOriginalSubType,EventStartTime [UTC],EventEndTime [UTC],EventProduct,EventVendor,EventResult,EventSchema,EventSchemaVersion,IpAddr,,Username,UsernameType,Rule,RuleNumber,RuleName,RuleDescription,DvcHostname,Hostname,ThreatOriginalCategory,AttackTactics,AttackTechniques,Type,AdditionalFields
"6/27/2026, 1:09:24.294 AM",2510658065615691551,Detect Unapproved Browser (Opera and Brave),Detects the registration of a vectored exception handler,Unknown,Active,unresolved,DVAxxxxA01,laptop,,81dd1xxxx81dd1,Other,windows,Windows 11 Enterprise,OUPxxx@test.com,brave.exe,3716,brave.exe,brave.exe,2510658065615691551,Alert,1,Medium,Medium,Detects the registration of a vectored exception handler,BEHAVIORALINDICATORS,Threat,malicious,"6/27/2026, 1:09:24.294 AM","6/27/2026, 1:09:24.294 AM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,DM0xxx@test.com,UPN,Detected multiple C2 implants behaviors including Core Impact framework (Fin7),,Detected multiple C2 implants behaviors including Core Impact framework (Fin7),https://www.sentinelone.com/labs/fin7-reboot-cybercrime-gang-enhances-ops-with-new-edr-bypasses-and-automated-attacks/,TZNxxxxN01,TZNxxxxN01,MultipleHookRemovals,Defense Impairment,,SentinelOneAlerts_CL,{}
"6/27/2026, 1:09:24.294 AM",2510658065615691552,Detect Unapproved Browser (Opera and Brave),Detects the registration of a vectored exception handler,Unknown,Active,unresolved,DVAxxxxA01,laptop,,81dd1xxxx81dd1,Other,windows,Windows 11 Enterprise,OUPxxx@test.com,brave.exe,4904,brave.exe,brave.exe,2510658065615691552,Alert,1,Medium,Medium,Detects the registration of a vectored exception handler,BEHAVIORALINDICATORS,Threat,malicious,"6/27/2026, 1:09:24.294 AM","6/27/2026, 1:09:24.294 AM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,a00xxx@test.com,UPN,Failed Login to server via VSPHERE,,Failed Login to server via VSPHERE,Login from VSPHERE.  THIS IS RARE verify an admin is using it.  Should never be regular user.,QZCxxxxC01,QZCxxxxC01,,,,SentinelOneAlerts_CL,{}
"6/27/2026, 1:09:24.294 AM",2510658065775075108,Detect Unapproved Browser (Opera and Brave),Detects the registration of a vectored exception handler,Unknown,Active,unresolved,DVAxxxxA01,laptop,,81dd1xxxx81dd1,Other,windows,Windows 11 Enterprise,OUPxxx@test.com,brave.exe,13744,brave.exe,brave.exe,2510658065775075108,Alert,1,Medium,Medium,Detects the registration of a vectored exception handler,BEHAVIORALINDICATORS,Threat,malicious,"6/27/2026, 1:09:24.294 AM","6/27/2026, 1:09:24.294 AM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,OP-xxx@test.com,UPN,Detect Unapproved Browser (Opera and Brave),,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",DESxxxxSKT,DESxxxxSKT,,,,SentinelOneAlerts_CL,{}
"6/27/2026, 1:09:24.294 AM",2510658065775075114,Detect Unapproved Browser (Opera and Brave),Detects the registration of a vectored exception handler,Unknown,Active,unresolved,DVAxxxxA01,laptop,,81dd1xxxx81dd1,Other,windows,Windows 11 Enterprise,OUPxxx@test.com,brave.exe,22016,brave.exe,brave.exe,2510658065775075114,Alert,1,Medium,Medium,Detects the registration of a vectored exception handler,BEHAVIORALINDICATORS,Threat,malicious,"6/27/2026, 1:09:24.294 AM","6/27/2026, 1:09:24.294 AM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,OP-xxx@test.com,UPN,Detect Unapproved Browser (Opera and Brave),,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",DESxxxxSKT,DESxxxxSKT,,,,SentinelOneAlerts_CL,{}
"6/27/2026, 1:09:24.294 AM",2510658065783463724,Detect Unapproved Browser (Opera and Brave),Detects the registration of a vectored exception handler,Unknown,Active,unresolved,DVAxxxxA01,laptop,,81dd1xxxx81dd1,Other,windows,Windows 11 Enterprise,OUPxxx@test.com,brave.exe,17584,brave.exe,brave.exe,2510658065783463724,Alert,1,Medium,Medium,Detects the registration of a vectored exception handler,BEHAVIORALINDICATORS,Threat,malicious,"6/27/2026, 1:09:24.294 AM","6/27/2026, 1:09:24.294 AM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,OP-xxx@test.com,UPN,Detect Unapproved Browser (Opera and Brave),,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",DESxxxxSKT,DESxxxxSKT,,,,SentinelOneAlerts_CL,{}
"6/27/2026, 1:09:24.295 AM",2510658065775075109,Detect Unapproved Browser (Opera and Brave),Code injection to other process memory space during the target process's initialization,Unknown,Active,unresolved,DVAxxxxA01,laptop,,81dd1xxxx81dd1,Other,windows,Windows 11 Enterprise,OUPxxx@test.com,brave.exe,16528,brave.exe,brave.exe,2510658065775075109,Alert,1,Medium,Medium,Code injection to other process memory space during the target process's initialization,BEHAVIORALINDICATORS,Threat,malicious,"6/27/2026, 1:09:24.295 AM","6/27/2026, 1:09:24.295 AM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,serxxx@test.com,UPN,Service Account Logged in via RDP,,Service Account Logged in via RDP,,AEUxxxxUS1,AEUxxxxUS1,,,,SentinelOneAlerts_CL,{}
"6/27/2026, 1:09:24.295 AM",2510658065775075113,Detect Unapproved Browser (Opera and Brave),Detects the registration of a vectored exception handler,Unknown,Active,unresolved,DVAxxxxA01,laptop,,81dd1xxxx81dd1,Other,windows,Windows 11 Enterprise,OUPxxx@test.com,brave.exe,11632,brave.exe,brave.exe,2510658065775075113,Alert,1,Medium,Medium,Detects the registration of a vectored exception handler,BEHAVIORALINDICATORS,Threat,malicious,"6/27/2026, 1:09:24.295 AM","6/27/2026, 1:09:24.295 AM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,OP-xxx@test.com,UPN,Detect Unapproved Browser (Opera and Brave),,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",DESxxxxSKT,DESxxxxSKT,,,,SentinelOneAlerts_CL,{}
"6/27/2026, 1:09:24.295 AM",2510658065775075115,Detect Unapproved Browser (Opera and Brave),Detects the registration of a vectored exception handler,Unknown,Active,unresolved,DVAxxxxA01,laptop,,81dd1xxxx81dd1,Other,windows,Windows 11 Enterprise,OUPxxx@test.com,brave.exe,10036,brave.exe,brave.exe,2510658065775075115,Alert,1,Medium,Medium,Detects the registration of a vectored exception handler,BEHAVIORALINDICATORS,Threat,malicious,"6/27/2026, 1:09:24.295 AM","6/27/2026, 1:09:24.295 AM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,OUPxxx@test.com,UPN,Detect Unapproved Browser (Opera and Brave),,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",DVAxxxxA01,DVAxxxxA01,,,,SentinelOneAlerts_CL,{}
"6/27/2026, 1:09:24.295 AM",2510658065909292845,Detect Unapproved Browser (Opera and Brave),Detects the registration of a vectored exception handler,Unknown,Active,unresolved,DVAxxxxA01,laptop,,81dd1xxxx81dd1,Other,windows,Windows 11 Enterprise,OUPxxx@test.com,brave.exe,19188,brave.exe,brave.exe,2510658065909292845,Alert,1,Medium,Medium,Detects the registration of a vectored exception handler,BEHAVIORALINDICATORS,Threat,malicious,"6/27/2026, 1:09:24.295 AM","6/27/2026, 1:09:24.295 AM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,xxx@test.com,UPN,Monitor new sudoer creation,,Monitor new sudoer creation,This rule will trigger if the Sudoer file is accessed using visudo,ainxxxxn03,ainxxxxn03,,,,SentinelOneAlerts_CL,{}
"6/27/2026, 1:09:24.295 AM",2510658065917681458,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",Unknown,Active,unresolved,DVAxxxxA01,laptop,,81dd1xxxx81dd1,Other,windows,Windows 11 Enterprise,OUPxxx@test.com,brave.exe,20684,brave.exe,brave.exe,2510658065917681458,Alert,1,Medium,Medium,"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",DUPLICATEPROCESS,Threat,malicious,"6/27/2026, 1:09:24.295 AM","6/27/2026, 1:09:24.295 AM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,OP-xxx@test.com,UPN,Detect Unapproved Browser (Opera and Brave),,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",DESxxxxSKT,DESxxxxSKT,,,,SentinelOneAlerts_CL,{}
"6/27/2026, 1:09:24.296 AM",2510658065917681454,Detect Unapproved Browser (Opera and Brave),Detects the registration of a vectored exception handler,Unknown,Active,unresolved,DVAxxxxA01,laptop,,81dd1xxxx81dd1,Other,windows,Windows 11 Enterprise,OUPxxx@test.com,brave.exe,2068,brave.exe,brave.exe,2510658065917681454,Alert,1,Medium,Medium,Detects the registration of a vectored exception handler,BEHAVIORALINDICATORS,Threat,malicious,"6/27/2026, 1:09:24.296 AM","6/27/2026, 1:09:24.296 AM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,JC0xxx@test.com,UPN,Detect Unapproved Browser (Opera and Brave),,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",WAHxxxxHPA,WAHxxxxHPA,,,,SentinelOneAlerts_CL,{}
"6/27/2026, 1:09:24.296 AM",2510658065917681456,Detect Unapproved Browser (Opera and Brave),Detects the registration of a vectored exception handler,Unknown,Active,unresolved,DVAxxxxA01,laptop,,81dd1xxxx81dd1,Other,windows,Windows 11 Enterprise,OUPxxx@test.com,brave.exe,20296,brave.exe,brave.exe,2510658065917681456,Alert,1,Medium,Medium,Detects the registration of a vectored exception handler,BEHAVIORALINDICATORS,Threat,malicious,"6/27/2026, 1:09:24.296 AM","6/27/2026, 1:09:24.296 AM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,m00xxx@test.com,UPN,Successful Login to server via VSPHERE,,Successful Login to server via VSPHERE,Login from VSPHERE.  THIS IS RARE verify an admin is using it.  Should never be regular user.,MZAxxxxA01,MZAxxxxA01,,,,SentinelOneAlerts_CL,{}
"6/27/2026, 1:09:24.296 AM",2510658065917681459,Detect Unapproved Browser (Opera and Brave),Detects the registration of a vectored exception handler,Unknown,Active,unresolved,DVAxxxxA01,laptop,,81dd1xxxx81dd1,Other,windows,Windows 11 Enterprise,OUPxxx@test.com,brave.exe,5424,brave.exe,brave.exe,2510658065917681459,Alert,1,Medium,Medium,Detects the registration of a vectored exception handler,BEHAVIORALINDICATORS,Threat,malicious,"6/27/2026, 1:09:24.296 AM","6/27/2026, 1:09:24.296 AM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,erxxx@test.com,UPN,Failed Login to server via VSPHERE,,Failed Login to server via VSPHERE,Login from VSPHERE.  THIS IS RARE verify an admin is using it.  Should never be regular user.,MZAxxxxA01,MZAxxxxA01,,,,SentinelOneAlerts_CL,{}
"6/27/2026, 1:09:24.296 AM",2510658065917681460,Detect Unapproved Browser (Opera and Brave),Detects the registration of a vectored exception handler,Unknown,Active,unresolved,DVAxxxxA01,laptop,,81dd1xxxx81dd1,Other,windows,Windows 11 Enterprise,OUPxxx@test.com,brave.exe,3400,brave.exe,brave.exe,2510658065917681460,Alert,1,Medium,Medium,Detects the registration of a vectored exception handler,BEHAVIORALINDICATORS,Threat,malicious,"6/27/2026, 1:09:24.296 AM","6/27/2026, 1:09:24.296 AM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,xxx@test.com,UPN,Monitor new sudoer creation,,Monitor new sudoer creation,This rule will trigger if the Sudoer file is accessed using visudo,ainxxxxn07,ainxxxxn07,,,,SentinelOneAlerts_CL,{}
"6/27/2026, 1:09:24.296 AM",2510658065917681461,Detect Unapproved Browser (Opera and Brave),Detects the registration of a vectored exception handler,Unknown,Active,unresolved,DVAxxxxA01,laptop,,81dd1xxxx81dd1,Other,windows,Windows 11 Enterprise,OUPxxx@test.com,brave.exe,15048,brave.exe,brave.exe,2510658065917681461,Alert,1,Medium,Medium,Detects the registration of a vectored exception handler,BEHAVIORALINDICATORS,Threat,malicious,"6/27/2026, 1:09:24.296 AM","6/27/2026, 1:09:24.296 AM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,OP-xxx@test.com,UPN,Detect Unapproved Browser (Opera and Brave),,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",DESxxxxSKT,DESxxxxSKT,,,,SentinelOneAlerts_CL,{}
"6/27/2026, 1:09:24.297 AM",2510658066035121977,Detect Unapproved Browser (Opera and Brave),Detects the registration of a vectored exception handler,Unknown,Active,unresolved,DVAxxxxA01,laptop,,81dd1xxxx81dd1,Other,windows,Windows 11 Enterprise,OUPxxx@test.com,brave.exe,4872,brave.exe,brave.exe,2510658066035121977,Alert,1,Medium,Medium,Detects the registration of a vectored exception handler,BEHAVIORALINDICATORS,Threat,malicious,"6/27/2026, 1:09:24.297 AM","6/27/2026, 1:09:24.297 AM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,erxxx@test.com,UPN,Successful Login to server via VSPHERE,,Successful Login to server via VSPHERE,Login from VSPHERE.  THIS IS RARE verify an admin is using it.  Should never be regular user.,STJxxxxJ01,STJxxxxJ01,,,,SentinelOneAlerts_CL,{}
"6/27/2026, 1:09:24.297 AM",2510658066035121979,Detect Unapproved Browser (Opera and Brave),Detects the registration of a vectored exception handler,Unknown,Active,unresolved,DVAxxxxA01,laptop,,81dd1xxxx81dd1,Other,windows,Windows 11 Enterprise,OUPxxx@test.com,brave.exe,21600,brave.exe,brave.exe,2510658066035121979,Alert,1,Medium,Medium,Detects the registration of a vectored exception handler,BEHAVIORALINDICATORS,Threat,malicious,"6/27/2026, 1:09:24.297 AM","6/27/2026, 1:09:24.297 AM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,erxxx@test.com,UPN,Successful Login to server via VSPHERE,,Successful Login to server via VSPHERE,Login from VSPHERE.  THIS IS RARE verify an admin is using it.  Should never be regular user.,CLKxxxxK02,CLKxxxxK02,,,,SentinelOneAlerts_CL,{}
"6/27/2026, 1:09:24.297 AM",2510658066043510588,Detect Unapproved Browser (Opera and Brave),Detects the registration of a vectored exception handler,Unknown,Active,unresolved,DVAxxxxA01,laptop,,81dd1xxxx81dd1,Other,windows,Windows 11 Enterprise,OUPxxx@test.com,brave.exe,2612,brave.exe,brave.exe,2510658066043510588,Alert,1,Medium,Medium,Detects the registration of a vectored exception handler,BEHAVIORALINDICATORS,Threat,malicious,"6/27/2026, 1:09:24.297 AM","6/27/2026, 1:09:24.297 AM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,AD0xxx@test.com,UPN,System Keep Awake tool,,System Keep Awake tool,"This rule is defined to detect system keep awake tools, such as Mouse Jiggler, MoveMouse, Caffeine, Stay Awake, and DontSleep.",ALBxxxxB01,ALBxxxxB01,,,,SentinelOneAlerts_CL,{}
"6/27/2026, 1:10:10.684 AM",2510658454721275446,Detect Unapproved Browser (Opera and Brave),Detects the registration of a vectored exception handler,Unknown,Active,unresolved,DVAxxxxA01,laptop,,81dd1xxxx81dd1,Other,windows,Windows 11 Enterprise,OUPxxx@test.com,brave.exe,8768,brave.exe,brave.exe,2510658454721275446,Alert,1,Medium,Medium,Detects the registration of a vectored exception handler,BEHAVIORALINDICATORS,Threat,malicious,"6/27/2026, 1:10:10.684 AM","6/27/2026, 1:10:10.684 AM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,THOxxx@test.com,UPN,Windows Event logs cleared,,Windows Event logs cleared,This rule triggers when a windows event log is cleared,DESxxxxSKT,DESxxxxSKT,WindowsEventLogCleared,Defense Impairment,"Clear Windows Event Logs (T1685.005), Disable or Modify Windows Event Log (T1685.001)",SentinelOneAlerts_CL,{}
"6/27/2026, 1:10:10.684 AM",2510658454729664055,Detect Unapproved Browser (Opera and Brave),Detects the registration of a vectored exception handler,Unknown,Active,unresolved,DVAxxxxA01,laptop,,81dd1xxxx81dd1,Other,windows,Windows 11 Enterprise,OUPxxx@test.com,brave.exe,19320,brave.exe,brave.exe,2510658454729664055,Alert,1,Medium,Medium,Detects the registration of a vectored exception handler,BEHAVIORALINDICATORS,Threat,malicious,"6/27/2026, 1:10:10.684 AM","6/27/2026, 1:10:10.684 AM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,THOxxx@test.com,UPN,Windows Event logs cleared,,Windows Event logs cleared,This rule triggers when a windows event log is cleared,DESxxxxSKT,DESxxxxSKT,WindowsEventLogCleared,Defense Impairment,"Clear Windows Event Logs (T1685.005), Disable or Modify Windows Event Log (T1685.001)",SentinelOneAlerts_CL,{}
"6/27/2026, 1:10:10.684 AM",2510658454729664056,Detect Unapproved Browser (Opera and Brave),Detects the registration of a vectored exception handler,Unknown,Active,unresolved,DVAxxxxA01,laptop,,81dd1xxxx81dd1,Other,windows,Windows 11 Enterprise,OUPxxx@test.com,brave.exe,16752,brave.exe,brave.exe,2510658454729664056,Alert,1,Medium,Medium,Detects the registration of a vectored exception handler,BEHAVIORALINDICATORS,Threat,malicious,"6/27/2026, 1:10:10.684 AM","6/27/2026, 1:10:10.684 AM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,serxxx@test.com,UPN,Service Account Logged in via RDP,,Service Account Logged in via RDP,,AEUxxxxUS1,AEUxxxxUS1,,,,SentinelOneAlerts_CL,{}
"6/27/2026, 1:10:10.684 AM",2510658454729664057,Detect Unapproved Browser (Opera and Brave),Detects the registration of a vectored exception handler,Unknown,Active,unresolved,DVAxxxxA01,laptop,,81dd1xxxx81dd1,Other,windows,Windows 11 Enterprise,OUPxxx@test.com,brave.exe,6248,brave.exe,brave.exe,2510658454729664057,Alert,1,Medium,Medium,Detects the registration of a vectored exception handler,BEHAVIORALINDICATORS,Threat,malicious,"6/27/2026, 1:10:10.684 AM","6/27/2026, 1:10:10.684 AM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,dmxxx@test.com,UPN,Monitor abnormal modification of SSH Authorization File,,Monitor abnormal modification of SSH Authorization File,,dcsxxxxs01,dcsxxxxs01,,,,SentinelOneAlerts_CL,{}
"6/27/2026, 1:10:10.684 AM",2510658454729664058,Detect Unapproved Browser (Opera and Brave),Detects the registration of a vectored exception handler,Unknown,Active,unresolved,DVAxxxxA01,laptop,,81dd1xxxx81dd1,Other,windows,Windows 11 Enterprise,OUPxxx@test.com,brave.exe,13196,brave.exe,brave.exe,2510658454729664058,Alert,1,Medium,Medium,Detects the registration of a vectored exception handler,BEHAVIORALINDICATORS,Threat,malicious,"6/27/2026, 1:10:10.684 AM","6/27/2026, 1:10:10.684 AM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,THOxxx@test.com,UPN,Windows Event logs cleared,,Windows Event logs cleared,This rule triggers when a windows event log is cleared,DESxxxxSKT,DESxxxxSKT,WindowsEventLogCleared,Defense Impairment,"Clear Windows Event Logs (T1685.005), Disable or Modify Windows Event Log (T1685.001)",SentinelOneAlerts_CL,{}
"6/27/2026, 1:10:10.684 AM",2510658454729664059,Detect Unapproved Browser (Opera and Brave),Detects the registration of a vectored exception handler,Unknown,Active,unresolved,DVAxxxxA01,laptop,,81dd1xxxx81dd1,Other,windows,Windows 11 Enterprise,OUPxxx@test.com,brave.exe,20036,brave.exe,brave.exe,2510658454729664059,Alert,1,Medium,Medium,Detects the registration of a vectored exception handler,BEHAVIORALINDICATORS,Threat,malicious,"6/27/2026, 1:10:10.684 AM","6/27/2026, 1:10:10.684 AM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,THOxxx@test.com,UPN,Windows Event logs cleared,,Windows Event logs cleared,This rule triggers when a windows event log is cleared,DESxxxxSKT,DESxxxxSKT,WindowsEventLogCleared,Defense Impairment,"Clear Windows Event Logs (T1685.005), Disable or Modify Windows Event Log (T1685.001)",SentinelOneAlerts_CL,{}
"6/27/2026, 1:10:10.684 AM",2510658454738052668,Detect Unapproved Browser (Opera and Brave),Detects the registration of a vectored exception handler,Unknown,Active,unresolved,DVAxxxxA01,laptop,,81dd1xxxx81dd1,Other,windows,Windows 11 Enterprise,OUPxxx@test.com,brave.exe,564,brave.exe,brave.exe,2510658454738052668,Alert,1,Medium,Medium,Detects the registration of a vectored exception handler,BEHAVIORALINDICATORS,Threat,malicious,"6/27/2026, 1:10:10.684 AM","6/27/2026, 1:10:10.684 AM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,OP-xxx@test.com,UPN,Detect Unapproved Browser (Opera and Brave),,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",DESxxxxSKT,DESxxxxSKT,,,,SentinelOneAlerts_CL,{}
"6/27/2026, 1:10:10.684 AM",2510658454738052669,Detect Unapproved Browser (Opera and Brave),Detects the registration of a vectored exception handler,Unknown,Active,unresolved,DVAxxxxA01,laptop,,81dd1xxxx81dd1,Other,windows,Windows 11 Enterprise,OUPxxx@test.com,brave.exe,5216,brave.exe,brave.exe,2510658454738052669,Alert,1,Medium,Medium,Detects the registration of a vectored exception handler,BEHAVIORALINDICATORS,Threat,malicious,"6/27/2026, 1:10:10.684 AM","6/27/2026, 1:10:10.684 AM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,pa0xxx@test.com,UPN,Detect Unapproved Browser (Opera and Brave),,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",ALBxxxxB02,ALBxxxxB02,,,,SentinelOneAlerts_CL,{}
"6/27/2026, 1:10:10.684 AM",2510658454746441278,Detect Unapproved Browser (Opera and Brave),Detects the registration of a vectored exception handler,Unknown,Active,unresolved,DVAxxxxA01,laptop,,81dd1xxxx81dd1,Other,windows,Windows 11 Enterprise,OUPxxx@test.com,brave.exe,1184,brave.exe,brave.exe,2510658454746441278,Alert,1,Medium,Medium,Detects the registration of a vectored exception handler,BEHAVIORALINDICATORS,Threat,malicious,"6/27/2026, 1:10:10.684 AM","6/27/2026, 1:10:10.684 AM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,THOxxx@test.com,UPN,File Signed by Connectwise Detected (ScreenConnect),,File Signed by Connectwise Detected (ScreenConnect),,JE8xxxx82U,JE8xxxx82U,,,,SentinelOneAlerts_CL,{}
"6/27/2026, 1:10:10.685 AM",2510658454855493183,Detect Unapproved Browser (Opera and Brave),Detects the registration of a vectored exception handler,Unknown,Active,unresolved,DVAxxxxA01,laptop,,81dd1xxxx81dd1,Other,windows,Windows 11 Enterprise,OUPxxx@test.com,brave.exe,21624,brave.exe,brave.exe,2510658454855493183,Alert,1,Medium,Medium,Detects the registration of a vectored exception handler,BEHAVIORALINDICATORS,Threat,malicious,"6/27/2026, 1:10:10.685 AM","6/27/2026, 1:10:10.685 AM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,OP-xxx@test.com,UPN,Detect Unapproved Browser (Opera and Brave),,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",DESxxxxSKT,DESxxxxSKT,,,,SentinelOneAlerts_CL,{}
"6/27/2026, 1:10:10.685 AM",2510658454914213440,Detect Unapproved Browser (Opera and Brave),Detects the registration of a vectored exception handler,Unknown,Active,unresolved,DVAxxxxA01,laptop,,81dd1xxxx81dd1,Other,windows,Windows 11 Enterprise,OUPxxx@test.com,brave.exe,20968,brave.exe,brave.exe,2510658454914213440,Alert,1,Medium,Medium,Detects the registration of a vectored exception handler,BEHAVIORALINDICATORS,Threat,malicious,"6/27/2026, 1:10:10.685 AM","6/27/2026, 1:10:10.685 AM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,OP-xxx@test.com,UPN,Detect Unapproved Browser (Opera and Brave),,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",DESxxxxSKT,DESxxxxSKT,,,,SentinelOneAlerts_CL,{}
"7/3/2026, 10:15:16.889 PM",2515643856523712623,Detect Unapproved Browser (Opera and Brave),Detects the registration of a vectored exception handler,Unknown,Active,unresolved,WAHxxxxHPA,desktop,,b2b78xxxxb2b78,Other,windows,Windows 11 Enterprise,JC0xxx@test.com,brave.exe,16880,brave.exe,brave.exe,2515643856523712623,Alert,1,Medium,Medium,Detects the registration of a vectored exception handler,BEHAVIORALINDICATORS,Threat,malicious,"7/3/2026, 10:15:16.889 PM","7/3/2026, 10:15:16.889 PM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,AV0xxx@test.com,UPN,Detected multiple C2 implants behaviors including Core Impact framework (Fin7),,Detected multiple C2 implants behaviors including Core Impact framework (Fin7),https://www.sentinelone.com/labs/fin7-reboot-cybercrime-gang-enhances-ops-with-new-edr-bypasses-and-automated-attacks/,CEBxxxxB01,CEBxxxxB01,MultipleHookRemovals,Defense Impairment,,SentinelOneAlerts_CL,{}
"7/3/2026, 10:15:16.889 PM",2515643856532101233,Detect Unapproved Browser (Opera and Brave),Detects the registration of a vectored exception handler,Unknown,Active,unresolved,WAHxxxxHPA,desktop,,b2b78xxxxb2b78,Other,windows,Windows 11 Enterprise,JC0xxx@test.com,brave.exe,7504,brave.exe,brave.exe,2515643856532101233,Alert,1,Medium,Medium,Detects the registration of a vectored exception handler,BEHAVIORALINDICATORS,Threat,malicious,"7/3/2026, 10:15:16.889 PM","7/3/2026, 10:15:16.889 PM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,a00xxx@test.com,UPN,Failed Login to server via VSPHERE,,Failed Login to server via VSPHERE,Login from VSPHERE.  THIS IS RARE verify an admin is using it.  Should never be regular user.,JAXxxxxX01,JAXxxxxX01,,,,SentinelOneAlerts_CL,{}
"7/3/2026, 10:15:16.890 PM",2515643856532101232,Detect Unapproved Browser (Opera and Brave),Detects the registration of a vectored exception handler,Unknown,Active,unresolved,WAHxxxxHPA,desktop,,b2b78xxxxb2b78,Other,windows,Windows 11 Enterprise,JC0xxx@test.com,brave.exe,19020,brave.exe,brave.exe,2515643856532101232,Alert,1,Medium,Medium,Detects the registration of a vectored exception handler,BEHAVIORALINDICATORS,Threat,malicious,"7/3/2026, 10:15:16.890 PM","7/3/2026, 10:15:16.890 PM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,OP-xxx@test.com,UPN,Detect Unapproved Browser (Opera and Brave),,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",DESxxxxSKT,DESxxxxSKT,,,,SentinelOneAlerts_CL,{}
"7/3/2026, 10:15:16.890 PM",2515643856532101234,Detect Unapproved Browser (Opera and Brave),Detects the registration of a vectored exception handler,Unknown,Active,unresolved,WAHxxxxHPA,desktop,,b2b78xxxxb2b78,Other,windows,Windows 11 Enterprise,JC0xxx@test.com,brave.exe,13988,brave.exe,brave.exe,2515643856532101234,Alert,1,Medium,Medium,Detects the registration of a vectored exception handler,BEHAVIORALINDICATORS,Threat,malicious,"7/3/2026, 10:15:16.890 PM","7/3/2026, 10:15:16.890 PM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,OUPxxx@test.com,UPN,Detect Unapproved Browser (Opera and Brave),,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",DVAxxxxA01,DVAxxxxA01,ShimmedApplication,"Persistence, Privilege Escalation",Application Shimming (T1546.011),SentinelOneAlerts_CL,{}
