TenantId,TimeGenerated [UTC],Kind,Etag,OwnerDomain,SrcIpAddr,IdApplicationName,IdCustomerId,IdUniqueQualifier,IdTime,NetworkIpAsn,NetworkInfoRegionCode,NetworkInfoSubdivisionCode,ActorEmail,ActorCallerType,ActorProfileId,ActorKey,ActorApplicationInfoOauthClientId,ActorApplicationInfoApplicationName,ActorApplicationInfoImpersonation,ResourceDetails,EventType,EventName,EventParameters,AppName,ApplicationName,ClientType,DeviceId,DeviceType,GroupEmail,NewValue,OldValue,OwnerEmail,EventResourceId,EventResourceName,RuleName,SharedDriveId,TargetDomain,UserAgent,UserEmail,Value,Visibility,Timestamp,BrowserVersion,ChromeOrgUnitId,ContentHash,ContentName,ContentRiskLevel,ContentSize,ContentTransferMethod,ContentType,DeviceName,DevicePlatform,DeviceUser,EventResult,OrgUnitName,ProfileUserName,ScanId,TriggerDestination,TriggerSource,TriggerType,Url,VirtualDeviceId,AccountState,ActorIsCollaboratorAccount,ApiKind,ApplicationEdition,Billable,CalendarId,ClientId,DestinationFolderId,DestinationFolderTitle,DocId,DocTitle,DocType,DstUserUpn,DestUserUpn,DvcGuid,DvcInterfaceGuid,DvcModelName,DvcModelNumber,DvcType,EventEndTime,EventGuest,EventId,EventMessage,EventOriginalMessage,EventProduct,EventResponseStatus,EventStartTime,EventTitle,EventUid,EventVendor,GroupDomain,IosVendorId,IosVendorUID,IsSecondFactor,IsSuspicious,LastSyncAuditDate,LoginChallengeMethod,LoginChallengeStatus,LoginType,ModuleName,NotificationMessageId,NotificationMethod,NotificationType,OldEventTitle,OldVisibility,OrganizerCalendarId,OriginatingAppId,OsProperty,Owner,OwnerIsSharedDrive,OwnerIsTeamDrive,PrimaryEvent,ProcessName,RegisterPrivelege,Resource_Id,RoleName,Scope,ScopeData,SerialNumber,SourceFolderId,SourceFolderTitle,TargetCalendarId,TargetUserDomain,TargetUserName,TeamDriveId,UserAadid,UserAgentOriginal,VisibilityChange,SourceSystem,Type
123abcd1-12ab-23cd-45ef-1234abcd432a,"7/2/2026, 8:10:34.352 PM",admin#reports#activity,"""3Uy7N2fsLO-UJLJooEizV70OrVTg5GdiS5meIFM6OVQ/zpQYJrqnc6HAUybVfwBcY94E3tU""",,10.0.0.9,login,CusID00abc,1485753545141521198,2026-07-02T20:10:34.3520000Z,[22616],US,US-CA,user000001@test.com,,123456787654321200008,,,,,"[{""id"":""abcd1234ef0008"",""type"":""USER"",""ownerDetails"":{""ownerType"":""CUSTOMER"",""ownerIdentity"":[{""customerIdentity"":{""id"":""0001abcd""}}]},""title"":""user000008@test.com""}]",login,login_success,"{""login_type"":""google_password"",""login_challenge_method"":[""password""],""is_suspicious"":false}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,login_success,,Google Workspace Activity Reports,,,,,Google,,,,,FALSE,,"[""password""]",,google_password,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GoogleWorkspaceReports
123abcd1-12ab-23cd-45ef-1234abcd432a,"7/2/2026, 8:22:44.592 PM",admin#reports#activity,"""3Uy7N2fsLO-UJLJooEizV70OrVTg5GdiS5meIFM6OVQ/dtO1Fo8lyDc-1XtBAA1SWCBsWl4""",,10.0.0.9,login,CusID00abc,1514865343483796247,2026-07-02T20:22:44.5920000Z,[22616],US,US-CA,user000001@test.com,,123456787654321200008,,,,,"[{""id"":""abcd1234ef0008"",""type"":""USER"",""ownerDetails"":{""ownerType"":""CUSTOMER"",""ownerIdentity"":[{""customerIdentity"":{""id"":""0001abcd""}}]},""title"":""user000008@test.com""}]",login,login_success,"{""login_type"":""reauth"",""login_challenge_method"":[""none""],""is_suspicious"":false}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,login_success,,Google Workspace Activity Reports,,,,,Google,,,,,FALSE,,"[""none""]",,reauth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GoogleWorkspaceReports
123abcd1-12ab-23cd-45ef-1234abcd432a,"7/2/2026, 8:37:52.673 PM",admin#reports#activity,"""3Uy7N2fsLO-UJLJooEizV70OrVTg5GdiS5meIFM6OVQ/Ck7kmePtPeQpKZeUuOF63kqm5Jw""",,10.0.0.9,login,CusID00abc,3864639239809563081,2026-07-02T20:37:52.6730000Z,[22616],US,US-CA,user000001@test.com,,123456787654321200008,,,,,"[{""id"":""abcd1234ef0008"",""type"":""USER"",""ownerDetails"":{""ownerType"":""CUSTOMER"",""ownerIdentity"":[{""customerIdentity"":{""id"":""0001abcd""}}]},""title"":""user000008@test.com""}]",login,login_success,"{""login_type"":""reauth"",""login_challenge_method"":[""none""],""is_suspicious"":false}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,login_success,,Google Workspace Activity Reports,,,,,Google,,,,,FALSE,,"[""none""]",,reauth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GoogleWorkspaceReports
123abcd1-12ab-23cd-45ef-1234abcd432a,"7/2/2026, 6:42:09.100 PM",admin#reports#activity,"""3Uy7N2fsLO-UJLJooEizV70OrVTg5GdiS5meIFM6OVQ/5vSblJplUjfq6XVC47nP2O6wf1c""",,10.0.0.11,login,CusID00abc,7867613789764275665,2026-07-02T18:42:09.1000000Z,[22616],US,US-WA,user000001@test.com,,123456787654321200010,,,,,"[{""id"":""abcd1234ef0010"",""type"":""USER"",""ownerDetails"":{""ownerType"":""CUSTOMER"",""ownerIdentity"":[{""customerIdentity"":{""id"":""0001abcd""}}]},""title"":""user000010@test.com""}]",login,login_verification,"{""login_type"":""google_password"",""login_challenge_method"":[""idv_preregistered_phone""],""login_challenge_status"":""passed"",""is_second_factor"":true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,login_verification,,Google Workspace Activity Reports,,,,,Google,,,,TRUE,,,"[""idv_preregistered_phone""]",passed,google_password,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GoogleWorkspaceReports
123abcd1-12ab-23cd-45ef-1234abcd432a,"7/2/2026, 7:43:22.571 PM",admin#reports#activity,"""3Uy7N2fsLO-UJLJooEizV70OrVTg5GdiS5meIFM6OVQ/nxWkPKeAqS9dLLzAuM9kKw94r4k""",,10.0.0.12,login,CusID00abc,-3.09E+18,2026-07-02T19:43:22.5710000Z,[22616],US,US-GA,user000001@test.com,,123456787654321200011,,,,,"[{""id"":""abcd1234ef0011"",""type"":""USER"",""ownerDetails"":{""ownerType"":""CUSTOMER"",""ownerIdentity"":[{""customerIdentity"":{""id"":""0001abcd""}}]},""title"":""user000011@test.com""}]",login,login_success,"{""login_type"":""saml"",""login_challenge_method"":[""saml""],""is_suspicious"":false}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,login_success,,Google Workspace Activity Reports,,,,,Google,,,,,FALSE,,"[""saml""]",,saml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GoogleWorkspaceReports
123abcd1-12ab-23cd-45ef-1234abcd432a,"7/2/2026, 8:13:44.569 PM",admin#reports#activity,"""3Uy7N2fsLO-UJLJooEizV70OrVTg5GdiS5meIFM6OVQ/kVHlTY1vpI0aFx_ExNamJmZDCNo""",,10.0.0.9,login,CusID00abc,-1.63E+18,2026-07-02T20:13:44.5690000Z,[22616],US,US-CA,user000001@test.com,,123456787654321200008,,,,,"[{""id"":""abcd1234ef0008"",""type"":""USER"",""ownerDetails"":{""ownerType"":""CUSTOMER"",""ownerIdentity"":[{""customerIdentity"":{""id"":""0001abcd""}}]},""title"":""user000008@test.com""}]",login,login_success,"{""login_type"":""reauth"",""login_challenge_method"":[""none""],""is_suspicious"":false}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,login_success,,Google Workspace Activity Reports,,,,,Google,,,,,FALSE,,"[""none""]",,reauth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GoogleWorkspaceReports
123abcd1-12ab-23cd-45ef-1234abcd432a,"7/2/2026, 8:25:44.640 PM",admin#reports#activity,"""3Uy7N2fsLO-UJLJooEizV70OrVTg5GdiS5meIFM6OVQ/Em78FDZfoQtUHcS9t5HNjdJrajM""",,10.0.0.9,login,CusID00abc,305361786028401902,2026-07-02T20:25:44.6400000Z,[22616],US,US-CA,user000001@test.com,,123456787654321200008,,,,,"[{""id"":""abcd1234ef0008"",""type"":""USER"",""ownerDetails"":{""ownerType"":""CUSTOMER"",""ownerIdentity"":[{""customerIdentity"":{""id"":""0001abcd""}}]},""title"":""user000008@test.com""}]",login,login_success,"{""login_type"":""reauth"",""login_challenge_method"":[""none""],""is_suspicious"":false}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,login_success,,Google Workspace Activity Reports,,,,,Google,,,,,FALSE,,"[""none""]",,reauth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GoogleWorkspaceReports
123abcd1-12ab-23cd-45ef-1234abcd432a,"7/2/2026, 10:27:59.538 PM",admin#reports#activity,"""3Uy7N2fsLO-UJLJooEizV70OrVTg5GdiS5meIFM6OVQ/ZsMb6LqXAbTfK4zDb4U-qjHmrjk""",,10.0.0.6,login,CusID00abc,7061590823525371948,2026-07-02T22:27:59.5380000Z,[22616],US,US-WA,user000001@test.com,,123456787654321200003,,,,,"[{""id"":""abcd1234ef0003"",""type"":""USER"",""ownerDetails"":{""ownerType"":""CUSTOMER"",""ownerIdentity"":[{""customerIdentity"":{""id"":""0001abcd""}}]},""title"":""user000003@test.com""}]",login,login_success,"{""login_type"":""reauth"",""login_challenge_method"":[""none""],""is_suspicious"":false}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,login_success,,Google Workspace Activity Reports,,,,,Google,,,,,FALSE,,"[""none""]",,reauth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GoogleWorkspaceReports
123abcd1-12ab-23cd-45ef-1234abcd432a,"7/2/2026, 5:45:56.793 PM",admin#reports#activity,"""3Uy7N2fsLO-UJLJooEizV70OrVTg5GdiS5meIFM6OVQ/dSQTyaD_OnGwFfLrJYV9Nv3g5fo""",,10.0.0.10,login,CusID00abc,4504486242203874812,2026-07-02T17:45:56.7930000Z,[22616],US,US-GA,user000001@test.com,,123456787654321200009,,,,,"[{""id"":""abcd1234ef0009"",""type"":""USER"",""ownerDetails"":{""ownerType"":""CUSTOMER"",""ownerIdentity"":[{""customerIdentity"":{""id"":""0001abcd""}}]},""title"":""user000009@test.com""}]",login,login_success,"{""login_type"":""reauth"",""login_challenge_method"":[""none""],""is_suspicious"":false}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,login_success,,Google Workspace Activity Reports,,,,,Google,,,,,FALSE,,"[""none""]",,reauth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GoogleWorkspaceReports
123abcd1-12ab-23cd-45ef-1234abcd432a,"7/2/2026, 6:42:09.100 PM",admin#reports#activity,"""3Uy7N2fsLO-UJLJooEizV70OrVTg5GdiS5meIFM6OVQ/jRdWpBgPmAgRCf3aB8Vcez_v7wA""",,10.0.0.11,login,CusID00abc,4555506125537106183,2026-07-02T18:42:09.1000000Z,[22616],US,US-WA,user000001@test.com,,123456787654321200010,,,,,"[{""id"":""abcd1234ef0010"",""type"":""USER"",""ownerDetails"":{""ownerType"":""CUSTOMER"",""ownerIdentity"":[{""customerIdentity"":{""id"":""0001abcd""}}]},""title"":""user000010@test.com""}]",login,login_success,"{""login_type"":""google_password"",""login_challenge_method"":[""password"",""idv_preregistered_phone"",""idv_preregistered_phone""],""is_suspicious"":false}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,login_success,,Google Workspace Activity Reports,,,,,Google,,,,,FALSE,,"[""password"",""idv_preregistered_phone"",""idv_preregistered_phone""]",,google_password,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GoogleWorkspaceReports
123abcd1-12ab-23cd-45ef-1234abcd432a,"7/2/2026, 8:10:45.596 PM",admin#reports#activity,"""3Uy7N2fsLO-UJLJooEizV70OrVTg5GdiS5meIFM6OVQ/9wP6Jw0yrvahaIW6ok-gjoylUtY""",,10.0.0.9,login,CusID00abc,-8.80E+18,2026-07-02T20:10:45.5960000Z,[22616],US,US-CA,user000001@test.com,,123456787654321200008,,,,,"[{""id"":""abcd1234ef0008"",""type"":""USER"",""ownerDetails"":{""ownerType"":""CUSTOMER"",""ownerIdentity"":[{""customerIdentity"":{""id"":""0001abcd""}}]},""title"":""user000008@test.com""}]",login,login_success,"{""login_type"":""reauth"",""login_challenge_method"":[""none""],""is_suspicious"":false}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,login_success,,Google Workspace Activity Reports,,,,,Google,,,,,FALSE,,"[""none""]",,reauth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GoogleWorkspaceReports
123abcd1-12ab-23cd-45ef-1234abcd432a,"7/2/2026, 8:16:44.599 PM",admin#reports#activity,"""3Uy7N2fsLO-UJLJooEizV70OrVTg5GdiS5meIFM6OVQ/EGwFfxG6EpijlRVNrYZ6vcQyTuY""",,10.0.0.9,login,CusID00abc,-5.23E+18,2026-07-02T20:16:44.5990000Z,[22616],US,US-CA,user000001@test.com,,123456787654321200008,,,,,"[{""id"":""abcd1234ef0008"",""type"":""USER"",""ownerDetails"":{""ownerType"":""CUSTOMER"",""ownerIdentity"":[{""customerIdentity"":{""id"":""0001abcd""}}]},""title"":""user000008@test.com""}]",login,login_success,"{""login_type"":""reauth"",""login_challenge_method"":[""none""],""is_suspicious"":false}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,login_success,,Google Workspace Activity Reports,,,,,Google,,,,,FALSE,,"[""none""]",,reauth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GoogleWorkspaceReports
123abcd1-12ab-23cd-45ef-1234abcd432a,"7/2/2026, 8:28:44.584 PM",admin#reports#activity,"""3Uy7N2fsLO-UJLJooEizV70OrVTg5GdiS5meIFM6OVQ/Mq_nxyIfqCLJADAYw7SqjDri46Q""",,10.0.0.9,login,CusID00abc,5993614252409279168,2026-07-02T20:28:44.5840000Z,[22616],US,US-CA,user000001@test.com,,123456787654321200008,,,,,"[{""id"":""abcd1234ef0008"",""type"":""USER"",""ownerDetails"":{""ownerType"":""CUSTOMER"",""ownerIdentity"":[{""customerIdentity"":{""id"":""0001abcd""}}]},""title"":""user000008@test.com""}]",login,login_success,"{""login_type"":""reauth"",""login_challenge_method"":[""none""],""is_suspicious"":false}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,login_success,,Google Workspace Activity Reports,,,,,Google,,,,,FALSE,,"[""none""]",,reauth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GoogleWorkspaceReports
123abcd1-12ab-23cd-45ef-1234abcd432a,"7/2/2026, 8:40:51.598 PM",admin#reports#activity,"""3Uy7N2fsLO-UJLJooEizV70OrVTg5GdiS5meIFM6OVQ/gOlGni1fOHANBiwkr9CP9dJa3_g""",,10.0.0.9,login,CusID00abc,6712084223999743911,2026-07-02T20:40:51.5980000Z,[22616],US,US-CA,user000001@test.com,,123456787654321200008,,,,,"[{""id"":""abcd1234ef0008"",""type"":""USER"",""ownerDetails"":{""ownerType"":""CUSTOMER"",""ownerIdentity"":[{""customerIdentity"":{""id"":""0001abcd""}}]},""title"":""user000008@test.com""}]",login,login_success,"{""login_type"":""reauth"",""login_challenge_method"":[""none""],""is_suspicious"":false}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,login_success,,Google Workspace Activity Reports,,,,,Google,,,,,FALSE,,"[""none""]",,reauth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GoogleWorkspaceReports
123abcd1-12ab-23cd-45ef-1234abcd432a,"6/29/2026, 4:10:26.373 PM",admin#reports#activity,"""3Uy7N2fsLO-UJLJooEizV70OrVTg5GdiS5meIFM6OVQ/iv_8f3a4F_DHM2JqAJai0mQuL8I""",,10.0.0.13,login,CusID00abc,7628534098955704867,2026-06-29T16:10:26.3730000Z,[22616],US,US-CA,user000001@test.com,,123456787654321200012,,,,,"[{""id"":""abcd1234ef0012"",""type"":""USER"",""ownerDetails"":{""ownerType"":""CUSTOMER"",""ownerIdentity"":[{""customerIdentity"":{""id"":""0001abcd""}}]},""title"":""user000012@test.com""}]",login,login_success,"{""login_type"":""reauth"",""login_challenge_method"":[""password""],""is_suspicious"":false}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,login_success,,Google Workspace Activity Reports,,,,,Google,,,,,FALSE,,"[""password""]",,reauth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GoogleWorkspaceReports
123abcd1-12ab-23cd-45ef-1234abcd432a,"6/29/2026, 12:24:52.121 PM",admin#reports#activity,"""3Uy7N2fsLO-UJLJooEizV70OrVTg5GdiS5meIFM6OVQ/Dc2rhou77q67tENvwfTiC-4NGvI""",,10.0.0.14,login,CusID00abc,5989494255632110549,2026-06-29T12:24:52.1210000Z,[22616],US,US-MO,user000001@test.com,,123456787654321200013,,,,,"[{""id"":""abcd1234ef0013"",""type"":""USER"",""ownerDetails"":{""ownerType"":""CUSTOMER"",""ownerIdentity"":[{""customerIdentity"":{""id"":""0001abcd""}}]},""title"":""user000013@test.com""}]",login,login_success,"{""login_type"":""saml"",""login_challenge_method"":[""saml""],""is_suspicious"":false}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,login_success,,Google Workspace Activity Reports,,,,,Google,,,,,FALSE,,"[""saml""]",,saml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GoogleWorkspaceReports
123abcd1-12ab-23cd-45ef-1234abcd432a,"6/29/2026, 12:25:11.728 PM",admin#reports#activity,"""3Uy7N2fsLO-UJLJooEizV70OrVTg5GdiS5meIFM6OVQ/VD13irnaNrfyA9BUHn-KPuroDMU""",,10.0.0.14,login,CusID00abc,-7.75E+18,2026-06-29T12:25:11.7280000Z,[22616],US,US-MO,user000001@test.com,,123456787654321200013,,,,,"[{""id"":""abcd1234ef0013"",""type"":""USER"",""ownerDetails"":{""ownerType"":""CUSTOMER"",""ownerIdentity"":[{""customerIdentity"":{""id"":""0001abcd""}}]},""title"":""user000013@test.com""}]",login,logout,"{""login_type"":""google_password""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,logout,,Google Workspace Activity Reports,,,,,Google,,,,,,,,,google_password,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GoogleWorkspaceReports
123abcd1-12ab-23cd-45ef-1234abcd432a,"6/29/2026, 4:33:29.494 PM",admin#reports#activity,"""3Uy7N2fsLO-UJLJooEizV70OrVTg5GdiS5meIFM6OVQ/T3HwGGPZZJWyibjgi0h3MSTYjS4""",,10.0.0.15,login,CusID00abc,6978039810458750802,2026-06-29T16:33:29.4940000Z,[22616],US,US-WA,user000001@test.com,,123456787654321200014,,,,,"[{""id"":""abcd1234ef0014"",""type"":""USER"",""ownerDetails"":{""ownerType"":""CUSTOMER"",""ownerIdentity"":[{""customerIdentity"":{""id"":""0001abcd""}}]},""title"":""user000014@test.com""}]",login,login_failure,"{""login_type"":""google_password"",""login_challenge_method"":[""none""]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,login_failure,,Google Workspace Activity Reports,,,,,Google,,,,,,,"[""none""]",,google_password,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GoogleWorkspaceReports
123abcd1-12ab-23cd-45ef-1234abcd432a,"6/29/2026, 2:53:05.180 PM",admin#reports#activity,"""3Uy7N2fsLO-UJLJooEizV70OrVTg5GdiS5meIFM6OVQ/y_Bn0yQ6_DqKiAbpGoEyYFJUeSg""",,10.0.0.16,login,CusID00abc,-4.47E+18,2026-06-29T14:53:05.1800000Z,[22616],US,US-GA,user000001@test.com,,123456787654321200015,,,,,"[{""id"":""abcd1234ef0015"",""type"":""USER"",""ownerDetails"":{""ownerType"":""CUSTOMER"",""ownerIdentity"":[{""customerIdentity"":{""id"":""0001abcd""}}]},""title"":""user000015@test.com""}]",login,login_verification,"{""login_type"":""google_password"",""login_challenge_method"":[""idv_preregistered_phone""],""login_challenge_status"":""passed"",""is_second_factor"":true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,login_verification,,Google Workspace Activity Reports,,,,,Google,,,,TRUE,,,"[""idv_preregistered_phone""]",passed,google_password,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GoogleWorkspaceReports
123abcd1-12ab-23cd-45ef-1234abcd432a,"6/29/2026, 4:43:50.753 PM",admin#reports#activity,"""3Uy7N2fsLO-UJLJooEizV70OrVTg5GdiS5meIFM6OVQ/SYD3pGaX7sQkeIcq0TkGUhzlk-Y""",,10.0.0.17,login,CusID00abc,-8.65E+18,2026-06-29T16:43:50.7530000Z,[22616],US,US-WA,user000001@test.com,,123456787654321200016,,,,,"[{""id"":""abcd1234ef0016"",""type"":""USER"",""ownerDetails"":{""ownerType"":""CUSTOMER"",""ownerIdentity"":[{""customerIdentity"":{""id"":""0001abcd""}}]},""title"":""user000016@test.com""}]",login,risky_sensitive_action_allowed,"{""login_type"":""reauth"",""login_challenge_method"":[""none""],""is_suspicious"":true,""sensitive_action_name"":""Allowing an app access to Google data""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,risky_sensitive_action_allowed,,Google Workspace Activity Reports,,,,,Google,,,,,TRUE,,"[""none""]",,reauth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GoogleWorkspaceReports
123abcd1-12ab-23cd-45ef-1234abcd432a,"6/29/2026, 12:24:52.121 PM",admin#reports#activity,"""3Uy7N2fsLO-UJLJooEizV70OrVTg5GdiS5meIFM6OVQ/sSaG1tKfvqC1RiDFs9KjMvlPdM4""",,10.0.0.14,login,CusID00abc,-6.73E+18,2026-06-29T12:24:52.1210000Z,[22616],US,US-MO,user000001@test.com,,123456787654321200013,,,,,"[{""id"":""abcd1234ef0013"",""type"":""USER"",""ownerDetails"":{""ownerType"":""CUSTOMER"",""ownerIdentity"":[{""customerIdentity"":{""id"":""0001abcd""}}]},""title"":""user000013@test.com""}]",login,login_verification,"{""login_type"":""saml"",""login_challenge_method"":[""saml""],""login_challenge_status"":""passed"",""is_second_factor"":false}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,login_verification,,Google Workspace Activity Reports,,,,,Google,,,,FALSE,,,"[""saml""]",passed,saml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GoogleWorkspaceReports
123abcd1-12ab-23cd-45ef-1234abcd432a,"6/29/2026, 2:53:05.180 PM",admin#reports#activity,"""3Uy7N2fsLO-UJLJooEizV70OrVTg5GdiS5meIFM6OVQ/3bl5WRK1Din7UFkVkf0iNzdG3RY""",,10.0.0.16,login,CusID00abc,-8.60E+18,2026-06-29T14:53:05.1800000Z,[22616],US,US-GA,user000001@test.com,,123456787654321200015,,,,,"[{""id"":""abcd1234ef0015"",""type"":""USER"",""ownerDetails"":{""ownerType"":""CUSTOMER"",""ownerIdentity"":[{""customerIdentity"":{""id"":""0001abcd""}}]},""title"":""user000015@test.com""}]",login,login_success,"{""login_type"":""google_password"",""login_challenge_method"":[""password"",""idv_preregistered_phone""],""is_suspicious"":false}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,login_success,,Google Workspace Activity Reports,,,,,Google,,,,,FALSE,,"[""password"",""idv_preregistered_phone""]",,google_password,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GoogleWorkspaceReports
123abcd1-12ab-23cd-45ef-1234abcd432a,"6/29/2026, 3:31:57.346 PM",admin#reports#activity,"""3Uy7N2fsLO-UJLJooEizV70OrVTg5GdiS5meIFM6OVQ/oKYkPfnLbcAaotcvA9abt3rO_qo""",,10.0.0.18,login,CusID00abc,6980727846544852305,2026-06-29T15:31:57.3460000Z,[22616],US,US-CA,user000001@test.com,,123456787654321200017,,,,,"[{""id"":""abcd1234ef0017"",""type"":""USER"",""ownerDetails"":{""ownerType"":""CUSTOMER"",""ownerIdentity"":[{""customerIdentity"":{""id"":""0001abcd""}}]},""title"":""user000017@test.com""}]",login,login_success,"{""login_type"":""reauth"",""login_challenge_method"":[""none""],""is_suspicious"":false}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,login_success,,Google Workspace Activity Reports,,,,,Google,,,,,FALSE,,"[""none""]",,reauth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GoogleWorkspaceReports
123abcd1-12ab-23cd-45ef-1234abcd432a,"6/29/2026, 4:32:04.453 PM",admin#reports#activity,"""3Uy7N2fsLO-UJLJooEizV70OrVTg5GdiS5meIFM6OVQ/fBIwJWF1TWoDEY-wr3bi30d4nmM""",,10.0.0.15,login,CusID00abc,883403728903228352,2026-06-29T16:32:04.4530000Z,[22616],US,US-WA,user000001@test.com,,123456787654321200014,,,,,"[{""id"":""abcd1234ef0014"",""type"":""USER"",""ownerDetails"":{""ownerType"":""CUSTOMER"",""ownerIdentity"":[{""customerIdentity"":{""id"":""0001abcd""}}]},""title"":""user000014@test.com""}]",login,login_failure,"{""login_type"":""google_password"",""login_challenge_method"":[""password""]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,login_failure,,Google Workspace Activity Reports,,,,,Google,,,,,,,"[""password""]",,google_password,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GoogleWorkspaceReports
123abcd1-12ab-23cd-45ef-1234abcd432a,"6/29/2026, 4:43:50.753 PM",admin#reports#activity,"""3Uy7N2fsLO-UJLJooEizV70OrVTg5GdiS5meIFM6OVQ/sg28krbhMB8EGWF1xyEkNvYacDs""",,10.0.0.17,login,CusID00abc,9209860052508726842,2026-06-29T16:43:50.7530000Z,[22616],US,US-WA,user000001@test.com,,123456787654321200016,,,,,"[{""id"":""abcd1234ef0016"",""type"":""USER"",""ownerDetails"":{""ownerType"":""CUSTOMER"",""ownerIdentity"":[{""customerIdentity"":{""id"":""0001abcd""}}]},""title"":""user000016@test.com""}]",login,login_success,"{""login_type"":""reauth"",""login_challenge_method"":[""none""],""is_suspicious"":true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,login_success,,Google Workspace Activity Reports,,,,,Google,,,,,TRUE,,"[""none""]",,reauth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GoogleWorkspaceReports
