SourceSystem,"TimeGenerated [UTC]","uuid_s","session_uuid","timestamp [UTC]",country,category,"action_type",details,"target_user",client,location,"actor_uuid","actor_details",action,"object_type","object_uuid","aux_info",session,"used_version","vault_uuid","item_uuid",user,"log_source",TenantId,Type,"_ResourceId"
,"11/23/2023, 5:10:29.821 PM",EP7FK7X4WVEZDAMP6TD57NB5ZM,4ZJAQMMZPVFPHGNTQ4ZMH6657E,"10/30/2023, 3:08:10.848 PM",NL,success,"mfa_ok",,"{""uuid"":""AONGS2F7BFFPNG2LBTFMRH562Q"",""name"":""John Doe"",""email"":""john.doe@nedscaper.com""}","{""app_name"":""1Password Browser Extension"",""app_version"":""21600103"",""platform_name"":""Microsoft Edge"",""platform_version"":""118.0.2088.61"",""os_name"":""Windows"",""os_version"":""11.0"",""ip_address"":""178.132.215.33""}","{""country"":""NL"",""region"":""North Holland"",""city"":""Amsterdam"",""latitude"":52.3426,""longitude"":4.8631}",,,,,,,,,,,,signinattempts,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
,"11/23/2023, 5:10:29.821 PM",2FPUKE3NTREOHCD2WFD4O54HBY,ELF6LFZT7REVTMHBDH6IGFZH2M,"10/30/2023, 3:35:59.049 PM",NL,success,"mfa_ok",,"{""uuid"":""AONGS2F7BFFPNG2LBTFMRH562Q"",""name"":""John Doe"",""email"":""john.doe@nedscaper.com""}","{""app_name"":""1Password Browser Extension"",""app_version"":""21600103"",""platform_name"":""Microsoft Edge"",""platform_version"":""118.0.2088.61"",""os_name"":""Windows"",""os_version"":""11.0"",""ip_address"":""178.132.215.33""}","{""country"":""NL"",""region"":""North Holland"",""city"":""Amsterdam"",""latitude"":52.3426,""longitude"":4.8631}",,,,,,,,,,,,signinattempts,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
,"11/23/2023, 5:10:29.821 PM",U2VEJ4ISUNC7THG5WS3VXTQ7LE,OEWRYVL3NFF2RFPMYGJDV65OZ4,"10/30/2023, 3:57:45.188 PM",NL,success,"credentials_ok",,"{""uuid"":""AVHAFAP4PRDF5K3724I67N3CEU"",""name"":""Automated User Provisioning"",""email"":""sync@1passwordserviceaccounts.com""}","{""app_name"":""1Password SCIM Bridge"",""app_version"":""208041"",""platform_name"":""op-scim-bridge-con-app--v4rpius-758dd7bc85-sgjzx"",""platform_version"":""amd64"",""os_name"":""Linux"",""os_version"":""11"",""ip_address"":""53.237.7.250""}","{""country"":""NL"",""region"":""North Holland"",""city"":""Amsterdam"",""latitude"":52.3759,""longitude"":4.8975}",,,,,,,,,,,,signinattempts,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
,"11/23/2023, 5:10:29.821 PM",YW5XCCC7NZFLXG2HSOKPJ74IJM,KPN2NRL6HBGWTLWOT33I3YKZ3I,"10/30/2023, 4:37:47.283 PM",NL,success,"credentials_ok",,"{""uuid"":""AVHAFAP4PRDF5K3724I67N3CEU"",""name"":""Automated User Provisioning"",""email"":""sync@1passwordserviceaccounts.com""}","{""app_name"":""1Password SCIM Bridge"",""app_version"":""208041"",""platform_name"":""op-scim-bridge-con-app--v4rpius-758dd7bc85-sgjzx"",""platform_version"":""amd64"",""os_name"":""Linux"",""os_version"":""11"",""ip_address"":""53.237.7.250""}","{""country"":""NL"",""region"":""North Holland"",""city"":""Amsterdam"",""latitude"":52.3759,""longitude"":4.8975}",,,,,,,,,,,,signinattempts,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
,"11/23/2023, 5:10:29.821 PM",VXYERJMJQBB2NLSV2NDWN6S4WU,J73ZW3G675GHRABTIQNMK2GPNE,"10/31/2023, 8:50:57.425 AM",NL,"credentials_failed","password_secret_bad",,"{""uuid"":""AONGS2F7BFFPNG2LBTFMRH562Q"",""name"":""John Doe"",""email"":""john.doe@nedscaper.com""}","{""app_name"":""1Password Browser Extension"",""app_version"":""21600103"",""platform_name"":""Microsoft Edge"",""platform_version"":""118.0.2088.61"",""os_name"":""Windows"",""os_version"":""11.0"",""ip_address"":""128.94.10.169""}","{""country"":""NL"",""region"":""North Holland"",""city"":""Amsterdam"",""latitude"":52.3759,""longitude"":4.8975}",,,,,,,,,,,,signinattempts,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
,"11/23/2023, 5:10:29.821 PM",2ZJ6VFR5ARGWJALUHMQPHYL5QM,EJ5Q3JCT35HG7AUB6XHQHBFKUE,"10/31/2023, 8:51:04.633 AM",NL,success,"mfa_ok",,"{""uuid"":""AONGS2F7BFFPNG2LBTFMRH562Q"",""name"":""John Doe"",""email"":""john.doe@nedscaper.com""}","{""app_name"":""1Password Browser Extension"",""app_version"":""21600103"",""platform_name"":""Microsoft Edge"",""platform_version"":""118.0.2088.61"",""os_name"":""Windows"",""os_version"":""11.0"",""ip_address"":""128.94.10.169""}","{""country"":""NL"",""region"":""North Holland"",""city"":""Amsterdam"",""latitude"":52.3759,""longitude"":4.8975}",,,,,,,,,,,,signinattempts,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
,"11/23/2023, 5:10:29.821 PM",MCTRXEBB3JFERFPEGA25Q6ZMH4,LZVFBEUFVBBW7BQDK2YPLD36V4,"10/31/2023, 8:51:07.190 AM",NL,success,"mfa_ok",,"{""uuid"":""AONGS2F7BFFPNG2LBTFMRH562Q"",""name"":""John Doe"",""email"":""john.doe@nedscaper.com""}","{""app_name"":""1Password Browser Extension"",""app_version"":""21600103"",""platform_name"":""Microsoft Edge"",""platform_version"":""118.0.2088.61"",""os_name"":""Windows"",""os_version"":""11.0"",""ip_address"":""128.94.10.169""}","{""country"":""NL"",""region"":""North Holland"",""city"":""Amsterdam"",""latitude"":52.3759,""longitude"":4.8975}",,,,,,,,,,,,signinattempts,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
,"11/23/2023, 5:10:29.821 PM",3HDNU6DG7ZHSZI4GIVNWGXEMCY,VHDLQNMAX5DGHFISML4IX7SV6E,"10/31/2023, 12:51:46.467 PM",NL,"credentials_failed","password_secret_bad",,"{""uuid"":""AONGS2F7BFFPNG2LBTFMRH562Q"",""name"":""John Doe"",""email"":""john.doe@nedscaper.com""}","{""app_name"":""1Password Browser Extension"",""app_version"":""21600103"",""platform_name"":""Microsoft Edge"",""platform_version"":""118.0.2088.61"",""os_name"":""Windows"",""os_version"":""11.0"",""ip_address"":""84.107.91.84""}","{""country"":""NL"",""region"":""Utrecht"",""city"":""Vleuten"",""latitude"":52.095,""longitude"":5.0099}",,,,,,,,,,,,signinattempts,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
,"11/23/2023, 5:10:29.821 PM",77UCS55HSVC6TLFHOP3J2FVXVQ,W6M62WMQVNBN7CW3CIPTWMW3PA,"10/31/2023, 12:51:49.778 PM",NL,success,"mfa_ok",,"{""uuid"":""AONGS2F7BFFPNG2LBTFMRH562Q"",""name"":""John Doe"",""email"":""john.doe@nedscaper.com""}","{""app_name"":""1Password Browser Extension"",""app_version"":""21600103"",""platform_name"":""Microsoft Edge"",""platform_version"":""118.0.2088.61"",""os_name"":""Windows"",""os_version"":""11.0"",""ip_address"":""84.107.91.84""}","{""country"":""NL"",""region"":""Utrecht"",""city"":""Vleuten"",""latitude"":52.095,""longitude"":5.0099}",,,,,,,,,,,,signinattempts,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
,"11/23/2023, 5:10:29.821 PM",TK5SVEE6YVG4XCUGW5XDDWEAHI,CCOHAEA76FDEJPJX6C7ET64JZQ,"10/31/2023, 12:51:52.242 PM",NL,success,"mfa_ok",,"{""uuid"":""AONGS2F7BFFPNG2LBTFMRH562Q"",""name"":""John Doe"",""email"":""john.doe@nedscaper.com""}","{""app_name"":""1Password Browser Extension"",""app_version"":""21600103"",""platform_name"":""Microsoft Edge"",""platform_version"":""118.0.2088.61"",""os_name"":""Windows"",""os_version"":""11.0"",""ip_address"":""84.107.91.84""}","{""country"":""NL"",""region"":""Utrecht"",""city"":""Vleuten"",""latitude"":52.095,""longitude"":5.0099}",,,,,,,,,,,,signinattempts,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
,"11/23/2023, 5:10:29.821 PM",CEYSUKZZYRGGBO2PZHUHRMQBJ4,VMMJXVXEE5EUTFPXPO4CDC57IE,"11/1/2023, 8:32:41.281 AM",NL,"credentials_failed","password_secret_bad",,"{""uuid"":""AONGS2F7BFFPNG2LBTFMRH562Q"",""name"":""John Doe"",""email"":""john.doe@nedscaper.com""}","{""app_name"":""1Password Browser Extension"",""app_version"":""21600103"",""platform_name"":""Microsoft Edge"",""platform_version"":""118.0.2088.61"",""os_name"":""Windows"",""os_version"":""11.0"",""ip_address"":""121.74.30.132""}","{""country"":""NL"",""region"":""North Holland"",""city"":""Amsterdam"",""latitude"":52.3759,""longitude"":4.8975}",,,,,,,,,,,,signinattempts,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
,"11/23/2023, 5:10:29.821 PM",ZJUGUXMOEJG2TJEGEZZZA4VDHY,3ZOJCBAOXVEJFLNORDFU6ZNVAY,"11/1/2023, 8:32:44.912 AM",NL,success,"mfa_ok",,"{""uuid"":""AONGS2F7BFFPNG2LBTFMRH562Q"",""name"":""John Doe"",""email"":""john.doe@nedscaper.com""}","{""app_name"":""1Password Browser Extension"",""app_version"":""21600103"",""platform_name"":""Microsoft Edge"",""platform_version"":""118.0.2088.61"",""os_name"":""Windows"",""os_version"":""11.0"",""ip_address"":""121.74.30.132""}","{""country"":""NL"",""region"":""North Holland"",""city"":""Amsterdam"",""latitude"":52.3759,""longitude"":4.8975}",,,,,,,,,,,,signinattempts,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
,"11/23/2023, 5:10:29.821 PM",MM47CNN6VJDJDD7RK257FUXEEM,W66Y4JBUDBEP5JF2UVGXJ5GMQI,"11/1/2023, 8:32:47.390 AM",NL,success,"mfa_ok",,"{""uuid"":""AONGS2F7BFFPNG2LBTFMRH562Q"",""name"":""John Doe"",""email"":""john.doe@nedscaper.com""}","{""app_name"":""1Password Browser Extension"",""app_version"":""21600103"",""platform_name"":""Microsoft Edge"",""platform_version"":""118.0.2088.61"",""os_name"":""Windows"",""os_version"":""11.0"",""ip_address"":""121.74.30.132""}","{""country"":""NL"",""region"":""North Holland"",""city"":""Amsterdam"",""latitude"":52.3759,""longitude"":4.8975}",,,,,,,,,,,,signinattempts,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
,"11/23/2023, 5:10:29.821 PM",ZRNHAY6EUNGAFBRB3O3JKJFGRI,7O76CKPWLFCERJPPVMBNUHEUI4,"11/1/2023, 9:57:19.773 AM",NL,"credentials_failed","password_secret_bad",,"{""uuid"":""AONGS2F7BFFPNG2LBTFMRH562Q"",""name"":""John Doe"",""email"":""john.doe@nedscaper.com""}","{""app_name"":""1Password Browser Extension"",""app_version"":""21600103"",""platform_name"":""Microsoft Edge"",""platform_version"":""118.0.2088.61"",""os_name"":""Windows"",""os_version"":""11.0"",""ip_address"":""84.107.91.84""}","{""country"":""NL"",""region"":""Utrecht"",""city"":""Vleuten"",""latitude"":52.095,""longitude"":5.0099}",,,,,,,,,,,,signinattempts,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
,"11/23/2023, 5:10:29.821 PM",YA7VOZ22VNBRPCNCNAQPTIFDI4,WBOQPWLZOZCE3CQQDSPO5PFO5E,"11/1/2023, 9:57:23.554 AM",NL,success,"mfa_ok",,"{""uuid"":""AONGS2F7BFFPNG2LBTFMRH562Q"",""name"":""John Doe"",""email"":""john.doe@nedscaper.com""}","{""app_name"":""1Password Browser Extension"",""app_version"":""21600103"",""platform_name"":""Microsoft Edge"",""platform_version"":""118.0.2088.61"",""os_name"":""Windows"",""os_version"":""11.0"",""ip_address"":""84.107.91.84""}","{""country"":""NL"",""region"":""Utrecht"",""city"":""Vleuten"",""latitude"":52.095,""longitude"":5.0099}",,,,,,,,,,,,signinattempts,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
,"11/23/2023, 5:10:29.821 PM",IRG55PEQSNA4VKMEXBVW7L444Y,VXUCZQ75SBFHXNDXDAUXONFDEY,"11/1/2023, 9:57:26.408 AM",NL,success,"mfa_ok",,"{""uuid"":""AONGS2F7BFFPNG2LBTFMRH562Q"",""name"":""John Doe"",""email"":""john.doe@nedscaper.com""}","{""app_name"":""1Password Browser Extension"",""app_version"":""21600103"",""platform_name"":""Microsoft Edge"",""platform_version"":""118.0.2088.61"",""os_name"":""Windows"",""os_version"":""11.0"",""ip_address"":""84.107.91.84""}","{""country"":""NL"",""region"":""Utrecht"",""city"":""Vleuten"",""latitude"":52.095,""longitude"":5.0099}",,,,,,,,,,,,signinattempts,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
,"11/23/2023, 5:10:29.821 PM",3CBGKNL555ED5KT5YMGCJDVD3E,2DFD5EZTC5HABOE5ZIIWGM5YTQ,"11/1/2023, 12:34:28.887 PM",NL,success,"mfa_ok",,"{""uuid"":""O2FWP7N6XBHSXFV6J6I7MPGPGE"",""name"":""Nedscaper"",""email"":""zvr5j4feyjt5e@nedscaper.com""}","{""app_name"":""1Password Browser Extension"",""app_version"":""21600103"",""platform_name"":""Microsoft Edge"",""platform_version"":""118.0.2088.46"",""os_name"":""Windows"",""os_version"":""11.0"",""ip_address"":""84.86.250.81""}","{""country"":""NL"",""region"":""Gelderland"",""city"":""Elburg"",""latitude"":52.4459,""longitude"":5.8477}",,,,,,,,,,,,signinattempts,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
,"11/23/2023, 5:10:29.821 PM",3AUJYW7AEZECFPMOL4FPO6GVHI,J3HSNRJIKNGHRNYSJXNEIXXLS4,"11/1/2023, 12:39:54.315 PM",NL,"credentials_failed","password_secret_bad",,"{""uuid"":""QD3Q2WVSVZFHZMC3O6HY3VSC6Y"",""name"":""Ned Flanders"",""email"":""ned.flanders@nedscaper.com""}","{""app_name"":""1Password for Windows"",""app_version"":""81018040"",""platform_name"":""LT-NLD-KUV"",""platform_version"":""Unknown"",""os_name"":""Windows"",""os_version"":""10.0.2009"",""ip_address"":""84.86.250.81""}","{""country"":""NL"",""region"":""Gelderland"",""city"":""Elburg"",""latitude"":52.4459,""longitude"":5.8477}",,,,,,,,,,,,signinattempts,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
,"11/23/2023, 5:10:29.821 PM",NBSD2F56QNEUDFEBJKSP2ORHCU,LK7FPVBUY5BA3J3H35YLJCMLQM,"11/1/2023, 12:40:47.856 PM",NL,"credentials_failed","password_secret_bad",,"{""uuid"":""QD3Q2WVSVZFHZMC3O6HY3VSC6Y"",""name"":""Ned Flanders"",""email"":""ned.flanders@nedscaper.com""}","{""app_name"":""1Password Browser Extension"",""app_version"":""21600103"",""platform_name"":""Microsoft Edge"",""platform_version"":""118.0.2088.46"",""os_name"":""Windows"",""os_version"":""11.0"",""ip_address"":""84.86.250.81""}","{""country"":""NL"",""region"":""Gelderland"",""city"":""Elburg"",""latitude"":52.4459,""longitude"":5.8477}",,,,,,,,,,,,signinattempts,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
,"11/23/2023, 5:10:29.821 PM",OMGO5SEBQJFBRMI3HB44PUFD4Q,AKEIEPC4CBHN7BLKUGZ7UQWFQE,"11/1/2023, 12:42:08.051 PM",NL,success,"mfa_ok",,"{""uuid"":""QD3Q2WVSVZFHZMC3O6HY3VSC6Y"",""name"":""Ned Flanders"",""email"":""ned.flanders@nedscaper.com""}","{""app_name"":""1Password Browser Extension"",""app_version"":""21600103"",""platform_name"":""Microsoft Edge"",""platform_version"":""118.0.2088.46"",""os_name"":""Windows"",""os_version"":""11.0"",""ip_address"":""84.86.250.81""}","{""country"":""NL"",""region"":""Gelderland"",""city"":""Elburg"",""latitude"":52.4459,""longitude"":5.8477}",,,,,,,,,,,,signinattempts,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
,"11/23/2023, 5:10:29.821 PM",UNFWAMDLUNEPLFADJ2CQRLSD4I,IHR7JCPAWZHQRLD6PNF7IY7TAM,"11/1/2023, 12:42:21.190 PM",NL,success,"mfa_ok",,"{""uuid"":""QD3Q2WVSVZFHZMC3O6HY3VSC6Y"",""name"":""Ned Flanders"",""email"":""ned.flanders@nedscaper.com""}","{""app_name"":""1Password Browser Extension"",""app_version"":""21600103"",""platform_name"":""Microsoft Edge"",""platform_version"":""118.0.2088.46"",""os_name"":""Windows"",""os_version"":""11.0"",""ip_address"":""84.86.250.81""}","{""country"":""NL"",""region"":""Gelderland"",""city"":""Elburg"",""latitude"":52.4459,""longitude"":5.8477}",,,,,,,,,,,,signinattempts,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
,"11/23/2023, 5:10:29.821 PM",CJ7KUFWW4RGRBKEIOO6ODRI4G4,Q7FWUU6H2FBOLCANRV5IUFMXQE,"11/1/2023, 12:37:49.387 PM",NL,"mfa_failed","totp_timeout",,"{""uuid"":""O2FWP7N6XBHSXFV6J6I7MPGPGE"",""name"":""Nedscaper"",""email"":""zvr5j4feyjt5e@nedscaper.com""}","{""app_name"":""1Password for Windows"",""app_version"":""81018040"",""platform_name"":""LT-NLD-KUV"",""platform_version"":""Unknown"",""os_name"":""Windows"",""os_version"":""10.0.2009"",""ip_address"":""84.86.250.81""}","{""country"":""NL"",""region"":""Gelderland"",""city"":""Elburg"",""latitude"":52.4459,""longitude"":5.8477}",,,,,,,,,,,,signinattempts,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
,"11/23/2023, 5:10:29.821 PM",E5RXVH6SRZH7RPN7VBXGLY2BC4,BD6UVXI32NE47GZWH2IHBHVV4Q,"11/1/2023, 12:42:52.400 PM",NL,success,"mfa_ok",,"{""uuid"":""QD3Q2WVSVZFHZMC3O6HY3VSC6Y"",""name"":""Ned Flanders"",""email"":""ned.flanders@nedscaper.com""}","{""app_name"":""1Password for Windows"",""app_version"":""81018040"",""platform_name"":""LT-NLD-KUV"",""platform_version"":""Unknown"",""os_name"":""Windows"",""os_version"":""10.0.2009"",""ip_address"":""84.86.250.81""}","{""country"":""NL"",""region"":""Gelderland"",""city"":""Elburg"",""latitude"":52.4459,""longitude"":5.8477}",,,,,,,,,,,,signinattempts,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
,"11/23/2023, 5:10:29.821 PM",5PT7OF42NJEPJC4R2APK4SR23Y,6VHSUXFYAVHNRAAW22HGQAKYCU,"11/1/2023, 12:44:48.069 PM",NL,success,"mfa_ok",,"{""uuid"":""O2FWP7N6XBHSXFV6J6I7MPGPGE"",""name"":""Nedscaper"",""email"":""zvr5j4feyjt5e@nedscaper.com""}","{""app_name"":""1Password Browser Extension"",""app_version"":""21600103"",""platform_name"":""Microsoft Edge"",""platform_version"":""118.0.2088.46"",""os_name"":""Windows"",""os_version"":""11.0"",""ip_address"":""84.86.250.81""}","{""country"":""NL"",""region"":""Gelderland"",""city"":""Elburg"",""latitude"":52.4459,""longitude"":5.8477}",,,,,,,,,,,,signinattempts,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
,"11/23/2023, 5:10:29.821 PM",ZXGAAPVTRVFMXASR55O3IKNE7A,KSBZL22JLZHQ5DNJN7XI7APGCY,"11/1/2023, 12:40:29.531 PM",NL,"mfa_failed",unknown,,"{""uuid"":""QD3Q2WVSVZFHZMC3O6HY3VSC6Y"",""name"":""Ned Flanders"",""email"":""ned.flanders@nedscaper.com""}","{""app_name"":""1Password for Windows"",""app_version"":""81018040"",""platform_name"":""LT-NLD-KUV"",""platform_version"":""Unknown"",""os_name"":""Windows"",""os_version"":""10.0.2009"",""ip_address"":""84.86.250.81""}","{""country"":""NL"",""region"":""Gelderland"",""city"":""Elburg"",""latitude"":52.4459,""longitude"":5.8477}",,,,,,,,,,,,signinattempts,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
,"11/23/2023, 5:10:29.821 PM",YWXWLEU6TNBPVNZJITF6S5HEBY,4PSSIW5IERE33MMZY7DO6MLKTI,"11/1/2023, 12:45:53.521 PM",NL,success,"mfa_ok",,"{""uuid"":""QD3Q2WVSVZFHZMC3O6HY3VSC6Y"",""name"":""Ned Flanders"",""email"":""ned.flanders@nedscaper.com""}","{""app_name"":""1Password Browser Extension"",""app_version"":""21600103"",""platform_name"":""Microsoft Edge"",""platform_version"":""118.0.2088.46"",""os_name"":""Windows"",""os_version"":""11.0"",""ip_address"":""84.86.250.81""}","{""country"":""NL"",""region"":""Gelderland"",""city"":""Elburg"",""latitude"":52.4459,""longitude"":5.8477}",,,,,,,,,,,,signinattempts,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
,"11/23/2023, 5:10:29.821 PM",2VZOIHLDEZGSLDGV3QV4QJAMSM,GJMC6SDJ3JGKPIYCLRJQEGC6TM,"11/1/2023, 12:46:44.801 PM",NL,success,"mfa_ok",,"{""uuid"":""QD3Q2WVSVZFHZMC3O6HY3VSC6Y"",""name"":""Ned Flanders"",""email"":""ned.flanders@nedscaper.com""}","{""app_name"":""1Password for Windows"",""app_version"":""81018040"",""platform_name"":""LT-NLD-KUV"",""platform_version"":""Unknown"",""os_name"":""Windows"",""os_version"":""10.0.2009"",""ip_address"":""84.86.250.81""}","{""country"":""NL"",""region"":""Gelderland"",""city"":""Elburg"",""latitude"":52.4459,""longitude"":5.8477}",,,,,,,,,,,,signinattempts,"53ded43d-1bc4-44b9-94cb-4a818c9f7b94","OnePasswordEventLogs_CL",
