SourceSystem,"TimeGenerated [UTC]","uuid_s","session_uuid","timestamp [UTC]",country,category,"action_type",details,"target_user",client,location,"actor_uuid","actor_details",action,"object_type","object_uuid","object_details","aux_id","aux_uuid","aux_details","aux_info",session,"used_version","vault_uuid","item_uuid",user,"log_source",TenantId,Type,"_ResourceId"
,"1/8/2024, 8:25:30.820 PM",SSK34QUFPFCCVDBQYPFTPUYW4M,BCZT2IRVRFHITJYTXOIUGYFAGY,"12/22/2023, 8:16:31.920 AM",NL,success,"credentials_ok",,"{""uuid"":""AVHAFAP4PRDF5K3724I67N3CEU"",""name"":""Automated User Provisioning"",""email"":""zkv4c3mauxjbw@1passwordserviceaccounts.com""}","{""app_name"":""1Password SCIM Bridge"",""app_version"":""208041"",""platform_name"":""op-scim-bridge-con-app--v4rpius-5fdcf8bf46-4vt4q"",""platform_version"":""amd64"",""os_name"":""Linux"",""os_version"":""11"",""ip_address"":""4.175.88.205""}","{""country"":""NL"",""region"":""North Holland"",""city"":""Amsterdam"",""latitude"":52.3716,""longitude"":4.8883}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"1/8/2024, 8:25:30.820 PM",RRQU2N55UNAELGIFOHBWHFS4JY,7T7TKSDN6RAPBASDDBNMZ6XC2M,"12/22/2023, 10:22:46.334 AM",NL,success,"credentials_ok",,"{""uuid"":""AVHAFAP4PRDF5K3724I67N3CEU"",""name"":""Automated User Provisioning"",""email"":""zkv4c3mauxjbw@1passwordserviceaccounts.com""}","{""app_name"":""1Password SCIM Bridge"",""app_version"":""208041"",""platform_name"":""op-scim-bridge-con-app--v4rpius-5fdcf8bf46-qc2jt"",""platform_version"":""amd64"",""os_name"":""Linux"",""os_version"":""11"",""ip_address"":""4.175.89.19""}","{""country"":""NL"",""region"":""North Holland"",""city"":""Amsterdam"",""latitude"":52.3716,""longitude"":4.8883}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"1/8/2024, 8:25:30.820 PM",6NFAOP4BJRAOLKGA4RQ3B4LXVI,4SIXX3ZVPRBZ5FO7FU5ER62HHA,"12/22/2023, 10:22:47.553 AM",NL,success,"credentials_ok",,"{""uuid"":""AVHAFAP4PRDF5K3724I67N3CEU"",""name"":""Automated User Provisioning"",""email"":""zkv4c3mauxjbw@1passwordserviceaccounts.com""}","{""app_name"":""1Password SCIM Bridge"",""app_version"":""208041"",""platform_name"":""op-scim-bridge-con-app--v4rpius-5fdcf8bf46-qc2jt"",""platform_version"":""amd64"",""os_name"":""Linux"",""os_version"":""11"",""ip_address"":""4.175.89.19""}","{""country"":""NL"",""region"":""North Holland"",""city"":""Amsterdam"",""latitude"":52.3716,""longitude"":4.8883}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"1/8/2024, 8:25:30.820 PM",YWM3KO5K7VGDLNTX43OKMGQUQI,FEC7Z27PUZFELFH6QPFA4M3UMI,"12/22/2023, 10:22:47.556 AM",NL,success,"credentials_ok",,"{""uuid"":""AVHAFAP4PRDF5K3724I67N3CEU"",""name"":""Automated User Provisioning"",""email"":""zkv4c3mauxjbw@1passwordserviceaccounts.com""}","{""app_name"":""1Password SCIM Bridge"",""app_version"":""208041"",""platform_name"":""op-scim-bridge-con-app--v4rpius-5fdcf8bf46-qc2jt"",""platform_version"":""amd64"",""os_name"":""Linux"",""os_version"":""11"",""ip_address"":""4.175.89.19""}","{""country"":""NL"",""region"":""North Holland"",""city"":""Amsterdam"",""latitude"":52.3716,""longitude"":4.8883}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"1/8/2024, 8:25:30.820 PM",CBHIBPDD7VADTIEJCBURUBPHEY,4ZK2M2X2YVHFFD2JZHUQRYLNUU,"12/22/2023, 2:21:00.492 PM",NL,success,"mfa_ok",,"{""uuid"":""54SFBG7JOJEQRKEY5TQ7JXRFVA"",""name"":""Gus Fring"",""email"":""gus.fring@securehats.nl""}","{""app_name"":""1Password for iOS"",""app_version"":""81022040"",""platform_name"":""iPhone"",""platform_version"":""iPhone16,1 (D83AP)"",""os_name"":""iOS"",""os_version"":""17.1.2"",""ip_address"":""84.241.198.161""}","{""country"":""NL"",""region"":""North Holland"",""city"":""Amsterdam"",""latitude"":52.3595,""longitude"":4.8686}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"1/8/2024, 8:25:30.820 PM",4Z5H3NO5GFEULDVOVDPCG3YTMA,WMUYGN7ZDBGLBKIN35RBPXRAV4,"12/22/2023, 3:35:37.223 PM",NL,success,"credentials_ok",,"{""uuid"":""AVHAFAP4PRDF5K3724I67N3CEU"",""name"":""Automated User Provisioning"",""email"":""zkv4c3mauxjbw@1passwordserviceaccounts.com""}","{""app_name"":""1Password SCIM Bridge"",""app_version"":""208041"",""platform_name"":""op-scim-bridge-con-app--v4rpius-6cd884f89-4gwhp"",""platform_version"":""amd64"",""os_name"":""Linux"",""os_version"":""11"",""ip_address"":""4.175.89.19""}","{""country"":""NL"",""region"":""North Holland"",""city"":""Amsterdam"",""latitude"":52.3716,""longitude"":4.8883}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"1/8/2024, 8:25:30.820 PM",LDA5MJGMTZCEJKUAJT2UDNCHYE,2XJGYMTCGVGIZLBIZAT646WNI4,"12/22/2023, 3:35:38.382 PM",NL,success,"credentials_ok",,"{""uuid"":""AVHAFAP4PRDF5K3724I67N3CEU"",""name"":""Automated User Provisioning"",""email"":""zkv4c3mauxjbw@1passwordserviceaccounts.com""}","{""app_name"":""1Password SCIM Bridge"",""app_version"":""208041"",""platform_name"":""op-scim-bridge-con-app--v4rpius-6cd884f89-4gwhp"",""platform_version"":""amd64"",""os_name"":""Linux"",""os_version"":""11"",""ip_address"":""4.175.89.19""}","{""country"":""NL"",""region"":""North Holland"",""city"":""Amsterdam"",""latitude"":52.3716,""longitude"":4.8883}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"1/8/2024, 8:25:30.820 PM",7GJEECYLJZFPJBSTBXVHQKX7AE,HEFN3DIYTZCNZAQD7SSFI72IM4,"12/22/2023, 3:35:38.453 PM",NL,success,"credentials_ok",,"{""uuid"":""AVHAFAP4PRDF5K3724I67N3CEU"",""name"":""Automated User Provisioning"",""email"":""zkv4c3mauxjbw@1passwordserviceaccounts.com""}","{""app_name"":""1Password SCIM Bridge"",""app_version"":""208041"",""platform_name"":""op-scim-bridge-con-app--v4rpius-6cd884f89-4gwhp"",""platform_version"":""amd64"",""os_name"":""Linux"",""os_version"":""11"",""ip_address"":""4.175.89.19""}","{""country"":""NL"",""region"":""North Holland"",""city"":""Amsterdam"",""latitude"":52.3716,""longitude"":4.8883}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"1/8/2024, 8:25:30.820 PM",RATGL2TRO5BZTMPK4BWUURBOAI,VUFR6U3UOVHLFIBKNEPDXA4634,"12/25/2023, 12:47:48.037 PM",NL,success,"mfa_ok",,"{""uuid"":""54SFBG7JOJEQRKEY5TQ7JXRFVA"",""name"":""Gus Fring"",""email"":""gus.fring@securehats.nl""}","{""app_name"":""1Password for iOS"",""app_version"":""81022040"",""platform_name"":""iPhone"",""platform_version"":""iPhone16,1 (D83AP)"",""os_name"":""iOS"",""os_version"":""17.1.2"",""ip_address"":""84.241.193.225""}","{""country"":""NL"",""region"":""North Holland"",""city"":""Amsterdam"",""latitude"":52.3601,""longitude"":4.9218}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"1/8/2024, 8:25:30.820 PM",4RTMDX7MJZFDFLKQCYAGASVWG4,SN3PIT5NCRFPJMUDJ4H4XYIGKY,"12/25/2023, 10:41:27.719 PM",NL,success,"credentials_ok",,"{""uuid"":""AVHAFAP4PRDF5K3724I67N3CEU"",""name"":""Automated User Provisioning"",""email"":""zkv4c3mauxjbw@1passwordserviceaccounts.com""}","{""app_name"":""1Password SCIM Bridge"",""app_version"":""208041"",""platform_name"":""op-scim-bridge-con-app--v4rpius-6cd884f89-dbbtd"",""platform_version"":""amd64"",""os_name"":""Linux"",""os_version"":""11"",""ip_address"":""4.175.89.19""}","{""country"":""NL"",""region"":""North Holland"",""city"":""Amsterdam"",""latitude"":52.3716,""longitude"":4.8883}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"1/8/2024, 8:25:30.820 PM",MIRW57TVC5AJLKILUYOCAVN7KA,O44NVHXD4RFXTNPBGNTMVOHXO4,"12/25/2023, 10:41:28.793 PM",NL,success,"credentials_ok",,"{""uuid"":""AVHAFAP4PRDF5K3724I67N3CEU"",""name"":""Automated User Provisioning"",""email"":""zkv4c3mauxjbw@1passwordserviceaccounts.com""}","{""app_name"":""1Password SCIM Bridge"",""app_version"":""208041"",""platform_name"":""op-scim-bridge-con-app--v4rpius-6cd884f89-dbbtd"",""platform_version"":""amd64"",""os_name"":""Linux"",""os_version"":""11"",""ip_address"":""4.175.89.19""}","{""country"":""NL"",""region"":""North Holland"",""city"":""Amsterdam"",""latitude"":52.3716,""longitude"":4.8883}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"1/8/2024, 8:25:30.820 PM",YRDAYQZ5QFGQ3FOI7BSRN26KTM,U5GD4QWXLJEW7CORCGKAN2CJOE,"12/25/2023, 10:41:28.904 PM",NL,success,"credentials_ok",,"{""uuid"":""AVHAFAP4PRDF5K3724I67N3CEU"",""name"":""Automated User Provisioning"",""email"":""zkv4c3mauxjbw@1passwordserviceaccounts.com""}","{""app_name"":""1Password SCIM Bridge"",""app_version"":""208041"",""platform_name"":""op-scim-bridge-con-app--v4rpius-6cd884f89-dbbtd"",""platform_version"":""amd64"",""os_name"":""Linux"",""os_version"":""11"",""ip_address"":""4.175.89.19""}","{""country"":""NL"",""region"":""North Holland"",""city"":""Amsterdam"",""latitude"":52.3716,""longitude"":4.8883}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"1/8/2024, 8:25:30.820 PM",RBIRGWFNSJFIHCMCSASII6SLXE,YSK7EQ37IZDTTBPNBJSAVGMG5M,"12/27/2023, 9:13:01.458 AM",NL,success,"credentials_ok",,"{""uuid"":""AVHAFAP4PRDF5K3724I67N3CEU"",""name"":""Automated User Provisioning"",""email"":""zkv4c3mauxjbw@1passwordserviceaccounts.com""}","{""app_name"":""1Password SCIM Bridge"",""app_version"":""208041"",""platform_name"":""op-scim-bridge-con-app--v4rpius-6cd884f89-dbbtd"",""platform_version"":""amd64"",""os_name"":""Linux"",""os_version"":""11"",""ip_address"":""4.175.89.19""}","{""country"":""NL"",""region"":""North Holland"",""city"":""Amsterdam"",""latitude"":52.3716,""longitude"":4.8883}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"1/8/2024, 8:25:30.820 PM",E6PUJT2QZRFQPN5DEJXLJHUQUA,KPE3VET7HVEQHGZDEH5YRAJJMI,"12/27/2023, 2:29:53.307 PM",NL,success,"mfa_ok",,"{""uuid"":""54SFBG7JOJEQRKEY5TQ7JXRFVA"",""name"":""Gus Fring"",""email"":""gus.fring@securehats.nl""}","{""app_name"":""1Password for iOS"",""app_version"":""81022040"",""platform_name"":""iPhone"",""platform_version"":""iPhone16,1 (D83AP)"",""os_name"":""iOS"",""os_version"":""17.1.2"",""ip_address"":""89.205.129.36""}","{""country"":""NL"",""region"":""North Holland"",""city"":""Amsterdam"",""latitude"":52.3719,""longitude"":4.8829}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"1/8/2024, 8:25:30.820 PM",2SU6AGYXO5DAVJ6R6VDFWTAXLY,MK6QHILI4JHWTO3ESOTJX2CPBQ,"12/28/2023, 2:50:24.270 PM",NL,"credentials_failed","password_secret_bad",,"{""uuid"":""ZOMBFTD7YZA6ZKPY7SF22LGVQE"",""name"":""Arthur Shelby"",""email"":""arthur.shelby@securehats.nl""}","{""app_name"":""1Password Browser Extension"",""app_version"":""21800201"",""platform_name"":""Microsoft Edge"",""platform_version"":""120.0.2210.77"",""os_name"":""Windows"",""os_version"":""11.0"",""ip_address"":""86.81.19.24""}","{""country"":""NL"",""region"":""North Brabant"",""city"":""Uden"",""latitude"":51.6532,""longitude"":5.6266}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"1/8/2024, 8:25:30.820 PM",VMLDFRI57NAALD4TKSWKAAVIIY,FT2JOCZ6MZB6LH4HFICVZD2T6U,"12/28/2023, 2:50:32.461 PM",NL,"credentials_failed","password_secret_bad",,"{""uuid"":""ZOMBFTD7YZA6ZKPY7SF22LGVQE"",""name"":""Arthur Shelby"",""email"":""arthur.shelby@securehats.nl""}","{""app_name"":""1Password Browser Extension"",""app_version"":""21800201"",""platform_name"":""Microsoft Edge"",""platform_version"":""120.0.2210.77"",""os_name"":""Windows"",""os_version"":""11.0"",""ip_address"":""86.81.19.24""}","{""country"":""NL"",""region"":""North Brabant"",""city"":""Uden"",""latitude"":51.6532,""longitude"":5.6266}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"1/8/2024, 8:25:30.820 PM",5H32QCFDAFFDZJNHXB4C5AZFAI,SVEFMYS3Z5GXNATELVSOTZALIQ,"12/28/2023, 4:11:16.941 PM",NL,success,"mfa_ok",,"{""uuid"":""54SFBG7JOJEQRKEY5TQ7JXRFVA"",""name"":""Gus Fring"",""email"":""gus.fring@securehats.nl""}","{""app_name"":""1Password for iOS"",""app_version"":""81022040"",""platform_name"":""iPhone"",""platform_version"":""iPhone16,1 (D83AP)"",""os_name"":""iOS"",""os_version"":""17.1.2"",""ip_address"":""2a02:a46d:20c8:1:10d6:23b8:92b9:aeeb""}","{""country"":""NL"",""region"":""Limburg"",""city"":""Roermond"",""latitude"":51.1949,""longitude"":6.0124}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"1/8/2024, 8:25:30.820 PM",ZRTPOQ4UNFENRJNSUPBFNIGSIU,2U5PEG6DFVGV7B42K6EWMDJATQ,"12/29/2023, 9:54:21.753 AM",NL,success,"mfa_ok",,"{""uuid"":""54SFBG7JOJEQRKEY5TQ7JXRFVA"",""name"":""Gus Fring"",""email"":""gus.fring@securehats.nl""}","{""app_name"":""1Password for iOS"",""app_version"":""81022040"",""platform_name"":""iPhone"",""platform_version"":""iPhone16,1 (D83AP)"",""os_name"":""iOS"",""os_version"":""17.1.2"",""ip_address"":""2a02:a46d:20c8:1:4017:2344:ec2d:e01c""}","{""country"":""NL"",""region"":""Limburg"",""city"":""Roermond"",""latitude"":51.1949,""longitude"":6.0124}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"1/8/2024, 8:25:30.820 PM",6EFHIHUPDNHSNBOKAZV3SONUIQ,TPEL6PQ42VGUPJPYSBN7LEWGRU,"12/29/2023, 9:54:39.614 AM",NL,success,"mfa_ok",,"{""uuid"":""54SFBG7JOJEQRKEY5TQ7JXRFVA"",""name"":""Gus Fring"",""email"":""gus.fring@securehats.nl""}","{""app_name"":""1Password for iOS"",""app_version"":""81022040"",""platform_name"":""iPhone"",""platform_version"":""iPhone16,1 (D83AP)"",""os_name"":""iOS"",""os_version"":""17.1.2"",""ip_address"":""2a02:a46d:20c8:1:4017:2344:ec2d:e01c""}","{""country"":""NL"",""region"":""Limburg"",""city"":""Roermond"",""latitude"":51.1949,""longitude"":6.0124}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"1/8/2024, 8:25:30.820 PM",TQOJJIOLXRDOJBLQ5ZVGEYUXN4,ZRWHTVI7H5DMPETOFUEKLSNH3E,"12/30/2023, 12:46:58.691 PM",NL,success,"mfa_ok",,"{""uuid"":""54SFBG7JOJEQRKEY5TQ7JXRFVA"",""name"":""Gus Fring"",""email"":""gus.fring@securehats.nl""}","{""app_name"":""1Password for iOS"",""app_version"":""81022040"",""platform_name"":""iPhone"",""platform_version"":""iPhone16,1 (D83AP)"",""os_name"":""iOS"",""os_version"":""17.1.2"",""ip_address"":""2001:1c02:e:b200:35f0:5150:b3a0:cca6""}","{""country"":""NL"",""region"":""Utrecht"",""city"":""Baarn"",""latitude"":52.2041,""longitude"":5.2827}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"1/8/2024, 8:25:30.820 PM",EGGR5CU5HNCHHLF4HRNMEDMYGA,DOLJZSPLGFEI5JQMW5YVIO5GO4,"1/1/2024, 10:13:18.857 PM",NL,success,"credentials_ok",,"{""uuid"":""AVHAFAP4PRDF5K3724I67N3CEU"",""name"":""Automated User Provisioning"",""email"":""zkv4c3mauxjbw@1passwordserviceaccounts.com""}","{""app_name"":""1Password SCIM Bridge"",""app_version"":""208041"",""platform_name"":""op-scim-bridge-con-app--v4rpius-6cd884f89-dbbtd"",""platform_version"":""amd64"",""os_name"":""Linux"",""os_version"":""11"",""ip_address"":""4.175.89.19""}","{""country"":""NL"",""region"":""North Holland"",""city"":""Amsterdam"",""latitude"":52.3716,""longitude"":4.8883}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"1/8/2024, 8:25:30.820 PM",3GRN4PMTXVGFJA6HKC5EQNTZI4,GMMBOPWHQ5HEXM3ZDF35JSLB6U,"1/1/2024, 10:30:48.875 PM",NL,success,"credentials_ok",,"{""uuid"":""AVHAFAP4PRDF5K3724I67N3CEU"",""name"":""Automated User Provisioning"",""email"":""zkv4c3mauxjbw@1passwordserviceaccounts.com""}","{""app_name"":""1Password SCIM Bridge"",""app_version"":""208041"",""platform_name"":""op-scim-bridge-con-app--v4rpius-6cd884f89-dbbtd"",""platform_version"":""amd64"",""os_name"":""Linux"",""os_version"":""11"",""ip_address"":""4.175.89.19""}","{""country"":""NL"",""region"":""North Holland"",""city"":""Amsterdam"",""latitude"":52.3716,""longitude"":4.8883}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"1/8/2024, 8:25:30.820 PM",VDXR7QUQVVAYBFQVIJWNNYZYM4,WNUZCKLJJRGALMBLLBQHJPTKRI,"1/2/2024, 9:32:42.648 AM",NL,success,"mfa_ok",,"{""uuid"":""54SFBG7JOJEQRKEY5TQ7JXRFVA"",""name"":""Gus Fring"",""email"":""gus.fring@securehats.nl""}","{""app_name"":""1Password for Windows"",""app_version"":""81022040"",""platform_name"":""LAPTOP-I62R144"",""platform_version"":""Unknown"",""os_name"":""Windows"",""os_version"":""10.0.2009"",""ip_address"":""128.94.10.74""}","{""country"":""NL"",""region"":""North Holland"",""city"":""Amsterdam"",""latitude"":52.3716,""longitude"":4.8883}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"1/8/2024, 8:25:30.820 PM",BO4QODNKMZDERBSR6YQTGN7Z3Y,RYETDDIW4BCC3FKH7NEYB2ICPM,"1/2/2024, 11:08:19.874 AM",NL,success,"mfa_ok",,"{""uuid"":""54SFBG7JOJEQRKEY5TQ7JXRFVA"",""name"":""Gus Fring"",""email"":""gus.fring@securehats.nl""}","{""app_name"":""1Password for iOS"",""app_version"":""81023003"",""platform_name"":""iPhone"",""platform_version"":""iPhone16,1 (D83AP)"",""os_name"":""iOS"",""os_version"":""17.1.2"",""ip_address"":""2a02:a46d:20c8:1:d94b:d4fc:4cab:d691""}","{""country"":""NL"",""region"":""Limburg"",""city"":""Roermond"",""latitude"":51.1949,""longitude"":6.0124}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"1/8/2024, 8:25:30.820 PM",JTG42LNW6ZFTVG7V2WONP7DKUA,NTN66FMY4BG6RBEAQDI2PNM5RQ,"1/2/2024, 1:23:01.759 PM",NL,success,"mfa_ok",,"{""uuid"":""QD3Q2WVSVZFHZMC3O6HY3VSC6Y"",""name"":""Walter White"",""email"":""walter.white@securehats.nl""}","{""app_name"":""1Password for Windows"",""app_version"":""81022040"",""platform_name"":""LAPTOP-1FSV0NBD"",""platform_version"":""Unknown"",""os_name"":""Windows"",""os_version"":""10.0.2009"",""ip_address"":""76.75.244.76""}","{""country"":""NL"",""region"":""North Brabant"",""city"":""Rijen"",""latitude"":51.5923,""longitude"":4.9218}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"1/8/2024, 8:25:30.820 PM",TU4U5TJKPRF7TEKUEFGKQNSTYA,C3AXB4DWWJEYPAAIUM6YVGP6AQ,"1/2/2024, 5:16:57.089 PM",NL,success,"mfa_ok",,"{""uuid"":""54SFBG7JOJEQRKEY5TQ7JXRFVA"",""name"":""Gus Fring"",""email"":""gus.fring@securehats.nl""}","{""app_name"":""1Password for iOS"",""app_version"":""81023003"",""platform_name"":""iPhone"",""platform_version"":""iPhone16,1 (D83AP)"",""os_name"":""iOS"",""os_version"":""17.1.2"",""ip_address"":""84.241.197.169""}","{""country"":""NL"",""region"":""Utrecht"",""city"":""Utrecht"",""latitude"":52.0821,""longitude"":5.108}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"1/8/2024, 8:25:30.820 PM",GPMPLRVJVBAVVCPQSV53GBHPDM,RVKBAGYYV5HEJKT7MPSUBAIULM,"1/2/2024, 6:42:27.445 PM",NL,success,"mfa_ok",,"{""uuid"":""54SFBG7JOJEQRKEY5TQ7JXRFVA"",""name"":""Gus Fring"",""email"":""gus.fring@securehats.nl""}","{""app_name"":""1Password for iOS"",""app_version"":""81023003"",""platform_name"":""iPhone"",""platform_version"":""iPhone16,1 (D83AP)"",""os_name"":""iOS"",""os_version"":""17.1.2"",""ip_address"":""2a02:a46d:20c8:1:a436:fa00:f00e:574e""}","{""country"":""NL"",""region"":""North Holland"",""city"":""Laren"",""latitude"":52.2568,""longitude"":5.225}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"1/8/2024, 8:25:30.820 PM",OAYAGS5PENGJJHJ2EIAI5RXDQY,24VDDUG54ZGOBPC7XAJQEFHGRQ,"1/3/2024, 9:09:02.234 AM",NL,success,"credentials_ok",,"{""uuid"":""AVHAFAP4PRDF5K3724I67N3CEU"",""name"":""Automated User Provisioning"",""email"":""zkv4c3mauxjbw@1passwordserviceaccounts.com""}","{""app_name"":""1Password SCIM Bridge"",""app_version"":""208041"",""platform_name"":""op-scim-bridge-con-app--v4rpius-6cd884f89-dbbtd"",""platform_version"":""amd64"",""os_name"":""Linux"",""os_version"":""11"",""ip_address"":""4.175.89.19""}","{""country"":""NL"",""region"":""North Holland"",""city"":""Amsterdam"",""latitude"":52.3716,""longitude"":4.8883}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"1/8/2024, 8:25:30.820 PM",NDU523VVSBF77KL2OFW7I75RQQ,QYBAZ4AZOFA47H3UDYB2N6AWMY,"1/3/2024, 11:38:20.213 AM",NL,success,"mfa_ok",,"{""uuid"":""54SFBG7JOJEQRKEY5TQ7JXRFVA"",""name"":""Gus Fring"",""email"":""gus.fring@securehats.nl""}","{""app_name"":""1Password for Windows"",""app_version"":""81023003"",""platform_name"":""LAPTOP-I62R144"",""platform_version"":""Unknown"",""os_name"":""Windows"",""os_version"":""10.0.2009"",""ip_address"":""128.94.10.106""}","{""country"":""NL"",""region"":""North Holland"",""city"":""Amsterdam"",""latitude"":52.3716,""longitude"":4.8883}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"1/8/2024, 8:25:30.820 PM",2KNFEYX2PJHHDKIAHF7HKSEZAQ,UDDA2DEUDBEY7IL42FQM3UVJKE,"1/3/2024, 1:14:00.900 PM",NL,success,"mfa_ok",,"{""uuid"":""QD3Q2WVSVZFHZMC3O6HY3VSC6Y"",""name"":""Walter White"",""email"":""walter.white@securehats.nl""}","{""app_name"":""1Password for Windows"",""app_version"":""81023003"",""platform_name"":""LAPTOP-1FSV0NBD"",""platform_version"":""Unknown"",""os_name"":""Windows"",""os_version"":""10.0.2009"",""ip_address"":""76.75.244.76""}","{""country"":""NL"",""region"":""North Brabant"",""city"":""Rijen"",""latitude"":51.5923,""longitude"":4.9218}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"1/8/2024, 8:25:30.820 PM",TTGRPNBI5RE7PKZLNHAVY7QHIU,2JERYZS455CLZJFLYPUPLCAWYE,"1/3/2024, 1:14:12.280 PM",NL,success,"mfa_ok",,"{""uuid"":""QD3Q2WVSVZFHZMC3O6HY3VSC6Y"",""name"":""Walter White"",""email"":""walter.white@securehats.nl""}","{""app_name"":""1Password Browser Extension"",""app_version"":""21800201"",""platform_name"":""Edge extension"",""platform_version"":""120.0.2210.61"",""os_name"":""Windows"",""os_version"":""11.0"",""ip_address"":""76.75.244.76""}","{""country"":""NL"",""region"":""North Brabant"",""city"":""Rijen"",""latitude"":51.5923,""longitude"":4.9218}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
,"1/8/2024, 8:25:30.820 PM",OHNFYUIZBRHJRC3VH3N2BSYWUA,IOIGJE5MHRFX3LTGATIEGKMVVI,"1/3/2024, 1:14:14.253 PM",NL,success,"mfa_ok",,"{""uuid"":""QD3Q2WVSVZFHZMC3O6HY3VSC6Y"",""name"":""Walter White"",""email"":""walter.white@securehats.nl""}","{""app_name"":""1Password Browser Extension"",""app_version"":""21800201"",""platform_name"":""Edge extension"",""platform_version"":""120.0.2210.61"",""os_name"":""Windows"",""os_version"":""11.0"",""ip_address"":""76.75.244.76""}","{""country"":""NL"",""region"":""North Brabant"",""city"":""Rijen"",""latitude"":51.5923,""longitude"":4.9218}",,,,,,,,,,,,,,,,signinattempts,"67c96ccd-6092-48a4-a942-ac81d08a4c51","OnePasswordEventLogs_CL",
