Entity,Pattern,Field,Value,Comment
Connector,GCPMonitorDataConnector,additional_information,📖 **Setup Guide:** [Google Cloud Platform connectors](https://learn.microsoft.com/azure/sentinel/connect-google-cloud-platform) - Connect GCP logs to Microsoft Sentinel,
Connector,GCPPub/SubAuditLogs,additional_information,📖 **Setup Guide:** [Google Cloud Platform connectors](https://learn.microsoft.com/azure/sentinel/connect-google-cloud-platform) - Connect GCP logs to Microsoft Sentinel,
Connector,GoogleSCCDefinition,additional_information,📖 **Setup Guide:** [Google Cloud Platform connectors](https://learn.microsoft.com/azure/sentinel/connect-google-cloud-platform) - Connect GCP logs to Microsoft Sentinel,
Connector,AzureActiveDirectory,additional_information,📖 **Setup Guide:** [Microsoft Entra connector](https://learn.microsoft.com/azure/sentinel/connect-azure-active-directory) - Connect Microsoft Entra ID logs to Microsoft Sentinel,Microsoft Entra ID Documentation
Connector,MicrosoftDefenderForCloudTenantBased,additional_information,📖 **Setup Guide:** [Microsoft Defender for Cloud connector](https://learn.microsoft.com/azure/sentinel/connect-defender-for-cloud) - Connect Defender for Cloud alerts to Microsoft Sentinel,Microsoft Defender for Cloud Documentation
Connector,MicrosoftThreatProtection,additional_information,📖 **Setup Guide:** [Microsoft Defender XDR connector](https://learn.microsoft.com/azure/sentinel/connect-microsoft-365-defender) - Connect Defender XDR data to Microsoft Sentinel,Microsoft Defender XDR Documentation
Connector,MicrosoftAzurePurview,additional_information,📖 **Setup Guide:** [Integrate Microsoft Purview](https://learn.microsoft.com/azure/sentinel/purview-solution) - Integrate Microsoft Purview with Microsoft Sentinel,Microsoft Purview Documentation
Connector,MicrosoftPurviewInformationProtection,additional_information,📖 **Setup Guide:** [Microsoft Purview Information Protection](https://learn.microsoft.com/azure/sentinel/connect-microsoft-purview) - Connect Purview Information Protection data to Microsoft Sentinel,
Connector,WindowsSecurityEvents,additional_information,📖 **Setup Guide:** [Windows security events via AMA](https://learn.microsoft.com/azure/sentinel/data-connectors-reference#windows-security-events-via-ama) - Collect Windows security events using Azure Monitor Agent,Windows Security Events Documentation
additional_connector,AzureVirtualDesktop,additional_information,📖 **Setup Guide:** [Azure Virtual Desktop](https://learn.microsoft.com/azure/sentinel/connect-azure-virtual-desktop) - Connect Azure Virtual Desktop logs to Microsoft Sentinel,Reserved for future use - no dedicated connector exists yet
Solution,Amazon\ Web\ Services,additional_information,📖 **Setup Guide:** [Connect Microsoft Sentinel to AWS](https://learn.microsoft.com/azure/sentinel/connect-aws-configure-environment) - Configure your AWS environment for Microsoft Sentinel integration,AWS Documentation
Solution,Amazon\ Web\ Services,additional_information,📖 **Related Documentation:** [AWS service logs](https://learn.microsoft.com/azure/sentinel/connect-aws) - Ingest AWS service logs into Microsoft Sentinel,
Solution,Amazon\ Web\ Services,additional_information,📖 **Related Documentation:** [Enable attack disruption on AWS](https://learn.microsoft.com/azure/sentinel/aws-disruption) - Configure automatic attack disruption for AWS,
Solution,Amazon\ Web\ Services,additional_information,📖 **Troubleshooting:** [Troubleshoot AWS S3 connector issues](https://learn.microsoft.com/azure/sentinel/aws-s3-troubleshoot) - Resolve common AWS S3 connector problems,
Solution,AWS\ CloudFront,additional_information,📖 **Setup Guide:** [Connect Microsoft Sentinel to AWS](https://learn.microsoft.com/azure/sentinel/connect-aws-configure-environment) - Configure your AWS environment for Microsoft Sentinel integration,AWS CloudFront Documentation
Solution,AWS\ Security\ Hub,additional_information,📖 **Setup Guide:** [Connect Microsoft Sentinel to AWS](https://learn.microsoft.com/azure/sentinel/connect-aws-configure-environment) - Configure your AWS environment for Microsoft Sentinel integration,AWS Security Hub Documentation
Solution,AWS\ VPC\ Flow\ Logs,additional_information,📖 **Setup Guide:** [Connect Microsoft Sentinel to AWS](https://learn.microsoft.com/azure/sentinel/connect-aws-configure-environment) - Configure your AWS environment for Microsoft Sentinel integration,AWS VPC Flow Logs Documentation
Solution,AWS\ VPC\ Flow\ Logs,additional_information,📖 **Troubleshooting:** [Troubleshoot AWS S3 connector issues](https://learn.microsoft.com/azure/sentinel/aws-s3-troubleshoot) - Resolve common AWS S3 connector problems,
Solution,AWS_AccessLogs,additional_information,📖 **Setup Guide:** [Connect Microsoft Sentinel to AWS](https://learn.microsoft.com/azure/sentinel/connect-aws-configure-environment) - Configure your AWS environment for Microsoft Sentinel integration,AWS Access Logs Documentation
Solution,AWS_AccessLogs,additional_information,📖 **Troubleshooting:** [Troubleshoot AWS S3 connector issues](https://learn.microsoft.com/azure/sentinel/aws-s3-troubleshoot) - Resolve common AWS S3 connector problems,
Solution,Amazon\ Web\ Services\ NetworkFirewall,additional_information,📖 **Setup Guide:** [Connect Microsoft Sentinel to AWS](https://learn.microsoft.com/azure/sentinel/connect-aws-configure-environment) - Configure your AWS environment for Microsoft Sentinel integration,AWS Network Firewall Documentation
Solution,Amazon\ Web\ Services\ Route\ 53,additional_information,📖 **Setup Guide:** [Connect Microsoft Sentinel to AWS](https://learn.microsoft.com/azure/sentinel/connect-aws-configure-environment) - Configure your AWS environment for Microsoft Sentinel integration,AWS Route 53 Documentation
Solution,CiscoASA,additional_information,📖 **Setup Guide:** [Cisco firewalls connector](https://learn.microsoft.com/azure/sentinel/cisco-ftd-firewall) - Connect Cisco ASA and Firepower firewalls to Microsoft Sentinel,Cisco ASA Documentation
Solution,Cisco\ Firepower\ EStreamer,additional_information,📖 **Setup Guide:** [Cisco firewalls connector](https://learn.microsoft.com/azure/sentinel/cisco-ftd-firewall) - Connect Cisco ASA and Firepower firewalls to Microsoft Sentinel,Cisco Firepower Documentation
Solution,Google\ Cloud\ Platform\ Audit\ Logs,additional_information,📖 **Setup Guide:** [Google Cloud Platform connectors](https://learn.microsoft.com/azure/sentinel/connect-google-cloud-platform) - Connect GCP logs to Microsoft Sentinel,GCP Audit Logs Documentation
Solution,Google\ Cloud\ Platform\ Cloud\ Monitoring,additional_information,📖 **Setup Guide:** [Google Cloud Platform connectors](https://learn.microsoft.com/azure/sentinel/connect-google-cloud-platform) - Connect GCP logs to Microsoft Sentinel,GCP Cloud Monitoring Documentation
Solution,Google\ Cloud\ Platform\ Security\ Command\ Center,additional_information,📖 **Setup Guide:** [Google Cloud Platform connectors](https://learn.microsoft.com/azure/sentinel/connect-google-cloud-platform) - Connect GCP logs to Microsoft Sentinel,GCP Security Command Center Documentation
Solution,GoogleCloudPlatformDNS,additional_information,📖 **Setup Guide:** [Google Cloud Platform connectors](https://learn.microsoft.com/azure/sentinel/connect-google-cloud-platform) - Connect GCP logs to Microsoft Sentinel,GCP DNS Documentation
Solution,GoogleCloudPlatformIAM,additional_information,📖 **Setup Guide:** [Google Cloud Platform connectors](https://learn.microsoft.com/azure/sentinel/connect-google-cloud-platform) - Connect GCP logs to Microsoft Sentinel,GCP IAM Documentation
Solution,Microsoft\ Entra\ ID,additional_information,📖 **Setup Guide:** [Microsoft Entra connector](https://learn.microsoft.com/azure/sentinel/connect-azure-active-directory) - Connect Microsoft Entra ID logs to Microsoft Sentinel,Microsoft Entra ID Documentation
Solution,Microsoft\ Defender\ for\ Cloud,additional_information,📖 **Setup Guide:** [Microsoft Defender for Cloud connector](https://learn.microsoft.com/azure/sentinel/connect-defender-for-cloud) - Connect Defender for Cloud alerts to Microsoft Sentinel,Microsoft Defender for Cloud Documentation
Solution,Microsoft\ Defender\ XDR,additional_information,📖 **Setup Guide:** [Microsoft Defender XDR connector](https://learn.microsoft.com/azure/sentinel/connect-microsoft-365-defender) - Connect Defender XDR data to Microsoft Sentinel,Microsoft Defender XDR Documentation
Solution,Microsoft\ Purview,additional_information,📖 **Setup Guide:** [Integrate Microsoft Purview](https://learn.microsoft.com/azure/sentinel/purview-solution) - Integrate Microsoft Purview with Microsoft Sentinel,Microsoft Purview Documentation
Solution,Microsoft\ Purview\ Information\ Protection,additional_information,📖 **Setup Guide:** [Microsoft Purview Information Protection](https://learn.microsoft.com/azure/sentinel/connect-microsoft-purview) - Connect Purview Information Protection data to Microsoft Sentinel,Microsoft Purview Information Protection Documentation
Solution,Windows\ Security\ Events,additional_information,📖 **Setup Guide:** [Windows security events via AMA](https://learn.microsoft.com/azure/sentinel/data-connectors-reference#windows-security-events-via-ama) - Collect Windows security events using Azure Monitor Agent,Windows Security Events Documentation
Connector,BarracudaCloudFirewall,additional_information,🛠️ **Device Configuration:** [Follow instructions](https://aka.ms/sentinel-barracudacloudfirewall-connector) to configure syslog streaming. Use the IP address or hostname for the Linux machine with the Microsoft Sentinel agent installed for the Destination IP address.
Connector,CiscoACI,additional_information,"🛠️ **Device Configuration:** Configure Cisco ACI system to send logs via syslog. [Follow these steps](https://www.cisco.com/c/en/us/td/docs/switches/datacenter/aci/apic/sw/1-x/basic-config/b_ACI_Config_Guide/b_ACI_Config_Guide_chapter_010.html#d2933e4611a1635) to configure Syslog Destination, Destination Group, and Syslog Source."
Connector,CiscoISE,additional_information,🛠️ **Device Configuration:** [Follow these instructions](https://www.cisco.com/c/en/us/td/docs/security/ise/3-1/admin_guide/b_ise_admin_3_1.html#ID58) to configure remote syslog collection locations in your Cisco ISE deployment.
Connector,CiscoUCS,additional_information,🛠️ **Device Configuration:** [Follow these instructions](https://www.cisco.com/c/en/us/support/docs/servers-unified-computing/ucs-manager/110265-setup-syslog-for-ucs.html#configsremotesyslog) to configure Cisco UCS to forward syslog. Use the IP address or hostname for the Linux device with the agent installed.
Connector,SophosXGFirewall,additional_information,🛠️ **Device Configuration:** [Follow these instructions](https://doc.sophos.com/nsg/sophos-firewall/20.0/Help/en-us/webhelp/onlinehelp/AdministratorHelp/SystemServices/LogSettings/SyslogServerAdd/index.html) to enable syslog streaming. Use the IP address or hostname for the Linux device.
Connector,SymantecEndpointProtection,additional_information,🛠️ **Device Configuration:** [Follow these instructions](https://techdocs.broadcom.com/us/en/symantec-security-software/endpoint-security-and-management/endpoint-protection/all/Monitoring-Reporting-and-Enforcing-Compliance/viewing-logs-v7522439-d37e464/exporting-data-to-a-syslog-server-v8442743-d15e1107.html) to configure Symantec Endpoint Protection to forward syslog.
Connector,SymantecVIP,additional_information,🛠️ **Device Configuration:** [Follow these instructions](https://aka.ms/sentinel-symantecvip-configurationsteps) to configure Symantec VIP Enterprise Gateway to forward syslog.
Connector,JuniperSRX,additional_information,🛠️ **Device Configuration:** Configure Juniper SRX to forward syslog: [Traffic Logs](https://kb.juniper.net/InfoCenter/index?page=content&id=KB16509&actp=METADATA) and [System Logs](https://kb.juniper.net/InfoCenter/index?page=content&id=kb16502).
Connector,DarktraceAma,additional_information,🛠️ **Device Configuration:** In Darktrace Threat Visualizer: Navigate to System Config > Modules > Microsoft Sentinel. Configure Server address and port 514. Enable Send Alerts and save.
Connector,Darktrace,additional_information,🛠️ **Device Configuration:** In Darktrace Threat Visualizer: Navigate to System Config > Modules > Microsoft Sentinel. Configure Server address and port 514. Enable Send Alerts and save.
Connector,ArubaClearPassAma,additional_information,🛠️ **Device Configuration:** [Follow these instructions](https://www.arubanetworks.com/techdocs/ClearPass/6.7/PolicyManager/Content/CPPM_UserGuide/Admin/syslogExportFilters_add_syslog_filter_general.htm) to configure Aruba ClearPass. Use the IP address or hostname for the Linux device.
Connector,ArubaClearPass,additional_information,🛠️ **Device Configuration:** [Follow these instructions](https://www.arubanetworks.com/techdocs/ClearPass/6.7/PolicyManager/Content/CPPM_UserGuide/Admin/syslogExportFilters_add_syslog_filter_general.htm) to configure Aruba ClearPass. Use the IP address or hostname for the Linux device.
Connector,BroadcomSymantecDLPAma,additional_information,🛠️ **Device Configuration:** [Follow these instructions](https://knowledge.broadcom.com/external/article/159509/generating-syslog-messages-from-data-los.html) to configure Symantec DLP to forward syslog.
Connector,BroadcomSymantecDLP,additional_information,🛠️ **Device Configuration:** [Follow these instructions](https://knowledge.broadcom.com/external/article/159509/generating-syslog-messages-from-data-los.html) to configure Symantec DLP to forward syslog.
Connector,CiscoFirepowerEStreamerAma,additional_information,🛠️ **Device Configuration:** Install and configure the Firepower eNcore eStreamer client. See the [full install guide](https://www.cisco.com/c/en/us/td/docs/security/firepower/670/api/eStreamer_enCore/eStreamereNcoreSentinelOperationsGuide_409.html).
Connector,CiscoFirepowerEStreamer,additional_information,🛠️ **Device Configuration:** Install and configure the Firepower eNcore eStreamer client. See the [full install guide](https://www.cisco.com/c/en/us/td/docs/security/firepower/670/api/eStreamer_enCore/eStreamereNcoreSentinelOperationsGuide_409.html).
Connector,CiscoSEGAma,additional_information,🛠️ **Device Configuration:** Configure [Log Subscription](https://www.cisco.com/c/en/us/td/docs/security/esa/esa14-0/user_guide/b_ESA_Admin_Guide_14-0/b_ESA_Admin_Guide_12_1_chapter_0100111.html#con_1134718). Select Consolidated Event Logs in Log Type field.
Connector,CiscoSEG,additional_information,🛠️ **Device Configuration:** Configure [Log Subscription](https://www.cisco.com/c/en/us/td/docs/security/esa/esa14-0/user_guide/b_ESA_Admin_Guide_14-0/b_ESA_Admin_Guide_12_1_chapter_0100111.html#con_1134718). Select Consolidated Event Logs in Log Type field.
Connector,CitrixWAFAma,additional_information,🛠️ **Device Configuration:** Configure Citrix WAF to send syslog messages in CEF format. Find guides at [Citrix Support](https://support.citrix.com/). Follow [this guide](https://docs.citrix.com/en-us/citrix-adc/13/system/audit-logging/configuring-audit-logging.html) to forward logs to port 514 TCP.
Connector,CitrixWAF,additional_information,🛠️ **Device Configuration:** Configure Citrix WAF to send syslog messages in CEF format. Find guides at [Citrix Support](https://support.citrix.com/). Follow [this guide](https://docs.citrix.com/en-us/citrix-adc/13/system/audit-logging/configuring-audit-logging.html) to forward logs to port 514 TCP.
Connector,ClarotyAma,additional_information,"🛠️ **Device Configuration:** Navigate to Configuration > Syslog > Add. Configure Remote Server IP, Port, Protocol, and set Message Format to CEF. Save."
Connector,Claroty,additional_information,"🛠️ **Device Configuration:** Navigate to Configuration > Syslog > Add. Configure Remote Server IP, Port, Protocol, and set Message Format to CEF. Save."
Connector,CrowdStrikeFalconEndpointProtectionAma,additional_information,🛠️ **Device Configuration:** [Follow these instructions](https://www.crowdstrike.com/blog/tech-center/integrate-with-your-siem/) to deploy the SIEM Collector and forward syslog.
Connector,CrowdStrikeFalconEndpointProtection,additional_information,🛠️ **Device Configuration:** [Follow these instructions](https://www.crowdstrike.com/blog/tech-center/integrate-with-your-siem/) to deploy the SIEM Collector and forward syslog.
Connector,CyberArkAma,additional_information,"🛠️ **Device Configuration:** On the EPV, configure dbparm.ini to send syslog messages in CEF format to the proxy machine on port 514 TCP."
Connector,CyberArk,additional_information,"🛠️ **Device Configuration:** On the EPV, configure dbparm.ini to send syslog messages in CEF format to the proxy machine on port 514 TCP."
Connector,F5Ama,additional_information,"🛠️ **Device Configuration:** Go to [F5 Configuring Application Security Event Logging](https://aka.ms/asi-syslog-f5-forwarding). Set Remote storage type to CEF, Protocol to UDP, IP address to syslog server, port to 514."
Connector,F5,additional_information,"🛠️ **Device Configuration:** Go to [F5 Configuring Application Security Event Logging](https://aka.ms/asi-syslog-f5-forwarding). Set Remote storage type to CEF, Protocol to UDP, IP address to syslog server, port to 514."
Connector,FortinetAma,additional_information,🛠️ **Device Configuration:** Set Fortinet to send Syslog messages in CEF format to port 514 TCP. Replace 'server <ip address>' with the Syslog agent IP. See [Fortinet Document Library](https://aka.ms/asi-syslog-fortinet-fortinetdocumentlibrary). [Learn more](https://aka.ms/CEF-Fortinet)
Connector,Fortinet,additional_information,🛠️ **Device Configuration:** Set Fortinet to send Syslog messages in CEF format to port 514 TCP. Replace 'server <ip address>' with the Syslog agent IP. See [Fortinet Document Library](https://aka.ms/asi-syslog-fortinet-fortinetdocumentlibrary). [Learn more](https://aka.ms/CEF-Fortinet)
Connector,ibossAma,additional_information,"🛠️ **Device Configuration:** Navigate to Reporting & Analytics > Log Forwarding > Forward From Reporter. Add Service, toggle to Microsoft Sentinel, input Workspace ID/Primary Key. See [iboss documentation](https://learn.microsoft.com/azure/sentinel/unified-connector-cef-device#iboss)."
Connector,iboss,additional_information,"🛠️ **Device Configuration:** Navigate to Reporting & Analytics > Log Forwarding > Forward From Reporter. Add Service, toggle to Microsoft Sentinel, input Workspace ID/Primary Key. See [iboss documentation](https://learn.microsoft.com/azure/sentinel/unified-connector-cef-device#iboss)."
Connector,TrendMicroApexOneAma,additional_information,"🛠️ **Device Configuration:** [Follow these steps](https://docs.trendmicro.com/en-us/enterprise/trend-micro-apex-central-2019-online-help/detections/logs_001/syslog-forwarding.aspx) to configure Apex Central. On step 6, select log format CEF."
Connector,TrendMicroApexOne,additional_information,"🛠️ **Device Configuration:** [Follow these steps](https://docs.trendmicro.com/en-us/enterprise/trend-micro-apex-central-2019-online-help/detections/logs_001/syslog-forwarding.aspx) to configure Apex Central. On step 6, select log format CEF."
Connector,TrendMicro,additional_information,🛠️ **Device Configuration:** Forward events to the syslog agent using CEF format. See [this knowledge article](https://aka.ms/Sentinel-trendmicro-kblink) and [these instructions](https://aka.ms/Sentinel-trendMicro-connectorInstructions). Save the [TrendMicroDeepSecurity](https://aka.ms/TrendMicroDeepSecurityFunction) function.
Connector,TrendMicroTippingPoint,additional_information,🛠️ **Device Configuration:** Set TippingPoint SMS to send syslog messages in ArcSight CEF Format v4.2 format to the proxy machine on port 514 TCP.
Connector,AIVectraDetectAma,additional_information,"🛠️ **Device Configuration:** From Vectra UI: Settings > Notifications > Edit syslog configuration. Add Destination with port 514, UDP, CEF format. Enable all log types and Test."
Connector,AIVectraDetect,additional_information,"🛠️ **Device Configuration:** From Vectra UI: Settings > Notifications > Edit syslog configuration. Add Destination with port 514, UDP, CEF format. Enable all log types and Test."
Connector,ZscalerAma,additional_information,🛠️ **Device Configuration:** Set Zscaler product to send syslog messages in CEF format to port 514 TCP. See [Zscaler Microsoft Sentinel integration guide](https://aka.ms/ZscalerCEFInstructions).
Connector,Zscaler,additional_information,🛠️ **Device Configuration:** Set Zscaler product to send syslog messages in CEF format to port 514 TCP. See [Zscaler Microsoft Sentinel integration guide](https://aka.ms/ZscalerCEFInstructions).
Connector,ApacheHTTPServer,additional_information,"🛠️ **Device Configuration:** Table: `ApacheHTTPServer_CL`. Log locations: Windows: `C:\Server\bin\log\Apache24\logs\*.log`, Linux: `/var/log/httpd/*.log`. See [Custom Logs via AMA configuration](https://learn.microsoft.com/azure/sentinel/unified-connector-custom-device#apache-http-server)."
Connector,ApacheTomcat,additional_information,🛠️ **Device Configuration:** Table: `Tomcat_CL`. Log location (Linux): `/var/log/tomcat/*.log`. See [Custom Logs via AMA configuration](https://learn.microsoft.com/azure/sentinel/unified-connector-custom-device#apache-tomcat).
Connector,CiscoMeraki,additional_information,"🛠️ **Device Configuration:** Table: `meraki_CL`. Configure syslog daemon with filtering for flows, urls, ids-alerts, events, ip_flow_start, ip_flow_end. [Configure Meraki syslog](https://documentation.meraki.com/General_Administration/Monitoring_and_Reporting/Meraki_Device_Reporting_-_Syslog%2C_SNMP%2C_and_API). See [Custom Logs via AMA configuration](https://learn.microsoft.com/azure/sentinel/unified-connector-custom-device#cisco-meraki)."
Connector,CiscoMeraki(usingRESTAPI),additional_information,🛠️ **Device Configuration:** Table: `meraki_CL`. [Configure Meraki syslog](https://documentation.meraki.com/General_Administration/Monitoring_and_Reporting/Meraki_Device_Reporting_-_Syslog%2C_SNMP%2C_and_API) for log forwarding.
Connector,CiscoMerakiMultiRule,additional_information,🛠️ **Device Configuration:** Table: `meraki_CL`. [Configure Meraki syslog](https://documentation.meraki.com/General_Administration/Monitoring_and_Reporting/Meraki_Device_Reporting_-_Syslog%2C_SNMP%2C_and_API) for log forwarding.
Connector,CiscoMerakiNativePoller,additional_information,🛠️ **Device Configuration:** Table: `meraki_CL`. [Configure Meraki syslog](https://documentation.meraki.com/General_Administration/Monitoring_and_Reporting/Meraki_Device_Reporting_-_Syslog%2C_SNMP%2C_and_API) for log forwarding.
Connector,JBossEAP,additional_information,"🛠️ **Device Configuration:** Table: `JBossLogs_CL`. Log locations (Linux): Standalone: `{EAP_HOME}/standalone/log/server.log`, Managed domain: `{EAP_HOME}/domain/servers/{SERVER_NAME}/log/server.log`. See [Custom Logs via AMA configuration](https://learn.microsoft.com/azure/sentinel/unified-connector-custom-device#jboss-enterprise-application-platform)."
Connector,JuniperIDP,additional_information,🛠️ **Device Configuration:** Table: `JuniperIDP_CL`. Configure rsyslog ruleset with UDP input. [Configure Juniper IDP syslog](https://supportportal.juniper.net/s/article/SRX-Getting-Started-Configure-System-Logging). See [Custom Logs via AMA configuration](https://learn.microsoft.com/azure/sentinel/unified-connector-custom-device#juniperidp).
Connector,MarkLogic,additional_information,"🛠️ **Device Configuration:** Table: `MarkLogicAudit_CL`. Log locations: Windows: `C:\Program Files\MarkLogic\Data\Logs\AuditLog.txt`, Linux: `/var/opt/MarkLogic/Logs/AuditLog.txt`. Enable auditing in MarkLogic Admin interface. See [Custom Logs via AMA configuration](https://learn.microsoft.com/azure/sentinel/unified-connector-custom-device#marklogic-audit) and [MarkLogic auditing docs](https://docs.marklogic.com/guide/admin/auditing)."
Connector,MongoDB,additional_information,"🛠️ **Device Configuration:** Table: `MongoDBAudit_CL`. Log locations: Windows: `C:\data\db\auditlog.json`, Linux: `/data/db/auditlog.json`. Configure `dbpath` and `path` in mongod.cfg/mongod.conf. See [Custom Logs via AMA configuration](https://learn.microsoft.com/azure/sentinel/unified-connector-custom-device#mongodb-audit) and [MongoDB auditing docs](https://www.mongodb.com/docs/manual/tutorial/configure-auditing/)."
Connector,NGINXHTTPServer,additional_information,🛠️ **Device Configuration:** Table: `NGINX_CL`. Log location (Linux): `/var/log/nginx.log`. See [Custom Logs via AMA configuration](https://learn.microsoft.com/azure/sentinel/unified-connector-custom-device#nginx-http-server).
Connector,OracleWebLogicServer,additional_information,"🛠️ **Device Configuration:** Table: `OracleWebLogicServer_CL`. Log locations: Windows: `{DOMAIN_NAME}\Servers\{SERVER_NAME}\logs*.log`, Linux: `{DOMAIN_HOME}/servers/{SERVER_NAME}/logs/*.log`. See [Custom Logs via AMA configuration](https://learn.microsoft.com/azure/sentinel/unified-connector-custom-device#oracle-weblogic-server)."
Connector,PostgreSQL,additional_information,"🛠️ **Device Configuration:** Table: `PostgreSQL_CL`. Log locations: Windows: `C:\*.log`, Linux: `/var/log/*.log`. Configure `log_destination='stderr'` and `logging_collector=on`. See [Custom Logs via AMA configuration](https://learn.microsoft.com/azure/sentinel/unified-connector-custom-device#postgresql-events) and [PostgreSQL logging docs](https://www.postgresql.org/docs/current/runtime-config-logging.html)."
Connector,SecurityBridge,additional_information,🛠️ **Device Configuration:** Table: `SecurityBridgeLogs_CL`. Log location (Linux): `/usr/sap/tmp/sb_events/*.cef`. See [Custom Logs via AMA configuration](https://learn.microsoft.com/azure/sentinel/unified-connector-custom-device#securitybridge-threat-detection-for-sap).
Connector,SecurityBridgeSAP,additional_information,🛠️ **Device Configuration:** Table: `SecurityBridgeLogs_CL`. Log location (Linux): `/usr/sap/tmp/sb_events/*.cef`. See [Custom Logs via AMA configuration](https://learn.microsoft.com/azure/sentinel/unified-connector-custom-device#securitybridge-threat-detection-for-sap).
Connector,SquidProxy,additional_information,"🛠️ **Device Configuration:** Table: `SquidProxy_CL`. Log locations: Windows: `C:\Squid\var\log\squid\*.log`, Linux: `/var/log/squid/*.log`. See [Custom Logs via AMA configuration](https://learn.microsoft.com/azure/sentinel/unified-connector-custom-device#squidproxy)."
Connector,UbiquitiUnifi,additional_information,🛠️ **Device Configuration:** Table: `Ubiquiti_CL`. Configure rsyslog ruleset with UDP input. Enable syslog in controller: Settings > System Settings > Controller Configuration > Remote Logging. [Follow Ubiquiti instructions](https://help.ui.com/hc/en-us/categories/6583256751383). See [Custom Logs via AMA configuration](https://learn.microsoft.com/azure/sentinel/unified-connector-custom-device#ubiquiti-unifi).
Connector,VMwarevCenter,additional_information,🛠️ **Device Configuration:** Table: `vcenter_CL`. Configure rsyslog with template and filtering for vpxd/vcenter-server messages. [Configure vCenter syslog](https://docs.vmware.com/en/VMware-vSphere/7.0/com.vmware.vsphere.monitoring.doc/GUID-9633A961-A5C3-4658-B099-B81E0512DC21.html). See [Custom Logs via AMA configuration](https://learn.microsoft.com/azure/sentinel/unified-connector-custom-device#vmware-vcenter).
Connector,ZscalerPrivateAccess,additional_information,🛠️ **Device Configuration:** Table: `ZPA_CL`. Configure rsyslog ruleset with UDP input. Select JSON as log template. [Configure ZPA log receiver](https://help.zscaler.com/zpa/configuring-log-receiver). See [Custom Logs via AMA configuration](https://learn.microsoft.com/azure/sentinel/unified-connector-custom-device#zscaler-private-access-zpa).
Solution,SAP,solution_publisher_id,sentinel4sap,Synthesize marketplace publisherId for the agent-based SAP solution which has no SolutionMetadata.json. Pairs with solution_offer_id override so marketplace lookup populates mp_* fields.
Solution,SAP,solution_offer_id,sentinel4sap,Synthesize marketplace offerId for the agent-based SAP solution. See companion solution_publisher_id override.
synthetic_connector,SAP,connector_id,MicrosoftSentinelSAP,SAP connector uses Docker agent architecture with no standard connector definition files
synthetic_connector,SAP,title,Microsoft Sentinel for SAP,
synthetic_connector,SAP,publisher,Microsoft,
synthetic_connector,SAP,description,The Microsoft Sentinel solution for SAP allows you to monitor SAP systems and detect sophisticated threats throughout the business logic and application layers. The solution includes the Microsoft Sentinel for SAP data connector which collects logs from across the entire SAP system landscape using a containerized agent.,
synthetic_connector,SAP,tables,ABAPAuditLog_CL;ABAPChangeDocsLog_CL,
synthetic_connector,SAP,connector_id,SAPCC,Agentless SAP applications connector using the Codeless Connector Framework (CCF). Defined in Solutions/SAP/Tools/IntegrationSuite/SAPCC_DCR.json which the analyzer's standard Data Connectors/ scan does not reach.
synthetic_connector,SAP,title,Microsoft Sentinel for SAP applications - agentless,
synthetic_connector,SAP,publisher,Microsoft,
synthetic_connector,SAP,description,"Modern agentless ingestion of SAP NetWeaver/ABAP/HANA telemetry into Microsoft Sentinel via the Codeless Connector Framework (CCF). Streams ABAPAuditLog, ABAPChangeDocsLog, ABAPUserDetails, ABAPAuthorizationDetails, and SentinelHealth as defined in Solutions/SAP/Tools/IntegrationSuite/SAPCC_DCR.json. Recommended modern path alongside the agent-based MicrosoftSentinelSAP connector.",
synthetic_connector,SAP,tables,ABAPAuditLog_CL;ABAPChangeDocsLog_CL;ABAPUserDetails_CL;ABAPAuthorizationDetails_CL;SentinelHealth,
Connector,MicrosoftSentinelSAP,additional_information,📖 **Deployment Guide:** [SAP solution deployment overview](https://learn.microsoft.com/azure/sentinel/sap/deployment-overview) - Step-by-step guide for deploying the agentless or containerized data connector,
Connector,MicrosoftSentinelSAP,additional_information,📖 **Log Reference:** [SAP log and table reference](https://learn.microsoft.com/azure/sentinel/sap/sap-solution-log-reference) - Logs collected by the data connector including ABAPAuditLog and ABAPChangeDocsLog,
Connector,MicrosoftSentinelSAP,additional_information,📖 **Security Content:** [SAP security content reference](https://learn.microsoft.com/azure/sentinel/sap/sap-solution-security-content) - Built-in analytics rules and watchlists for SAP threat detection,
Connector,MicrosoftDataverse,additional_information,📖 **Solution Overview:** [Microsoft Business Apps solution](https://learn.microsoft.com/azure/sentinel/business-applications/power-platform-solution-overview) - Monitor and protect Power Platform and Dynamics 365 environments,
Connector,MicrosoftDataverse,additional_information,📖 **Deployment Guide:** [Deploy Power Platform connectors](https://learn.microsoft.com/azure/sentinel/business-applications/deploy-power-platform-solution) - Prerequisites and setup for Dataverse activity logging,
Connector,MicrosoftDataverse,additional_information,📖 **Security Content:** [Power Platform security content reference](https://learn.microsoft.com/azure/sentinel/business-applications/power-platform-solution-security-content) - Analytics rules for Dataverse threat detection,
Connector,MicrosoftPowerAutomate,additional_information,📖 **Solution Overview:** [Microsoft Business Apps solution](https://learn.microsoft.com/azure/sentinel/business-applications/power-platform-solution-overview) - Monitor and protect Power Platform and Dynamics 365 environments,
