TimeGenerated,system_token_s,threat_detail_s,account_id_g,severity_name_s,event_id_g,threat_name_s,threat_uuid_g,threat_vector_s,device_time_t,device_id_g,device_model_s,device_jailbroken_b,zdevice_id_g,detection_app_instance_id_g,detection_app_version_s,device_os_s,device_os_version_s,device_owner_id_g,device_owner_email_s,device_owner_first_name_s,device_owner_last_name_s,device_ip_s,device_mac_s,gateway_ip_s,gateway_mac_s,base_station_s,attacker_ip_s,attacker_mac_s,attacker_bssid_s,attacker_ssid_s,network_s,network_bssid_s,network_interface_s,stagefright_vulnerability_report_s,jailbreak_reasons_s,process_s,sideloaded_app_developer_s,sideloaded_app_name_s,sideloaded_app_package_s,event_s,file_name_s,file_hash_g,file_path_s,suspected_url_s,malware_list_s,package_name_s,malware_family_s,installer_source_s,action_triggered_s,profile_name_s,profile_type_s,profile_identifier_s,subnet_mask_s,network_encryption_s,external_ip_s,certificate_s
2020-02-10T20:02:15.391Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=c917cb2c-0201-4880-b6c7-518fb5df1628,ec1200dc-009d-406c-903c-1e2f16fda553,CRITICAL,c917cb2c-0201-4880-b6c7-518fb5df1628,ICMP_REDIR_MITM,2d880c47-1b35-4684-bef1-87ff43201760,Network,2020-02-10T20:02:14.835Z,3a4d92ed-952c-4d27-aa50-74f2cbd60ce7,,false,e6b9f8bb-524e-49de-a443-9081189b96c2,40614e0b-9c20-4008-898d-441a41d32328,4.10.0,android,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.271,5e:32:a7:60:59:3b,192.168.0.1,6c:19:8f:f4:42:b2,"{""mnc"":260,""psc"":251,""type"":""WCDMA"",""cid"":124989446,""mcc"":310,""lac"":45991}",192.168.0.107,00:c0:ca:aa:bb:cc,,,AUTOMATION,e8:fc:af:f6:a5:8d,wlan0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10T20:02:15.657Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=de66068a-6308-4314-84aa-a598d357cdd2,ec1200dc-009d-406c-903c-1e2f16fda553,ELEVATED,de66068a-6308-4314-84aa-a598d357cdd2,UNSECURED_WIFI_NETWORK,f2d3553a-a189-4048-9e2a-8b0650b075f8,Network,2020-02-10T20:02:15.029Z,3a4d92ed-952c-4d27-aa50-74f2cbd60ce7,,false,e6b9f8bb-524e-49de-a443-9081189b96c2,40614e0b-9c20-4008-898d-441a41d32328,4.10.0,android,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.271,5e:32:a7:60:59:3b,192.168.20.1,00:00:00:00:00:00,"{""mnc"":260,""psc"":510,""type"":""WCDMA"",""cid"":124989444,""mcc"":310,""lac"":45991}",,,,,AUTOMATION,e8:fc:af:f6:a5:8d,wlan0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10T20:02:15.829Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=4b8ee990-986b-4d1c-ac5f-e4f4666a9542,ec1200dc-009d-406c-903c-1e2f16fda553,ELEVATED,4b8ee990-986b-4d1c-ac5f-e4f4666a9542,ZIPS_NOT_RUNNING_ON_CONTAINER,299228b3-f0bb-447b-87fb-391631b67497,Device,2020-02-10T20:02:15.339Z,3a4d92ed-952c-4d27-aa50-74f2cbd60ce7,,false,e6b9f8bb-524e-49de-a443-9081189b96c2,40614e0b-9c20-4008-898d-441a41d32328,4.10.0,android,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.271,5e:32:a7:60:59:3b,192.168.12.1,08:5b:0e:e6:ce:71,"{""type"":""none""}",,,,,AUTOMATION,e8:fc:af:f6:a5:8d,wlan0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10T20:18:51.576Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=43195bd2-060c-4368-8806-327e95b34a59,ec1200dc-009d-406c-903c-1e2f16fda553,ELEVATED,43195bd2-060c-4368-8806-327e95b34a59,TLS_DOWNGRADE,fb47325b-3c1c-4438-986b-2e4928694394,Network,2020-02-10T20:18:51.007Z,21f322e8-0fd6-4328-96d2-f36063a8b455,,false,2ffd2688-d418-457d-898d-34b6186bcd31,27495d77-c8e3-4e85-9606-8b4e8f90525d,4.10.0,ios,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.206,12:77:8c:92:fa:c0,192.168.0.1,6c:19:8f:f4:42:b2,"{""mnc"":410,""psc"":137,""type"":""WCDMA"",""cid"":106061950,""mcc"":310,""lac"":52664}",,,,,AUTOMATION,e8:fc:af:f6:a5:8d,wlan0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10T19:16:43.167Z,,https://feature5-console.zdevzoo.com/event/details?id=9f677839-5092-4be2-98d8-7d2e3764c837,9c238f42-6ddc-4677-b22b-6547db6cd6f9,CRITICAL,9f677839-5092-4be2-98d8-7d2e3764c837,APK_SUSPECTED,356271d9-aa92-4927-98de-7054b68831c3,Malware,2020-02-10T19:16:42.708Z,101506a8-5e4d-49d1-9512-3c6bef4e320e,,false,18850a74-21c4-4858-bfcc-47cf49e17476,354b2350-a8e3-49aa-88db-d5b3c26b8e28,4.10.0,android,,,,,,192.168.1.335,2c:1e:da:ad:09:df,192.168.0.1,6c:19:8f:f4:42:b2,{},,,,,AUTOMATION,e8:fc:af:f6:a5:8d,wlan0,,,MainActivity,,,,,/storage/emulated/0/Download/example-1.apk,7a950881-039c-3281-a2f4-6d423a42a1f3,,,,,,,,,,,,,,
2020-02-10T19:19:08.907Z,,https://feature5-console.zdevzoo.com/event/details?id=cf1ff8d5-4ebb-4615-8b99-ec3313a9e581,9c238f42-6ddc-4677-b22b-6547db6cd6f9,ELEVATED,cf1ff8d5-4ebb-4615-8b99-ec3313a9e581,UNSECURED_WIFI_NETWORK,30ce4d28-e3a0-45d5-a12b-69edd5969516,Network,2020-02-10T19:19:08.521Z,5530d92e-3d4a-4ba4-84ec-4b321037da74,,false,fee0291a-0d2e-45d0-83c7-630e2844acfd,fa87b652-5cd1-4d75-a750-15e325202efa,4.10.0,android,,,,,,192.168.1.329,86:1d:83:1c:2f:ab,192.168.20.1,00:00:00:00:00:00,"{""mnc"":260,""psc"":510,""type"":""WCDMA"",""cid"":124989444,""mcc"":310,""lac"":45991}",,,,,AUTOMATION,e8:fc:af:f6:a5:8d,wlan0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10T20:05:30.42Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=460d1436-c6b7-4209-ad86-e1415c8690a8,ec1200dc-009d-406c-903c-1e2f16fda553,ELEVATED,460d1436-c6b7-4209-ad86-e1415c8690a8,ENCRYPTION_NOT_ENABLED,b221646d-84d4-4104-9ce3-ee88341b15eb,Device,2020-02-10T20:05:29.735Z,9a4d43d0-1102-48a8-aa3f-b44eb9a1f477,,false,3ead2696-9973-422a-934b-8bf94d790e94,292133a8-f1a1-432d-8de0-7bae83b2ce37,4.10.0,android,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.125,e8:8f:18:e3:07:a6,192.168.0.1,6c:19:8f:f4:42:b2,"{""mnc"":260,""psc"":510,""type"":""WCDMA"",""cid"":124989444,""mcc"":310,""lac"":45991}",,,,,AUTOMATION,e8:fc:af:f6:a5:8d,wlan0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10T20:05:30.889Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=e783f4d1-57fa-450d-8ead-7c5173ac18b3,ec1200dc-009d-406c-903c-1e2f16fda553,CRITICAL,e783f4d1-57fa-450d-8ead-7c5173ac18b3,SSL_STRIP,ca450031-aa41-47c2-a5ee-327c06439004,Network,2020-02-10T20:05:30.338Z,9a4d43d0-1102-48a8-aa3f-b44eb9a1f477,,false,3ead2696-9973-422a-934b-8bf94d790e94,292133a8-f1a1-432d-8de0-7bae83b2ce37,4.10.0,android,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.125,e8:8f:18:e3:07:a6,192.168.0.1,00:c0:ca:8f:d6:31,"{""mnc"":260,""psc"":510,""type"":""WCDMA"",""cid"":124989444,""mcc"":310,""lac"":45991}",,,,,AUTOMATION,e8:fc:af:f6:a5:8d,wlan0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10T20:05:30.966Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=425d63ce-99d8-4cdc-ae46-56618ecd25f2,ec1200dc-009d-406c-903c-1e2f16fda553,ELEVATED,425d63ce-99d8-4cdc-ae46-56618ecd25f2,USB_DEBUGGING_ON,c5a0a331-1dc3-48c4-9e4c-c956deadf06a,Device,2020-02-10T20:05:30.52Z,9a4d43d0-1102-48a8-aa3f-b44eb9a1f477,,false,3ead2696-9973-422a-934b-8bf94d790e94,292133a8-f1a1-432d-8de0-7bae83b2ce37,4.10.0,android,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.125,e8:8f:18:e3:07:a6,192.168.0.1,6c:19:8f:f4:42:b2,"{""mnc"":260,""psc"":510,""type"":""WCDMA"",""cid"":124989444,""mcc"":310,""lac"":45991}",,,,,AUTOMATION,e8:fc:af:f6:a5:8d,wlan0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10T20:18:55.228Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=0a65def9-541a-433b-b137-28985f856f31,ec1200dc-009d-406c-903c-1e2f16fda553,ELEVATED,0a65def9-541a-433b-b137-28985f856f31,ANDROID_NOT_UPDATED,573885cd-fe18-4072-af0c-9b67ad537b02,Device,2020-02-10T20:18:51.964Z,21f322e8-0fd6-4328-96d2-f36063a8b455,,false,2ffd2688-d418-457d-898d-34b6186bcd31,27495d77-c8e3-4e85-9606-8b4e8f90525d,4.10.0,ios,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.206,12:77:8c:92:fa:c0,192.168.0.1,6c:19:8f:f4:42:b2,{},,,,,AUTOMATION,e8:fc:af:f6:a5:8d,wlan0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10T19:18:33.516Z,,https://feature5-console.zdevzoo.com/event/details?id=1459e040-855c-42d4-b180-97ca331a2d20,9c238f42-6ddc-4677-b22b-6547db6cd6f9,CRITICAL,1459e040-855c-42d4-b180-97ca331a2d20,ICMP_REDIR_MITM,f9338a55-d008-4354-a225-ed2d4fc04176,Network,2020-02-10T19:18:33.407Z,0cee0abc-7dac-4bc6-beba-577b1a164efc,,false,78159021-5736-4b1e-bf0c-a3ab520f03da,73de9834-672d-453a-9efd-a4567deaebe7,4.10.0,android,,,,,,192.168.1.122,54:7e:67:86:5a:f6,192.168.0.1,6c:19:8f:f4:42:b2,"{""mnc"":260,""psc"":251,""type"":""WCDMA"",""cid"":124989446,""mcc"":310,""lac"":45991}",192.168.0.107,00:c0:ca:aa:bb:cc,,,AUTOMATION,e8:fc:af:f6:a5:8d,wlan0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10T20:05:31.363Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=c921de82-8048-4d29-9a19-28ca34ba5183,ec1200dc-009d-406c-903c-1e2f16fda553,ELEVATED,c921de82-8048-4d29-9a19-28ca34ba5183,OUT_OF_COMPLIANCE_APP,78c604f9-072f-4665-8e11-e840197fade6,Device,2020-02-10T20:05:30.131Z,9a4d43d0-1102-48a8-aa3f-b44eb9a1f477,,false,3ead2696-9973-422a-934b-8bf94d790e94,292133a8-f1a1-432d-8de0-7bae83b2ce37,4.10.0,android,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.125,e8:8f:18:e3:07:a6,192.168.0.1,6c:19:8f:f4:42:b2,"{""mnc"":410,""psc"":137,""type"":""WCDMA"",""cid"":106061950,""mcc"":310,""lac"":52664}",,,,,AUTOMATION,e8:fc:af:f6:a5:8d,wlan0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10T20:16:42.203Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=39f6cf0b-8a3e-4152-8c44-ab9f7c935d96,ec1200dc-009d-406c-903c-1e2f16fda553,CRITICAL,39f6cf0b-8a3e-4152-8c44-ab9f7c935d96,SELINUX_DISABLED,f6a04623-0abd-446c-ae3b-ce354e3a78f6,Device,2020-02-10T20:16:41.768Z,6686dfd8-c1b1-4845-a940-9b32d4bd08f3,,false,051163e2-f1c7-4d46-950e-c4481335366d,d4e3465f-5127-4607-8717-96687ce57067,4.10.0,android,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.253,46:b8:ac:9e:50:59,192.168.0.1,6c:19:8f:f4:42:b2,"{""mnc"":260,""mcc"":310,""pci"":97,""ci"":16494338,""tac"":31892,""type"":""LTE""}",,,,,AUTOMATION,e8:fc:af:f6:a5:8d,wlan0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10T20:20:30.059Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=cc2677aa-0304-4c1b-9f93-fec9d9be8600,ec1200dc-009d-406c-903c-1e2f16fda553,CRITICAL,cc2677aa-0304-4c1b-9f93-fec9d9be8600,UNTRUSTED_PROFILE,bcab014f-f377-45ac-8410-5cd0fb1c184a,Malware,2020-02-10T20:20:29.853Z,d67e1274-f853-4264-998e-900482aec6e8,,false,63c21f29-4ac5-42bb-969c-7ec644d36206,5ef948f0-9cc1-4b06-a192-346e3135bd82,4.10.0,ios,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.317,92:62:f8:d6:48:8a,192.168.12.1,08:5b:0e:e6:ce:71,,,,,,AUTOMATION,e8:fc:af:f6:a5:8d,en0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10T20:10:50.942Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=a0e70e95-36aa-464e-a8c7-84511dcfc259,ec1200dc-009d-406c-903c-1e2f16fda553,CRITICAL,a0e70e95-36aa-464e-a8c7-84511dcfc259,ANDROID_BASIC_INTEGRITY,e7a5801f-7c01-4227-8c9d-8ae3f391df23,Device,2020-02-10T20:10:50.478Z,25083ff9-3791-48f2-8ff7-5aec7a446f44,,false,4d0fea5f-a216-4857-83f6-645bca5cb4b1,454c00cc-2823-463f-8e93-8c84c48ee24d,4.10.0,android,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.300,ac:a1:1a:30:f9:04,192.168.0.1,6c:19:8f:f4:42:b2,"{""mnc"":410,""psc"":137,""type"":""WCDMA"",""cid"":106061950,""mcc"":310,""lac"":52664}",,,,,AUTOMATION,e8:fc:af:f6:a5:8d,wlan0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10T20:10:51.096Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=053d2566-12a8-4fe9-ab73-a59aeb6804af,ec1200dc-009d-406c-903c-1e2f16fda553,ELEVATED,053d2566-12a8-4fe9-ab73-a59aeb6804af,DEVELOPER_OPTIONS_ON,8dc537e0-2d6d-493b-94c8-26401bf8ca02,Device,2020-02-10T20:10:50.685Z,25083ff9-3791-48f2-8ff7-5aec7a446f44,,false,4d0fea5f-a216-4857-83f6-645bca5cb4b1,454c00cc-2823-463f-8e93-8c84c48ee24d,4.10.0,android,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.300,ac:a1:1a:30:f9:04,192.168.0.1,6c:19:8f:f4:42:b2,"{""mnc"":260,""psc"":510,""type"":""WCDMA"",""cid"":124989444,""mcc"":310,""lac"":45991}",,,,,AUTOMATION,e8:fc:af:f6:a5:8d,wlan0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10T20:10:51.298Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=2f2662e0-0ef6-4c90-a450-89d39ad85a2b,ec1200dc-009d-406c-903c-1e2f16fda553,LOW,2f2662e0-0ef6-4c90-a450-89d39ad85a2b,NETWORK_HANDOFF,11d2fd31-954a-4b17-82a1-298765737df1,Network,2020-02-10T20:10:51.075Z,25083ff9-3791-48f2-8ff7-5aec7a446f44,,false,4d0fea5f-a216-4857-83f6-645bca5cb4b1,454c00cc-2823-463f-8e93-8c84c48ee24d,4.10.0,android,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.300,ac:a1:1a:30:f9:04,192.168.0.1,6c:19:8f:f4:42:b2,"{""mnc"":260,""psc"":510,""type"":""WCDMA"",""cid"":124989444,""mcc"":310,""lac"":45991}",192.168.0.1,6c:19:8f:f4:42:b2,,,AUTOMATION,e8:fc:af:f6:a5:8d,wlan0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10T20:10:51.298Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=3385c5f3-e949-4923-82e4-dc121a7ae28b,ec1200dc-009d-406c-903c-1e2f16fda553,ELEVATED,3385c5f3-e949-4923-82e4-dc121a7ae28b,PASSCODE_NOT_ENABLED,9331cee3-486a-4fc7-a0c5-a56c9b24fd43,Device,2020-02-10T20:10:50.881Z,25083ff9-3791-48f2-8ff7-5aec7a446f44,,false,4d0fea5f-a216-4857-83f6-645bca5cb4b1,454c00cc-2823-463f-8e93-8c84c48ee24d,4.10.0,android,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.300,ac:a1:1a:30:f9:04,192.168.0.1,6c:19:8f:f4:42:b2,"{""mnc"":260,""psc"":510,""type"":""WCDMA"",""cid"":124989444,""mcc"":310,""lac"":45991}",,,,,AUTOMATION,e8:fc:af:f6:a5:8d,wlan0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10T20:20:30.362Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=e41c36b7-8c50-4107-bbe2-799e968023e0,ec1200dc-009d-406c-903c-1e2f16fda553,LOW,e41c36b7-8c50-4107-bbe2-799e968023e0,UDP_SCAN,d91c4800-863b-4eea-979c-37f62c3f6e28,Network,2020-02-10T20:20:30.15Z,d67e1274-f853-4264-998e-900482aec6e8,,false,63c21f29-4ac5-42bb-969c-7ec644d36206,5ef948f0-9cc1-4b06-a192-346e3135bd82,4.10.0,ios,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.317,92:62:f8:d6:48:8a,192.168.0.1,6c:19:8f:f4:42:b2,,192.168.0.102,00:c0:ca:8f:d6:31,,,AUTOMATION,e8:fc:af:f6:a5:8d,en0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10T20:14:25.93Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=10e8ef4d-66ec-4e3b-9561-9ade871cb226,ec1200dc-009d-406c-903c-1e2f16fda553,ELEVATED,10e8ef4d-66ec-4e3b-9561-9ade871cb226,DANGERZONE_CONNECTED,e2187c0a-60e7-4733-9352-e6b3679c4f2e,Network,2020-02-10T20:14:25.737Z,06c87721-1aa7-485c-9271-0fc5d430bdc8,,false,f0596ed1-185e-4af9-ad0d-636178e1220c,bb4397eb-edd3-4626-aa27-25d2a8917acc,4.10.0,android,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.335,9e:7e:2d:d0:03:b2,192.168.14.1,08:5b:0e:e6:ce:84,"{""mnc"":260,""mcc"":310,""pci"":97,""ci"":16494338,""tac"":31892,""type"":""LTE""}",,,,,AUTOMATION,e8:fc:af:f6:a5:8d,wlan0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10T20:16:43.917Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=948e90d3-4036-4f3c-b9ab-c02fe630208d,ec1200dc-009d-406c-903c-1e2f16fda553,ELEVATED,948e90d3-4036-4f3c-b9ab-c02fe630208d,ANDROID_NOT_UPDATED,42ebdda3-5a9a-4169-9b8a-8deef141775b,Device,2020-02-10T20:16:43.293Z,6686dfd8-c1b1-4845-a940-9b32d4bd08f3,,false,051163e2-f1c7-4d46-950e-c4481335366d,d4e3465f-5127-4607-8717-96687ce57067,4.10.0,android,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.253,46:b8:ac:9e:50:59,192.168.0.1,6c:19:8f:f4:42:b2,{},,,,,AUTOMATION,e8:fc:af:f6:a5:8d,wlan0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10T19:46:06.512Z,,https://feature5-console.zdevzoo.com/event/details?id=792beb66-fcd2-40fe-b6cd-db49157ec3d7,9c238f42-6ddc-4677-b22b-6547db6cd6f9,ELEVATED,792beb66-fcd2-40fe-b6cd-db49157ec3d7,ZIPS_NOT_RUNNING_ON_CONTAINER,463f7959-5dd3-471f-b475-a84b69383256,Device,2020-02-10T19:46:06.208Z,a661d418-b3d5-43f1-b486-5d68149b0c7f,,false,7a25c667-1b25-450e-a582-d53088a8c75e,8b991905-c835-412e-8e23-a280b584e32d,4.10.0,android,,,,,,192.168.1.228,08:05:a1:eb:93:ff,192.168.12.1,08:5b:0e:e6:ce:71,"{""type"":""none""}",,,,,AUTOMATION,e8:fc:af:f6:a5:8d,wlan0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10T20:20:30.22Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=25c568df-5f6c-4290-8ade-370d667aaa68,ec1200dc-009d-406c-903c-1e2f16fda553,ELEVATED,25c568df-5f6c-4290-8ade-370d667aaa68,UNSECURED_WIFI_NETWORK,cd18628e-d378-4a96-81d8-cb579bc48e37,Network,2020-02-10T20:20:29.984Z,d67e1274-f853-4264-998e-900482aec6e8,,false,63c21f29-4ac5-42bb-969c-7ec644d36206,5ef948f0-9cc1-4b06-a192-346e3135bd82,4.10.0,ios,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.317,92:62:f8:d6:48:8a,192.168.1.307,9c:5c:7a:f1:55:0c,,,,,,AUTOMATION,e8:fc:af:f6:a5:8d,lo0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10T20:18:52.238Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=72ac1d47-50b3-4d80-bd5a-61bcb063eb55,ec1200dc-009d-406c-903c-1e2f16fda553,CRITICAL,72ac1d47-50b3-4d80-bd5a-61bcb063eb55,UNKNOWN_SOURCES_ON,66a4b7e1-3a4e-4d01-8bd6-82cae676d593,Device,2020-02-10T20:18:51.776Z,21f322e8-0fd6-4328-96d2-f36063a8b455,,false,2ffd2688-d418-457d-898d-34b6186bcd31,27495d77-c8e3-4e85-9606-8b4e8f90525d,4.10.0,ios,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.206,12:77:8c:92:fa:c0,192.168.0.1,6c:19:8f:f4:42:b2,{},,,,,AUTOMATION,e8:fc:af:f6:a5:8d,wlan0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10T19:46:18.457Z,,https://feature5-console.zdevzoo.com/event/details?id=792beb66-fcd2-40fe-b6cd-db49157ec3d7,9c238f42-6ddc-4677-b22b-6547db6cd6f9,ELEVATED,792beb66-fcd2-40fe-b6cd-db49157ec3d7,ZIPS_NOT_RUNNING_ON_CONTAINER,463f7959-5dd3-471f-b475-a84b69383256,Device,2020-02-10T19:46:06.208Z,a661d418-b3d5-43f1-b486-5d68149b0c7f,,false,7a25c667-1b25-450e-a582-d53088a8c75e,8b991905-c835-412e-8e23-a280b584e32d,4.10.0,android,,,,,,192.168.1.228,08:05:a1:eb:93:ff,192.168.12.1,08:5b:0e:e6:ce:71,"{""type"":""none""}",,,,,AUTOMATION,e8:fc:af:f6:a5:8d,wlan0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10T20:14:26.666Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=a9bf775a-cc0d-49a4-a501-bc5fc2740844,ec1200dc-009d-406c-903c-1e2f16fda553,CRITICAL,a9bf775a-cc0d-49a4-a501-bc5fc2740844,RUNNING_AS_ROOT,e4651a59-cd00-4f32-9800-c83ad4123464,Device,2020-02-10T20:14:26.205Z,06c87721-1aa7-485c-9271-0fc5d430bdc8,,false,f0596ed1-185e-4af9-ad0d-636178e1220c,bb4397eb-edd3-4626-aa27-25d2a8917acc,4.10.0,android,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.335,9e:7e:2d:d0:03:b2,192.168.0.1,6c:19:8f:f4:42:b2,"{""mnc"":260,""psc"":510,""type"":""WCDMA"",""cid"":124989444,""mcc"":310,""lac"":45991}",,,,,AUTOMATION,e8:fc:af:f6:a5:8d,wlan0,,,/init (1) -> zygote (179) -> com.geohot.towelroot (2251) -> daemonsu:mount:master (2338) -> daemonsu:master (2339) ,,,,,,,,,,,,,,,,,,,,
2020-02-10T20:20:30.044Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=2cbd040c-a615-471b-80be-05ee14264093,ec1200dc-009d-406c-903c-1e2f16fda553,ELEVATED,2cbd040c-a615-471b-80be-05ee14264093,IOS_NOT_UPDATED,2c2f481e-9d4a-4228-85f5-2e9bc688a9a7,Device,2020-02-10T20:20:29.706Z,d67e1274-f853-4264-998e-900482aec6e8,,false,63c21f29-4ac5-42bb-969c-7ec644d36206,5ef948f0-9cc1-4b06-a192-346e3135bd82,4.10.0,ios,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.317,92:62:f8:d6:48:8a,192.168.0.1,00:c0:ca:8f:d6:31,,,,,,AUTOMATION,e8:fc:af:f6:a5:8d,en0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10T20:20:32.052Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=2d37258c-b2dc-4a1e-a672-3bcaf84736f9,ec1200dc-009d-406c-903c-1e2f16fda553,LOW,2d37258c-b2dc-4a1e-a672-3bcaf84736f9,UDP_SCAN,2f5296a0-c631-4be2-879f-9f4d21841f36,Network,2020-02-10T20:20:31.721Z,d67e1274-f853-4264-998e-900482aec6e8,,false,63c21f29-4ac5-42bb-969c-7ec644d36206,5ef948f0-9cc1-4b06-a192-346e3135bd82,4.10.0,ios,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.317,92:62:f8:d6:48:8a,192.168.0.1,6c:19:8f:f4:42:b2,"{""mnc"":260,""psc"":510,""type"":""WCDMA"",""cid"":124989444,""mcc"":310,""lac"":45991}",192.168.0.100,00:c0:ca:8f:d6:31,,,AUTOMATION,e8:fc:af:f6:a5:8d,wlan0,,,,,,,,,,,,,,,,,,,,,,,
